historial_id,vehiculo_id,fecha_desde,fecha_hasta,estado,motivo
339,27,2024-10-13,2024-10-14,en_taller,Service programado - Service de frenos
340,28,2024-05-19,2024-05-21,en_taller,Reparación correctiva en taller
341,28,2024-09-24,2024-09-25,en_taller,Service programado - Cambio de aceite y filtro
342,29,2022-02-11,2022-02-12,en_taller,Service programado - Cambio de aceite y filtro
343,29,2022-02-11,2022-02-13,en_taller,Service programado - Service de frenos
344,29,2022-04-05,2022-04-09,en_taller,Reparación correctiva en taller
345,29,2022-05-02,2022-05-03,en_taller,Reparación correctiva en taller
346,29,2022-06-26,2022-06-28,en_taller,Service programado - Cambio de aceite y filtro
347,29,2022-09-15,2022-09-16,en_taller,Service programado - Cambio de cubiertas
348,29,2022-11-18,2022-11-19,en_taller,Service programado - Cambio de aceite y filtro
349,29,2022-11-23,2022-11-26,en_taller,reparación correctiva en taller
350,29,2023-02-25,2023-02-27,en_taller,Service programado - Cambio de aceite y filtro
351,29,2023-02-25,2023-02-26,en_taller,Service programado - Service de frenos
352,29,2023-07-19,2023-07-20,en_taller,Service programado - Cambio de aceite y filtro
353,29,2023-07-19,2023-07-21,en_taller,Service programado - Cambio de correa de distribución
354,29,2023-11-25,2023-11-27,en_taller,service programado - Cambio de aceite y filtro
355,29,2024-02-23,2024-02-25,en_taller,Service programado - Cambio de aceite y filtro
356,29,2024-02-23,2024-02-25,en_taller,Service programado - Service de frenos
357,29,2024-02-23,2024-02-25,en_taller,Service programado - Cambio de cubiertas
378,29,2024-05-15,2024-05-25,fuera_de_servicio,Rotura de parabrisas
358,29,2024-07-13,2024-07-14,en_taller,Service programado - Cambio de aceite y filtro
359,29,2024-11-11,2024-11-13,en_taller,Service programado - Cambio de aceite y filtro
