viaje_id,vehiculo_id,chofer_id,zona_id,fecha,km_inicial,km_final,hora_salida,hora_llegada
5028,14,17,6,2022-12-30,106752.5,106825.4,08:09,11:09
5029,3,4,1,2022-12-30,129983.4,130131.7,08:54,13:41
5030,12,24,6,2022-12-30,157523.1,157668.0,07:22,15:16
5031,7,9,1,2022-12-30,136643.2,136686.7,06:22,07:51
5032,11,11,4,2022-12-30,120624.5,120659.6,06:16,08:38
5033,2,3,3,2022-12-30,151858.9,152033.5,07:35,15:03
5034,6,7,1,2022-12-30,132415.3,132536.0,07:19,12:59
5035,21,26,8,2022-12-31,141398.4,141541.8,07:36,13:54
5036,18,19,6,2022-12-31,119565.0,119700.3,07:22,12:14
5037,14,22,4,2022-12-31,106825.4,106849.2,06:27,07:51
5038,27,33,7,2022-12-31,159438.7,159560.0,08:57,14:32
5039,2,1,2,2022-12-31,152033.5,152210.1,07:48,15:26
5040,1,9,2,2022-12-31,130831.0,130857.8,08:52,10:16
5041,29,31,10,2022-12-31,144025.6,144198.4,07:42,13:41
5042,23,32,8,2022-12-31,120544.8,120610.3,06:18,12:06
5043,25,34,8,2022-12-31,155877.8,155912.2,07:36,09:06
5044,7,3,3,2022-12-31,136686.7,136875.1,07:38,12:37
5045,9,13,5,2022-12-31,107117.4,107209.1,06:31,14:30
5046,20,21,5,2022-12-31,130810.6,130970.4,08:34,13:40
5047,26,29,11,2022-12-31,162998.9,163127.7,06:12,10:43
5048,8,5,1,2022-12-31,144265.1,144435.1,07:25,13:41
5049,3,4,2,2022-12-31,130131.7,130226.4,06:48,14:36
5050,5,6,2,2022-12-31,131373.4,131481.1,08:09,13:06
5051,6,2,1,2022-12-31,132536.0,132693.6,06:50,14:53
5052,4,10,1,2022-12-31,153520.8,153554.2,06:39,08:25
5053,15,11,5,2022-12-31,151900.4,152042.9,08:12,14:37
5054,3,3,3,2023-01-01,130226.4,130278.8,07:12,10:21
5055,6,10,3,2023-01-01,132693.6,132827.8,08:29,13:28
5056,21,27,10,2023-01-01,141541.8,141742.9,06:36,12:23
5057,9,22,5,2023-01-01,107209.1,107286.0,07:35,12:42
5058,20,11,6,2023-01-01,130970.4,131167.0,06:09,11:47
5059,11,17,5,2023-01-01,120659.6,120698.7,06:45,09:24
5060,12,16,5,2023-01-01,157668.0,157854.5,06:23,11:00
5061,26,33,10,2023-01-01,163127.7,163299.1,08:56,15:01
5062,18,15,5,2023-01-01,119700.3,119760.7,06:02,13:47
5063,2,2,1,2023-01-01,152210.1,152242.2,07:52,09:26
5064,7,5,1,2023-01-01,136875.1,136958.3,07:03,12:17
5065,5,6,1,2023-01-01,131481.1,131619.8,07:37,12:32
5066,27,29,10,2023-01-01,159560.0,159635.7,08:09,11:47
5067,4,9,1,2023-01-01,153554.2,153736.0,06:20,14:10
5068,29,30,7,2023-01-01,144198.4,144266.0,07:40,11:06
5069,23,26,11,2023-01-01,120610.3,120680.3,07:56,11:51
5070,25,34,9,2023-01-01,155912.2,155960.3,07:09,09:56
5071,8,4,2,2023-01-01,144435.1,144546.0,06:13,12:26
5072,1,1,2,2023-01-01,130857.8,130983.4,08:24,15:27
5073,6,6,2,2023-01-02,132827.8,132975.1,08:27,14:50
5074,14,17,6,2023-01-02,106849.2,107018.8,07:58,15:03
5075,26,32,10,2023-01-02,163299.1,163388.8,06:14,10:44
5076,27,33,11,2023-01-02,159635.7,159768.9,07:41,15:10
5077,7,8,1,2023-01-02,136958.3,137067.8,08:02,16:09
5078,2,10,1,2023-01-02,152242.2,152420.8,07:53,13:55
5079,25,29,9,2023-01-02,155960.3,156044.4,06:11,09:08
5080,20,13,6,2023-01-02,131167.0,131288.9,06:47,10:15
5081,11,15,5,2023-01-02,120698.7,120848.5,06:15,13:59
5082,21,31,7,2023-01-02,141742.9,141875.6,07:29,13:35
5083,15,16,5,2023-01-02,152042.9,152223.0,07:34,14:52
5084,12,23,5,2023-01-02,157854.5,158044.7,07:02,15:09
5085,29,35,10,2023-01-02,144266.0,144406.8,08:00,14:04
5086,23,25,8,2023-01-02,120680.3,120768.0,07:33,12:22
5087,4,5,2,2023-01-02,153736.0,153807.1,06:04,14:12
5088,3,9,2,2023-01-02,130278.8,130448.4,08:47,14:50
5089,1,7,3,2023-01-02,130983.4,131122.5,08:48,14:16
5090,9,12,4,2023-01-02,107286.0,107337.7,06:58,09:28
5091,3,9,3,2023-01-03,130448.4,130575.5,06:20,12:56
5092,26,31,8,2023-01-03,163388.8,163512.4,06:09,13:38
5093,23,26,11,2023-01-03,120768.0,120844.0,08:35,11:47
5094,25,30,10,2023-01-03,156044.4,156210.4,07:22,13:09
5095,29,34,10,2023-01-03,144406.8,144453.2,06:08,10:05
5096,8,8,1,2023-01-03,144546.0,144610.9,06:40,09:34
5097,4,6,1,2023-01-03,153807.1,153998.8,07:24,14:55
5098,5,5,1,2023-01-03,131619.8,131722.2,08:24,13:22
5099,1,10,3,2023-01-03,131122.5,131240.6,06:37,11:04
5100,21,32,9,2023-01-03,141875.6,141959.5,08:56,12:28
5101,14,24,5,2023-01-03,107018.8,107077.0,08:41,16:37
5102,9,22,5,2023-01-03,107337.7,107498.2,06:45,13:20
5103,11,20,5,2023-01-03,120848.5,121031.3,07:28,14:21
5104,18,15,5,2023-01-03,119760.7,119869.8,08:36,12:58
5105,20,13,6,2023-01-03,131288.9,131439.2,06:08,11:46
5106,27,27,7,2023-01-03,159768.9,159905.7,06:41,13:12
5107,2,4,2,2023-01-03,152420.8,152451.4,08:01,10:35
5108,6,7,2,2023-01-03,132975.1,133099.5,07:18,15:11
5109,7,2,2,2023-01-03,137067.8,137192.6,08:24,13:24
5110,1,2,2,2023-01-04,131240.6,131362.2,06:45,13:49
5111,6,5,1,2023-01-04,133099.5,133291.0,06:25,13:03
5112,11,19,6,2023-01-04,121031.3,121115.1,08:31,11:25
5113,26,31,8,2023-01-04,163512.4,163675.7,08:00,15:07
5114,8,4,1,2023-01-04,144610.9,144753.0,07:30,14:00
5115,21,35,10,2023-01-04,141959.5,142023.4,07:51,14:43
5116,27,32,10,2023-01-04,159905.7,159943.7,08:46,10:12
5117,23,30,8,2023-01-04,120844.0,121002.3,08:36,14:49
5118,29,26,10,2023-01-04,144453.2,144597.4,06:37,13:52
5119,25,29,9,2023-01-04,156210.4,156344.9,06:35,11:34
5120,2,9,3,2023-01-04,152451.4,152586.0,08:23,15:23
5121,15,16,6,2023-01-04,152223.0,152296.4,07:17,14:46
5122,4,1,2,2023-01-04,153998.8,154092.9,06:12,09:27
5123,20,12,5,2023-01-04,131439.2,131544.5,08:42,13:53
5124,9,13,5,2023-01-04,107498.2,107664.2,08:53,16:09
5125,14,22,4,2023-01-04,107077.0,107120.3,06:13,07:44
5126,12,23,5,2023-01-04,158044.7,158196.0,07:32,14:53
5127,7,10,3,2023-01-04,137192.6,137221.3,08:13,09:38
5128,3,6,2,2023-01-04,130575.5,130697.3,08:11,15:29
5129,20,13,6,2023-01-05,131544.5,131580.7,08:53,10:46
5130,9,19,6,2023-01-05,107664.2,107798.9,08:54,13:42
5131,23,26,10,2023-01-05,121002.3,121074.6,06:17,13:10
5132,3,9,1,2023-01-05,130697.3,130745.7,08:58,14:23
5133,26,29,8,2023-01-05,163675.7,163745.5,07:01,14:14
5134,25,33,11,2023-01-05,156344.9,156378.6,08:10,09:45
5135,29,35,11,2023-01-05,144597.4,144769.1,07:39,15:15
5136,6,1,1,2023-01-05,133291.0,133370.5,08:10,14:32
5137,21,25,9,2023-01-05,142023.4,142078.6,08:23,13:23
5138,8,5,3,2023-01-05,144753.0,144922.9,08:40,13:37
5139,11,15,5,2023-01-05,121115.1,121233.9,07:06,13:00
5140,15,20,5,2023-01-05,152296.4,152384.5,08:44,14:25
5141,27,31,7,2023-01-05,159943.7,159995.1,07:18,10:16
5142,14,24,5,2023-01-05,107120.3,107281.5,06:58,12:45
5143,18,16,4,2023-01-05,119869.8,119909.8,08:02,09:20
5144,7,7,2,2023-01-05,137221.3,137360.1,08:44,13:46
5145,5,10,2,2023-01-05,131722.2,131858.6,07:38,12:24
5146,1,6,2,2023-01-05,131362.2,131510.9,08:25,14:25
5147,4,4,2,2023-01-05,154092.9,154164.9,06:18,09:36
5148,2,8,3,2023-01-05,152586.0,152652.3,07:21,09:34
5149,3,4,3,2023-01-06,130745.7,130864.0,07:49,12:31
5150,6,2,3,2023-01-06,133370.5,133442.6,08:27,12:59
5151,12,14,5,2023-01-06,158196.0,158339.6,06:13,12:17
5152,18,19,5,2023-01-06,119909.8,120033.1,07:56,13:27
5153,9,12,5,2023-01-06,107798.9,107951.5,07:01,14:41
5154,15,22,5,2023-01-06,152384.5,152534.4,08:02,14:19
5155,20,15,6,2023-01-06,131580.7,131694.0,07:53,14:41
5156,2,1,2,2023-01-06,152652.3,152744.1,06:11,12:01
5157,5,10,2,2023-01-06,131858.6,131965.2,06:03,10:23
5158,14,11,6,2023-01-06,107281.5,107339.7,06:14,09:00
5159,25,27,7,2023-01-06,156378.6,156521.1,08:36,14:33
5160,29,29,10,2023-01-06,144769.1,144854.5,06:41,13:44
5161,4,5,1,2023-01-06,154164.9,154308.4,06:42,12:59
5162,26,25,8,2023-01-06,163745.5,163808.0,07:56,11:30
5163,21,30,10,2023-01-06,142078.6,142260.1,06:14,11:45
5164,8,6,1,2023-01-06,144922.9,145008.1,08:54,13:51
5165,1,7,1,2023-01-06,131510.9,131665.3,07:16,14:17
5166,27,35,9,2023-01-06,159995.1,160064.3,06:52,09:56
5167,23,28,11,2023-01-06,121074.6,121150.6,06:17,10:16
5168,29,27,8,2023-01-07,144854.5,145002.2,07:40,15:19
5169,9,17,4,2023-01-07,107951.5,107993.4,07:18,09:23
5170,27,35,7,2023-01-07,160064.3,160138.0,07:15,10:15
5171,20,14,5,2023-01-07,131694.0,131819.4,08:53,15:25
5172,11,16,5,2023-01-07,121233.9,121389.1,07:20,14:49
5173,18,12,6,2023-01-07,120033.1,120073.9,06:43,08:53
5174,14,13,6,2023-01-07,107339.7,107502.4,08:41,13:26
5175,15,19,5,2023-01-07,152534.4,152587.9,07:42,12:28
5176,3,3,2,2023-01-07,130864.0,130986.4,08:47,16:40
5177,21,31,8,2023-01-07,142260.1,142371.1,08:03,13:58
5178,26,34,11,2023-01-07,163808.0,163899.0,08:53,14:05
5179,23,29,9,2023-01-07,121150.6,121205.3,06:50,09:58
5180,6,8,3,2023-01-07,133442.6,133549.1,07:58,15:14
5181,7,1,3,2023-01-07,137360.1,137472.9,08:19,12:13
5182,8,2,2,2023-01-07,145008.1,145090.1,08:16,14:27
5183,4,4,2,2023-01-07,154308.4,154406.7,07:13,15:02
5184,1,10,1,2023-01-07,131665.3,131857.6,06:09,11:48
5185,5,5,1,2023-01-07,131965.2,132075.5,07:45,11:09
5186,25,33,10,2023-01-07,156521.1,156602.3,06:08,12:44
5187,2,9,2,2023-01-07,152744.1,152782.6,06:42,09:19
5188,29,35,9,2023-01-08,145002.2,145062.6,06:00,09:15
5189,6,8,2,2023-01-08,133549.1,133605.5,07:25,13:58
5190,4,10,2,2023-01-08,154406.7,154542.0,06:45,12:41
5191,11,24,5,2023-01-08,121389.1,121565.9,08:30,13:45
5192,5,7,2,2023-01-08,132075.5,132181.9,08:12,13:19
5193,15,22,5,2023-01-08,152587.9,152704.3,08:27,14:34
5194,23,30,8,2023-01-08,121205.3,121382.9,08:55,13:51
5195,8,6,1,2023-01-08,145090.1,145215.2,06:52,11:43
5196,21,33,10,2023-01-08,142371.1,142549.1,06:42,12:19
5197,26,26,10,2023-01-08,163899.0,163972.0,06:15,09:13
5198,27,29,8,2023-01-08,160138.0,160250.0,06:33,13:25
5199,2,5,3,2023-01-08,152782.6,152942.2,08:47,13:27
5200,1,1,1,2023-01-08,131857.6,131971.1,08:29,15:32
5201,25,34,11,2023-01-08,156602.3,156739.5,08:18,12:34
5202,9,12,6,2023-01-08,107993.4,108114.5,07:42,13:50
5203,18,18,5,2023-01-08,120073.9,120137.7,06:56,11:13
5204,14,21,6,2023-01-08,107502.4,107556.3,08:06,10:05
5205,8,1,3,2023-01-09,145215.2,145256.5,07:54,09:22
5206,7,2,3,2023-01-09,137472.9,137535.9,06:50,12:38
5207,26,28,11,2023-01-09,163972.0,164058.8,07:40,10:40
5208,11,23,5,2023-01-09,121565.9,121691.6,06:36,12:47
5209,6,10,1,2023-01-09,133605.5,133711.9,08:12,11:39
5210,27,26,7,2023-01-09,160250.0,160340.4,06:45,13:08
5211,25,35,8,2023-01-09,156739.5,156805.4,06:05,10:00
5212,29,30,8,2023-01-09,145062.6,145191.3,08:18,14:24
5213,21,27,8,2023-01-09,142549.1,142710.3,06:27,13:19
5214,18,21,5,2023-01-09,120137.7,120222.5,08:52,13:58
5215,12,12,5,2023-01-09,158339.6,158430.4,07:38,13:33
5216,3,9,1,2023-01-09,130986.4,131076.1,07:47,13:54
5217,5,5,1,2023-01-09,132181.9,132326.7,07:21,13:05
5218,15,22,4,2023-01-09,152704.3,152745.9,06:00,07:34
5219,2,4,2,2023-01-09,152942.2,153030.3,06:51,14:18
5220,23,33,10,2023-01-09,121382.9,121519.5,06:54,15:05
5221,9,15,6,2023-01-09,108114.5,108212.4,06:47,12:44
5222,1,7,2,2023-01-09,131971.1,132118.1,06:53,13:32
5223,4,3,2,2023-01-09,154542.0,154642.3,07:27,13:19
5224,29,33,8,2023-01-10,145191.3,145277.3,06:36,10:59
5225,23,34,10,2023-01-10,121519.5,121635.6,06:28,11:48
5226,5,1,1,2023-01-10,132326.7,132446.1,06:23,10:17
5227,2,8,2,2023-01-10,153030.3,153082.3,07:16,12:15
5228,21,31,8,2023-01-10,142710.3,142800.0,07:23,14:28
5229,8,2,3,2023-01-10,145256.5,145346.2,06:33,13:18
5230,27,26,9,2023-01-10,160340.4,160396.7,06:23,10:22
5231,25,32,7,2023-01-10,156805.4,156917.5,07:07,13:27
5232,7,6,3,2023-01-10,137535.9,137571.2,06:01,07:32
5233,26,27,10,2023-01-10,164058.8,164094.8,06:20,08:13
5234,9,16,6,2023-01-10,108212.4,108306.7,06:33,10:38
5235,4,9,2,2023-01-10,154642.3,154807.1,06:17,13:45
5236,14,19,4,2023-01-10,107556.3,107605.2,08:26,10:22
5237,15,14,6,2023-01-10,152745.9,152923.2,08:03,14:20
5238,1,3,1,2023-01-10,132118.1,132219.8,06:18,12:55
5239,6,4,1,2023-01-10,133711.9,133864.8,08:36,13:27
5240,12,15,5,2023-01-10,158430.4,158522.2,08:16,14:11
5241,18,22,5,2023-01-10,120222.5,120396.5,08:57,14:56
5242,11,11,5,2023-01-10,121691.6,121859.5,06:22,11:33
5243,3,10,2,2023-01-10,131076.1,131265.9,08:50,13:43
5244,1,4,1,2023-01-11,132219.8,132301.6,07:43,11:36
5245,11,15,6,2023-01-11,121859.5,121919.5,06:25,09:08
5246,15,11,6,2023-01-11,152923.2,153022.3,08:48,15:38
5247,18,20,5,2023-01-11,120396.5,120535.7,07:39,13:13
5248,27,32,7,2023-01-11,160396.7,160475.3,06:33,09:07
5249,29,26,9,2023-01-11,145277.3,145371.6,06:31,10:30
5250,23,34,11,2023-01-11,121635.6,121667.5,08:40,10:12
5251,26,29,11,2023-01-11,164094.8,164234.0,06:41,14:34
5252,21,30,10,2023-01-11,142800.0,142926.6,08:31,16:30
5253,5,3,1,2023-01-11,132446.1,132543.5,07:34,14:29
5254,12,22,5,2023-01-11,158522.2,158612.7,06:46,11:53
5255,20,19,5,2023-01-11,131819.4,131897.2,06:57,14:08
5256,9,12,5,2023-01-11,108306.7,108445.4,07:42,12:47
5257,3,1,3,2023-01-11,131265.9,131334.1,08:14,11:37
5258,4,6,3,2023-01-11,154807.1,154954.2,08:50,14:06
5259,25,31,10,2023-01-11,156917.5,156975.3,07:48,09:34
5260,8,10,2,2023-01-11,145346.2,145447.9,06:41,14:32
5261,7,8,2,2023-01-11,137571.2,137762.4,06:26,13:10
5262,6,9,2,2023-01-11,133864.8,133914.0,08:44,10:56
5263,11,20,6,2023-01-12,121919.5,122017.6,06:58,11:49
5264,25,35,10,2023-01-12,156975.3,157099.9,06:41,11:22
5265,21,32,10,2023-01-12,142926.6,143062.2,06:32,10:06
5266,1,3,1,2023-01-12,132301.6,132362.9,07:47,12:30
5267,5,7,1,2023-01-12,132543.5,132714.4,08:05,14:31
5268,4,1,1,2023-01-12,154954.2,155039.1,08:57,12:46
5269,27,29,11,2023-01-12,160475.3,160529.6,06:12,09:31
5270,26,30,9,2023-01-12,164234.0,164329.7,07:38,13:59
5271,3,8,2,2023-01-12,131334.1,131498.0,07:08,12:01
5272,6,10,3,2023-01-12,133914.0,134052.3,06:20,11:34
5273,7,5,3,2023-01-12,137762.4,137842.8,07:01,09:55
5274,14,15,5,2023-01-12,107605.2,107794.0,08:25,16:02
5275,29,33,8,2023-01-12,145371.6,145475.6,07:50,11:21
5276,18,14,5,2023-01-12,120535.7,120659.1,06:09,12:33
5277,23,34,7,2023-01-12,121667.5,121783.4,06:25,10:30
5278,2,6,2,2023-01-12,153082.3,153116.5,06:31,08:06
5279,8,2,2,2023-01-12,145447.9,145570.1,08:43,14:28
5280,15,22,6,2023-01-12,153022.3,153192.3,06:40,14:40
5281,12,19,5,2023-01-12,158612.7,158786.6,07:07,14:18
5282,21,31,9,2023-01-13,143062.2,143127.9,07:17,10:34
5283,6,9,3,2023-01-13,134052.3,134217.1,07:21,15:09
5284,9,12,6,2023-01-13,108445.4,108498.9,07:46,09:38
5285,25,26,11,2023-01-13,157099.9,157172.6,06:33,10:48
5286,5,10,1,2023-01-13,132714.4,132787.8,07:17,12:09
5287,8,3,1,2023-01-13,145570.1,145629.1,07:07,12:43
5288,7,8,3,2023-01-13,137842.8,137868.2,06:06,08:16
5289,14,18,4,2023-01-13,107794.0,107821.5,08:36,10:47
5290,26,30,8,2023-01-13,164329.7,164412.5,07:48,14:50
5291,23,34,8,2023-01-13,121783.4,121927.8,06:19,14:23
5292,3,1,2,2023-01-13,131498.0,131669.7,08:18,13:25
5293,4,7,2,2023-01-13,155039.1,155206.7,07:36,14:32
5294,2,2,2,2023-01-13,153116.5,153208.0,06:03,10:41
5295,15,16,5,2023-01-13,153192.3,153278.9,08:34,14:09
5296,20,21,5,2023-01-13,131897.2,131984.4,08:49,16:54
5297,12,22,6,2023-01-13,158786.6,158926.1,08:35,13:45
5298,29,25,7,2023-01-13,145475.6,145527.3,07:53,12:14
5299,27,27,10,2023-01-13,160529.6,160571.4,08:00,09:34
5300,11,17,5,2023-01-13,122017.6,122108.4,06:55,11:47
5301,11,16,4,2023-01-14,122108.4,122144.0,08:24,10:23
5302,4,5,3,2023-01-14,155206.7,155263.8,08:26,15:03
5303,27,35,8,2023-01-14,160571.4,160605.2,08:48,10:12
5304,21,26,8,2023-01-14,143127.9,143193.1,06:10,12:05
5305,26,31,8,2023-01-14,164412.5,164492.2,07:38,15:09
5306,25,25,9,2023-01-14,157172.6,157238.1,06:24,09:52
5307,23,29,11,2023-01-14,121927.8,122022.7,06:46,11:01
5308,6,7,3,2023-01-14,134217.1,134288.3,06:55,09:36
5309,29,27,10,2023-01-14,145527.3,145602.4,07:36,10:42
5310,3,3,1,2023-01-14,131669.7,131747.5,07:06,11:14
5311,2,9,1,2023-01-14,153208.0,153348.5,07:36,12:13
5312,7,1,2,2023-01-14,137868.2,137965.4,06:35,11:36
5313,15,23,6,2023-01-14,153278.9,153405.8,07:37,12:07
5314,8,8,2,2023-01-14,145629.1,145719.6,07:42,12:26
5315,5,10,2,2023-01-14,132787.8,132945.0,07:57,13:59
5316,12,20,5,2023-01-14,158926.1,159060.1,06:01,11:21
5317,18,18,5,2023-01-14,120659.1,120840.5,08:10,14:53
5318,14,24,5,2023-01-14,107821.5,107891.2,06:08,13:03
5319,1,6,2,2023-01-14,132362.9,132444.2,08:57,13:54
5320,9,19,5,2023-01-14,108498.9,108554.8,06:31,09:14
5321,4,8,2,2023-01-15,155263.8,155429.7,07:07,13:38
5322,26,25,7,2023-01-15,164492.2,164555.8,07:30,11:32
5323,20,17,5,2023-01-15,131984.4,132117.9,07:25,12:14
5324,21,27,9,2023-01-15,143193.1,143247.9,08:31,11:15
5325,11,24,5,2023-01-15,122144.0,122335.1,08:40,16:44
5326,12,21,5,2023-01-15,159060.1,159145.3,08:47,15:03
5327,25,34,11,2023-01-15,157238.1,157313.8,07:51,13:49
5328,1,9,1,2023-01-15,132444.2,132531.4,08:45,13:41
5329,7,4,1,2023-01-15,137965.4,138011.6,06:16,08:51
5330,8,6,1,2023-01-15,145719.6,145873.2,06:43,12:02
5331,29,32,8,2023-01-15,145602.4,145678.6,08:40,14:23
5332,14,16,6,2023-01-15,107891.2,107958.9,06:05,11:58
5333,2,7,2,2023-01-15,153348.5,153407.9,08:21,10:59
5334,5,10,2,2023-01-15,132945.0,133018.0,07:31,12:16
5335,3,2,2,2023-01-15,131747.5,131825.0,08:33,16:33
5336,18,14,4,2023-01-15,120840.5,120870.8,07:33,09:05
5337,27,29,8,2023-01-15,160605.2,160766.9,08:54,15:34
5338,6,3,3,2023-01-15,134288.3,134416.6,08:31,15:34
5339,23,35,10,2023-01-15,122022.7,122184.2,08:09,15:04
5340,1,9,1,2023-01-16,132531.4,132690.3,08:28,15:23
5341,8,8,2,2023-01-16,145873.2,145979.8,06:12,12:52
5342,23,33,11,2023-01-16,122184.2,122246.4,08:10,14:06
5343,7,6,3,2023-01-16,138011.6,138044.2,08:49,10:20
5344,14,20,5,2023-01-16,107958.9,108072.2,06:34,14:06
5345,9,18,5,2023-01-16,108554.8,108660.7,07:38,13:25
5346,18,13,5,2023-01-16,120870.8,121016.8,08:40,14:17
5347,29,32,8,2023-01-16,145678.6,145794.6,08:57,13:24
5348,4,7,2,2023-01-16,155429.7,155604.0,06:43,12:21
5349,3,5,1,2023-01-16,131825.0,131925.0,08:45,13:00
5350,6,10,2,2023-01-16,134416.6,134493.3,07:29,11:44
5351,27,30,9,2023-01-16,160766.9,160855.4,07:16,10:42
5352,5,3,3,2023-01-16,133018.0,133080.2,06:53,13:22
5353,26,26,7,2023-01-16,164555.8,164615.0,06:31,09:50
5354,12,12,6,2023-01-16,159145.3,159218.2,08:41,11:29
5355,25,31,8,2023-01-16,157313.8,157382.8,08:45,15:24
5356,20,22,4,2023-01-16,132117.9,132148.8,08:25,09:44
5357,15,21,6,2023-01-16,153405.8,153474.7,08:32,13:53
5358,21,27,10,2023-01-16,143247.9,143367.0,06:50,14:37
5359,26,34,10,2023-01-17,164615.0,164682.2,07:01,09:32
5360,27,27,8,2023-01-17,160855.4,160925.6,08:47,13:28
5361,18,12,4,2023-01-17,121016.8,121069.8,06:02,07:55
5362,23,35,10,2023-01-17,122246.4,122394.2,07:21,12:34
5363,21,33,10,2023-01-17,143367.0,143516.7,08:55,16:00
5364,3,10,2,2023-01-17,131925.0,132066.2,06:06,12:24
5365,4,8,2,2023-01-17,155604.0,155706.6,07:24,15:14
5366,25,26,9,2023-01-17,157382.8,157504.1,07:31,12:13
5367,29,32,8,2023-01-17,145794.6,145961.0,06:13,13:02
5368,2,3,3,2023-01-17,153407.9,153456.7,06:25,10:51
5369,8,7,1,2023-01-17,145979.8,146070.5,07:11,11:17
5370,5,2,1,2023-01-17,133080.2,133165.8,08:50,14:09
5371,1,6,2,2023-01-17,132690.3,132798.3,07:55,12:35
5372,6,5,1,2023-01-17,134493.3,134574.8,06:23,11:37
5373,20,24,6,2023-01-17,132148.8,132282.8,07:30,14:17
5374,15,13,5,2023-01-17,153474.7,153531.4,06:57,11:46
5375,9,22,5,2023-01-17,108660.7,108773.9,08:46,14:16
5376,11,19,5,2023-01-17,122335.1,122515.9,08:46,14:17
5377,7,1,3,2023-01-17,138044.2,138230.3,08:26,16:32
5378,14,14,6,2023-01-17,108072.2,108140.5,08:32,13:06
5379,12,11,5,2023-01-17,159218.2,159276.8,08:47,12:08
5380,25,33,9,2023-01-18,157504.1,157568.0,08:54,11:50
5381,4,2,1,2023-01-18,155706.6,155802.9,08:24,14:50
5382,8,10,1,2023-01-18,146070.5,146227.7,07:13,14:05
5383,29,29,11,2023-01-18,145961.0,146073.0,07:22,10:37
5384,21,25,10,2023-01-18,143516.7,143671.9,07:15,14:53
5385,14,21,6,2023-01-18,108140.5,108292.0,08:10,12:58
5386,3,7,3,2023-01-18,132066.2,132235.8,08:52,14:50
5387,18,13,5,2023-01-18,121069.8,121190.6,06:30,13:26
5388,20,19,5,2023-01-18,132282.8,132358.0,07:04,12:14
5389,12,18,5,2023-01-18,159276.8,159451.0,07:13,15:09
5390,11,15,6,2023-01-18,122515.9,122557.0,07:51,10:01
5391,6,4,2,2023-01-18,134574.8,134744.5,08:45,14:09
5392,9,22,5,2023-01-18,108773.9,108860.9,07:46,11:37
5393,26,34,8,2023-01-18,164682.2,164776.9,06:05,09:37
5394,7,1,2,2023-01-18,138230.3,138317.7,06:34,13:03
5395,5,9,2,2023-01-18,133165.8,133218.6,06:56,09:50
5396,23,28,10,2023-01-18,122394.2,122497.0,08:52,12:24
5397,27,26,7,2023-01-18,160925.6,161030.8,06:48,11:52
5398,8,8,1,2023-01-19,146227.7,146391.5,08:38,16:34
5399,15,24,5,2023-01-19,153531.4,153641.1,08:03,15:19
5400,14,13,5,2023-01-19,108292.0,108332.8,06:58,09:44
5401,26,25,7,2023-01-19,164776.9,164824.2,06:38,09:09
5402,18,14,5,2023-01-19,121190.6,121336.3,08:06,14:24
5403,12,23,6,2023-01-19,159451.0,159586.4,06:08,12:45
5404,2,3,3,2023-01-19,153456.7,153588.1,06:16,12:53
5405,7,5,3,2023-01-19,138317.7,138370.8,06:03,09:44
5406,5,4,2,2023-01-19,133218.6,133302.3,07:44,15:43
5407,1,6,2,2023-01-19,132798.3,132887.3,06:40,14:04
5408,4,10,2,2023-01-19,155802.9,155856.5,06:29,11:16
5409,11,21,5,2023-01-19,122557.0,122723.6,08:26,14:09
5410,3,2,1,2023-01-19,132235.8,132288.9,06:32,10:11
5411,6,7,1,2023-01-19,134744.5,134883.6,07:07,14:10
5412,27,28,8,2023-01-19,161030.8,161130.2,06:24,12:35
5413,29,35,9,2023-01-19,146073.0,146199.3,06:01,10:00
5414,23,26,11,2023-01-19,122497.0,122600.3,08:11,12:48
5415,21,30,10,2023-01-19,143671.9,143822.3,08:09,14:07
5416,25,27,8,2023-01-19,157568.0,157635.6,08:17,13:09
5417,20,19,4,2023-01-19,132358.0,132395.5,07:45,09:48
5418,11,19,6,2023-01-20,122723.6,122896.9,08:12,14:29
5419,29,34,10,2023-01-20,146199.3,146397.9,07:16,14:45
5420,3,5,1,2023-01-20,132288.9,132389.0,07:41,11:01
5421,7,7,1,2023-01-20,138370.8,138518.9,08:20,15:46
5422,4,3,2,2023-01-20,155856.5,155917.0,06:58,09:20
5423,1,6,2,2023-01-20,132887.3,132972.1,08:05,15:16
5424,26,30,11,2023-01-20,164824.2,164942.4,08:49,15:18
5425,27,25,9,2023-01-20,161130.2,161243.9,08:57,13:01
5426,15,11,6,2023-01-20,153641.1,153723.8,08:06,11:51
5427,5,8,2,2023-01-20,133302.3,133378.5,06:58,15:07
5428,8,9,2,2023-01-20,146391.5,146535.6,08:13,16:14
5429,21,27,10,2023-01-20,143822.3,143925.7,08:32,13:27
5430,23,28,8,2023-01-20,122600.3,122772.1,07:30,12:20
5431,2,1,3,2023-01-20,153588.1,153654.4,06:23,11:44
5432,6,10,3,2023-01-20,134883.6,135000.3,07:30,13:02
5433,14,24,5,2023-01-20,108332.8,108498.8,06:08,11:37
5434,12,22,5,2023-01-20,159586.4,159718.6,07:09,15:04
5435,9,16,5,2023-01-20,108860.9,109014.8,08:42,14:54
5436,25,31,8,2023-01-20,157635.6,157721.0,07:23,14:12
5437,12,11,5,2023-01-21,159718.6,159750.0,08:35,10:18
