viaje_id,pedido_id,orden_parada,hora_entrega_real
1079,160766,2,08:42
1079,149034,3,09:13
1079,141077,4,10:09
1080,161192,1,08:44
1080,114581,2,08:56
1080,153873,3,09:36
1080,161916,4,09:59
1080,139013,5,10:46
1080,166789,6,11:14
1080,165922,7,11:42
1081,46603,1,09:15
1081,64703,2,09:47
1081,4552,3,10:39
1081,7141,4,10:47
1081,31459,5,11:33
1081,57906,6,12:04
1081,13485,7,12:25
1081,17260,8,13:09
1081,36869,9,13:57
1081,6133,10,14:01
1081,28440,11,14:34
1081,37768,12,15:11
1082,152623,1,07:58
1082,123178,2,08:36
1082,129252,3,09:30
1082,139971,4,10:00
1082,124334,5,10:14
1082,141625,6,11:10
1082,130697,7,11:38
1082,157587,8,12:26
1082,170013,9,12:46
1083,138689,1,08:46
1083,152270,2,09:26
1083,151141,3,09:40
1083,159066,4,10:35
1083,135741,5,11:25
1083,169505,6,11:55
1083,147095,7,12:40
1083,127634,8,13:33
1084,135904,1,08:25
1084,143127,2,09:05
1084,166312,3,09:44
1084,121042,4,10:27
1084,119959,5,11:10
1085,113267,1,09:28
1085,111107,2,10:02
1086,59912,1,07:26
1086,23845,2,07:38
1086,53295,3,08:25
1086,15014,4,09:13
1086,19353,5,09:43
1086,32238,6,10:29
1086,5172,7,10:42
1086,51769,8,11:44
1086,48506,9,12:08
1086,44167,10,12:33
1086,45637,11,13:25
1086,29760,12,14:03
1087,96679,1,08:28
1087,72739,2,08:51
1087,101378,3,08:59
1087,72272,4,09:19
1087,102907,5,10:11
1087,71098,6,10:13
1087,106833,7,10:48
1087,74862,8,11:36
1087,71914,9,11:35
1087,91086,10,12:19
1087,66515,11,12:36
1087,67473,12,13:13
1088,61063,1,08:09
1088,8624,2,08:36
1088,45305,3,09:32
1088,27178,4,10:05
1088,35880,5,10:57
1088,8745,6,11:26
1088,12608,7,11:59
1089,40272,1,08:40
1089,49982,2,09:11
1089,33788,3,09:52
1089,66061,4,10:19
1089,55461,5,10:38
1089,41451,6,11:30
1089,37443,7,12:05
1089,52563,8,12:09
1089,57716,9,13:12
1089,13,10,13:36
1089,59748,11,13:56
1089,2495,12,14:40
1090,3468,1,06:38
1090,52217,2,07:19
1090,11498,3,07:31
1090,44690,4,08:07
1090,61167,5,08:20
1090,49440,6,08:55
1090,58888,7,09:20
1090,30434,8,10:15
1091,166313,1,09:23
1091,125004,2,09:53
1091,119783,3,10:11
1091,150012,4,10:36
1091,118610,5,10:56
1091,144261,6,11:24
1091,138384,7,12:04
1091,156439,8,12:12
1091,136245,9,12:56
1091,121490,10,13:04
1092,49577,1,08:53
1092,50592,2,09:47
1093,6714,1,09:36
1093,52732,2,09:51
1093,43821,3,10:15
1093,25682,4,10:17
1093,53820,5,11:01
1093,27581,6,11:15
1093,2248,7,11:46
1093,59106,8,11:56
1093,38779,9,12:20
1093,34380,10,12:41
1093,14498,11,13:16
1093,18860,12,13:30
1094,166790,1,07:45
1094,122248,2,08:43
1094,116348,3,09:23
1095,167385,1,09:49
1095,131035,2,10:00
1095,161020,3,10:24
1095,162946,4,10:57
1095,149696,5,11:53
1095,170014,6,12:01
1095,122563,7,12:59
1095,168901,8,13:28
1095,132396,9,13:50
1095,138874,10,14:20
1095,115324,11,15:11
1095,148548,12,15:53
1096,168335,1,09:45
1096,171411,2,10:43
1096,134135,3,11:28
1097,97079,1,08:32
1097,107681,2,09:11
1097,90831,3,09:21
1097,67966,4,10:09
1097,87551,5,10:53
1097,68397,6,11:03
1097,79545,7,11:48
1097,79410,8,12:17
1098,110257,1,07:04
1098,81856,2,07:55
1098,107974,3,08:41
1098,91399,4,09:03
1098,99038,5,09:33
1098,76906,6,10:25
1098,90133,7,11:17
1098,105861,8,11:35
1098,106188,9,12:23
1098,91506,10,12:46
1099,78216,1,07:14
1099,99467,2,07:50
1099,112725,3,08:14
1099,73404,4,08:57
1099,96028,5,09:41
1099,79812,6,10:10
1099,78725,7,10:50
1099,77472,8,11:25
1099,70158,9,11:45
1099,109742,10,12:31
1099,86095,11,13:03
1099,103963,12,13:30
1100,158497,1,07:36
1100,157262,2,08:26
1100,155585,3,09:35
1100,150735,4,10:21
1100,130015,5,11:11
1101,124647,1,07:35
1101,152930,2,08:13
1101,163107,3,08:54
1101,118067,4,09:21
1101,153132,5,09:56
1101,163317,6,10:00
1101,138006,7,10:28
1101,171055,8,11:30
1101,132734,9,11:40
1101,169416,10,12:04
1102,92647,1,09:05
1103,22895,1,09:30
1103,1622,2,09:47
1103,41452,3,10:40
1103,58255,4,10:43
1103,18037,5,11:14
1103,36185,6,12:17
1103,58465,7,12:46
1103,3153,8,13:16
1103,42379,9,13:43
1103,26121,10,14:06
1104,24862,1,09:28
1104,14170,2,10:08
1104,24194,3,10:40
1104,62924,4,11:11
1104,26816,5,12:13
1104,55985,6,12:59
1104,62640,7,13:09
1104,17261,8,13:53
1104,36870,9,14:56
1104,23196,10,15:21
1104,30307,11,15:43
1104,2796,12,16:35
1105,43432,1,08:50
1105,3925,2,09:47
1106,141771,1,07:41
1106,167207,2,08:34
1106,157896,3,08:50
1106,146242,4,09:23
1106,124823,5,09:30
1106,133422,6,10:22
1106,125128,7,10:29
1106,116104,8,11:21
1106,121891,9,11:47
1106,134746,10,11:56
1106,120116,11,12:26
1106,126115,12,13:09
1107,64277,1,08:54
1107,35682,2,09:41
1107,36749,3,10:13
1107,9870,4,10:44
1107,764,5,10:57
1107,48174,6,11:32
1107,45638,7,12:05
1107,50240,8,12:27
1107,24714,9,13:12
1107,45007,10,13:31
1107,320,11,13:59
1107,32708,12,14:38
1108,70296,1,07:52
1108,106315,2,08:43
1109,118509,1,06:48
1109,139286,2,07:11
1109,143128,3,07:42
1109,144262,4,08:13
1109,153710,5,08:38
1109,127745,6,09:12
1110,135494,1,09:22
1110,133097,2,09:46
1110,148549,3,10:20
1110,125670,4,10:48
1110,129253,5,11:34
1110,148087,6,11:33
1110,155407,7,12:06
1110,116913,8,12:31
1110,124335,9,13:24
1110,124122,10,13:47
1110,154861,11,14:07
1111,15138,1,08:15
1111,19097,2,09:24
1111,5708,3,09:48
1111,60237,4,10:25
1111,47427,5,11:15
1111,11653,6,12:09
1111,26420,7,12:44
1112,133594,1,07:29
1112,162046,2,08:12
1112,170940,3,08:38
1112,147536,4,09:03
1112,167600,5,09:26
1112,117643,6,09:46
1112,125941,7,10:35
1113,164429,1,07:52
1113,131843,2,08:45
1113,114943,3,09:32
1114,119648,1,08:40
1114,165923,2,09:44
1114,172137,3,10:37
1115,112901,1,08:45
1115,88668,2,08:57
1115,102246,3,09:26
1115,82451,4,09:51
1115,80261,5,10:25
1115,96680,6,11:09
1115,108461,7,11:37
1116,99584,1,07:54
1116,72440,2,08:14
1116,69705,3,08:23
1116,104966,4,08:46
1116,101956,5,09:09
1116,68961,6,09:35
1116,80521,7,10:02
1116,96453,8,10:44
1116,74863,9,10:53
1116,82309,10,11:12
1116,67474,11,11:58
1116,99775,12,12:29
1117,75346,1,06:51
1117,68789,2,07:45
1117,93585,3,08:12
1117,99948,4,08:21
1117,100432,5,09:05
1117,73830,6,09:14
1117,108159,7,09:38
1117,75926,8,10:20
1117,77883,9,10:55
1117,66735,10,11:10
1117,73169,11,11:56
1117,104538,12,12:11
1118,40719,1,09:45
1119,153509,1,08:44
1120,70030,1,08:13
1120,111751,2,08:51
1120,100057,3,08:53
1120,74864,4,09:17
1120,85067,5,10:01
1120,109132,6,10:26
1120,70900,7,10:57
1120,66516,8,10:58
1120,102654,9,11:41
1120,86096,10,12:09
1120,94289,11,12:44
1121,36871,1,06:53
1121,602,2,07:02
1121,911,3,07:41
1121,1470,4,08:17
1121,33190,5,09:19
1121,23197,6,09:45
1121,57137,7,10:18
1121,28781,8,11:05
1121,39797,9,11:22
1121,62159,10,12:23
1121,60737,11,13:06
1121,25683,12,13:24
1122,34381,1,08:25
1122,10852,2,08:44
1122,5019,3,09:58
1122,6134,4,10:17
1123,28947,1,08:27
1123,35791,2,08:58
1123,33014,3,09:41
1123,35994,4,10:15
1123,22195,5,10:38
1123,34953,6,11:24
1123,49135,7,11:54
1123,16803,8,12:33
1123,29761,9,13:05
1123,64923,10,13:32
1123,39000,11,14:14
1123,51578,12,14:50
1124,80938,1,09:33
1124,87780,2,10:17
1124,71628,3,10:34
1124,67204,4,11:16
1124,113064,5,12:06
1124,68513,6,12:49
1124,108820,7,13:10
1124,71915,8,13:32
1124,77473,9,14:17
1124,84768,10,15:14
1124,87028,11,15:24
1124,83853,12,16:19
1125,156440,1,07:48
1125,140485,2,08:17
1125,130541,3,09:00
1125,123619,4,09:34
1125,154491,5,09:56
1125,135905,6,10:16
1126,161459,1,08:01
1126,163781,2,08:38
1126,162376,3,09:36
1127,141078,1,08:33
1127,151836,2,08:47
1127,155302,3,09:10
1127,150377,4,09:49
1127,162777,5,10:35
1127,150736,6,11:13
1128,124336,1,08:48
1128,130698,2,09:03
1128,119102,3,09:46
1128,142336,4,10:23
1128,147248,5,10:59
1128,140764,6,11:53
1128,160628,7,12:34
1128,155188,8,12:46
1129,49035,1,06:58
1129,21392,2,07:38
1129,15139,3,08:00
1129,56885,4,08:35
1130,159067,1,08:30
1130,142475,2,08:58
1130,170702,3,09:06
1130,134423,4,09:54
1130,116240,5,10:24
1130,142701,6,10:59
1130,137609,7,11:08
1130,115943,8,11:52
1130,159693,9,12:21
1130,164430,10,12:40
1130,165389,11,13:33
1130,153276,12,13:37
1131,88964,1,07:09
1131,89404,2,07:46
1131,90832,3,08:22
1131,86584,4,09:12
1131,92940,5,09:51
1131,75927,6,09:58
1131,100832,7,10:36
1131,87424,8,11:25
1132,22063,1,09:08
1132,16682,2,10:03
1132,37994,3,10:21
1132,57907,4,10:56
1132,50920,5,11:51
1132,61651,6,12:07
1132,61504,7,13:11
1132,50593,8,13:47
1132,6715,9,14:25
1132,43822,10,14:49
1132,11858,11,15:34
1133,123365,1,07:17
1133,143690,2,07:37
1133,134639,3,08:31
1133,116349,4,08:56
1133,165924,5,09:22
1134,107682,1,07:23
1134,93400,2,07:36
1134,88965,3,08:15
1134,96190,4,09:18
1134,95351,5,09:42
1135,91817,1,09:41
1135,77084,2,10:27
1136,149371,1,07:41
1136,121043,2,08:47
1136,166314,3,09:38
1136,138385,4,10:26
1137,102908,1,09:14
1137,103964,2,09:51
1137,67334,3,10:15
1137,111108,4,10:45
1137,100965,5,11:15
1137,95107,6,11:33
1137,71099,7,12:15
1137,74084,8,12:32
1137,81535,9,12:37
1137,98146,10,13:35
1137,70759,11,13:32
1137,78334,12,14:28
1138,25197,1,08:44
1138,33508,2,09:11
1138,21800,3,09:51
1138,40942,4,10:31
1138,30199,5,10:52
1138,1291,6,11:47
1138,12996,7,12:17
1139,48803,1,07:58
1139,48175,2,08:15
1139,51247,3,09:19
1139,52218,4,09:22
1139,2022,5,09:57
1139,40273,6,10:47
1139,44691,7,11:11
1140,150737,1,07:47
1140,156796,2,08:27
1140,135324,3,08:57
1140,147537,4,09:32
1140,149234,5,10:12
1141,133098,1,08:58
1141,170015,2,09:27
1141,152624,3,09:41
1141,145900,4,10:25
1141,134136,5,10:51
1141,126570,6,11:36
1141,131036,7,12:09
1141,165580,8,12:10
1141,114498,9,12:42
1141,161668,10,13:19
1142,107444,1,08:45
1142,102247,2,09:19
1142,96681,3,10:00
1142,99039,4,10:23
1142,85729,5,10:59
1142,110066,6,11:58
1143,118068,1,06:45
1143,151710,2,07:15
1143,164234,3,07:25
1143,139114,4,08:02
1143,158369,5,08:12
1143,122848,6,08:56
1143,140300,7,09:15
1143,171755,8,09:42
1143,157897,9,09:44
1144,55784,1,09:18
1144,18378,2,09:51
1144,7257,3,10:31
1144,28677,4,11:09
1144,63726,5,11:26
1144,3154,6,11:51
1144,27994,7,12:14
1144,62520,8,12:55
1144,29762,9,13:22
1144,16462,10,14:17
1144,5173,11,14:46
1144,33789,12,14:55
1145,169506,1,06:56
1145,128093,2,07:06
1145,121892,3,08:00
1145,163318,4,08:34
1145,152271,5,08:52
1146,148550,1,07:13
1146,169090,2,08:06
1146,148088,3,08:20
1146,129254,4,08:56
1146,115325,5,09:23
1146,167386,6,09:52
1146,116684,7,10:19
1146,119103,8,10:38
1146,123179,9,11:09
1146,163622,10,12:01
1146,171412,11,12:22
1147,145185,1,06:37
1147,118611,2,07:26
1147,143129,3,07:51
1147,156441,4,08:34
1147,121491,5,08:38
1147,144263,6,09:12
1147,127746,7,09:36
1147,150013,8,10:12
1148,66736,1,06:34
1148,90641,2,07:33
1148,83378,3,07:53
1148,73612,4,08:52
1148,73170,5,09:13
1148,107683,6,09:45
1148,104539,7,10:38
1148,74703,8,11:07
1149,104268,1,08:37
1149,84285,2,09:12
1149,83252,3,09:25
1149,67475,4,09:55
1149,86323,5,10:18
1149,107975,6,10:59
1149,112726,7,11:03
1149,80939,8,11:59
1149,98576,9,12:27
1149,88669,10,12:33
1149,75740,11,13:16
1149,84382,12,13:34
1150,12609,1,09:35
1150,26421,2,10:29
1150,32017,3,10:57
1150,37532,4,11:59
1151,122249,1,06:47
1151,125417,2,07:41
1152,133595,1,08:13
1152,128524,2,09:12
1152,155586,3,09:29
1152,149035,4,10:29
1152,115507,5,11:00
1153,15535,1,07:45
1153,13486,2,08:18
1153,47263,3,09:08
1153,34382,4,09:37
1154,3926,1,09:19
1154,51022,2,09:37
1154,53821,3,10:15
1154,17262,4,10:46
1154,21953,5,10:56
1154,36872,6,11:14
1154,54046,7,11:41
1154,54686,8,12:05
1154,49578,9,12:37
1154,31103,10,12:36
1154,9261,11,13:28
1154,53684,12,13:41
1155,19354,1,08:50
1155,20958,2,09:20
1155,66062,3,09:29
1155,16293,4,09:51
1155,45639,5,10:40
1155,58466,6,11:15
1155,7009,7,11:51
1155,59385,8,11:51
1155,6540,9,12:30
1155,3469,10,13:18
1155,59749,11,13:49
1155,16132,12,14:11
1156,41453,1,08:08
1156,47755,2,09:05
1157,103069,1,09:02
1157,74465,2,09:39
1157,72273,3,10:17
1157,92063,4,10:26
1157,113419,5,10:52
1157,80522,6,11:48
1157,79813,7,12:20
1157,104967,8,12:19
1158,158498,1,09:19
1158,162047,2,10:22
1158,141079,3,10:56
1158,147538,4,11:20
1159,144011,1,09:08
1159,120717,2,09:25
1159,148551,3,09:58
1159,114751,4,10:40
1159,169667,5,11:01
1159,148089,6,11:15
1159,158660,7,12:01
1160,119960,1,08:54
1160,166315,2,09:32
1161,131037,1,08:32
1161,139662,2,09:12
1161,156885,3,09:34
1161,124337,4,09:39
1161,152625,5,10:06
1161,135495,6,10:57
1161,137110,7,11:19
1161,154862,8,11:40
1161,157588,9,11:48
1161,117175,10,12:18
1161,132397,11,13:00
1161,130699,12,13:36
1162,146971,1,07:20
1162,138690,2,08:03
1162,136777,3,08:29
1162,151497,4,08:48
1162,138008,5,09:13
1162,116777,6,09:41
1162,132735,7,10:22
1162,117931,8,10:59
1162,134517,9,11:06
1162,124648,10,11:55
1162,147096,11,12:02
1163,45008,1,09:02
1163,52564,2,09:25
1163,4240,3,10:02
1163,40274,4,10:41
1163,59913,5,10:52
1163,44523,6,11:58
1163,29763,7,11:58
1163,28948,8,13:00
1163,51248,9,13:33
1163,51770,10,14:04
1163,58889,11,14:34
1163,23082,12,14:56
1164,2496,1,08:13
1164,57717,2,08:48
1165,76695,1,06:47
1165,87552,2,07:15
1165,75928,3,07:48
1165,70297,4,08:34
1165,109241,5,09:12
1165,100433,6,09:20
1165,104426,7,10:05
1166,12478,1,09:21
1166,28441,2,09:29
1166,25684,3,10:05
1166,2249,4,10:44
1166,37995,5,11:15
1166,34383,6,11:42
1166,13193,7,12:03
1166,14171,8,12:59
1167,87029,1,06:30
1167,100966,2,07:19
1167,91507,3,07:58
1167,78726,4,08:19
1167,68206,5,08:55
1167,102248,6,09:13
1167,101957,7,09:39
1167,94064,8,10:06
1168,166791,1,08:45
1169,113589,1,08:02
1169,93293,2,08:32
1169,106429,3,09:23
1169,106834,4,10:07
1169,108250,5,10:33
1169,100058,6,11:31
1169,109419,7,11:54
1169,113771,8,12:43
1169,68514,9,13:18
1169,108462,10,13:42
1169,96029,11,14:32
1169,96682,12,14:54
1170,27179,1,09:43
1170,38305,2,10:23
1170,47428,3,10:37
1170,37295,4,11:27
1170,60238,5,11:51
1170,8746,6,12:35
1171,40720,1,08:27
1171,52219,2,09:19
1171,58467,3,10:03
1171,16463,4,10:21
1171,33790,5,11:07
1171,32709,6,11:11
1171,5174,7,12:06
1171,44168,8,12:52
1171,36187,9,12:56
1171,50241,10,13:43
1171,57342,11,14:01
1171,20202,12,14:46
1172,163319,1,09:26
1172,120117,2,09:57
1172,164431,3,10:21
1172,167208,4,10:33
1172,118069,5,11:13
1172,160345,6,11:52
1172,142476,7,12:30
1172,162377,8,12:40
1172,120338,9,13:21
1172,135742,10,13:52
1172,124824,11,14:17
1172,146630,12,14:59
1173,96683,1,09:31
1173,110258,2,09:57
1173,71100,3,10:37
1173,112902,4,11:28
1173,73405,5,11:45
1173,80262,6,12:41
1173,103965,7,13:11
1173,109420,8,13:37
1173,107086,9,14:23
1173,68962,10,15:08
1173,72740,11,15:42
1173,85730,12,16:01
1174,117828,1,09:39
1174,171056,2,10:00
1174,159068,3,10:55
1174,123988,4,11:40
1175,32890,1,07:17
1175,38513,2,07:43
1175,22896,3,08:30
1175,16804,4,08:42
1175,49325,5,08:58
1175,18379,6,09:17
1175,24101,7,10:05
1175,45640,8,10:39
1175,9872,9,10:34
1175,3155,10,11:32
1175,2925,11,11:26
1176,99040,1,08:15
1176,76907,2,08:53
1176,81772,3,09:09
1176,87286,4,10:00
1176,89966,5,10:20
1176,111752,6,10:49
1177,117644,1,08:17
1177,150738,2,08:56
1177,160767,3,09:48
1177,147539,4,10:38
1177,141080,5,11:24
1177,133596,6,11:56
1178,46604,1,07:17
1178,6135,2,07:51
1178,18861,3,08:15
1178,19189,4,08:27
1178,6716,5,09:10
1178,52733,6,09:42
1178,4637,7,09:56
1178,59107,8,10:31
1178,62925,9,10:44
1178,14500,10,11:19
1178,17263,11,11:58
1178,31460,12,12:23
1179,116350,1,08:55
1179,140105,2,08:57
1179,126852,3,09:43
1179,161193,4,10:03
1179,161917,5,11:04
1180,92648,1,07:11
1181,24863,1,08:26
1181,50594,2,08:51
1181,62160,3,09:37
1181,26682,4,09:59
1181,912,5,10:32
1182,124123,1,06:59
1182,122564,2,07:26
1182,149532,3,08:10
1182,170016,4,08:49
1182,126571,5,09:50
1182,132398,6,10:14
1182,134137,7,11:12
1183,45306,1,08:53
1183,65540,2,09:37
1183,39427,3,10:25
1183,56886,4,11:13
1183,10221,5,11:56
1184,89405,1,07:14
1184,90833,2,08:00
1184,76284,3,08:12
1184,88966,4,08:55
1184,66737,5,09:27
1184,97080,6,10:26
1184,93586,7,10:51
1185,121492,1,08:49
1185,119784,2,09:45
1185,121044,3,10:12
1185,143130,4,11:17
1185,139287,5,11:28
1185,137709,6,12:12
1186,119104,1,06:58
1186,165581,2,07:19
1186,131038,3,07:43
1186,129255,4,08:22
1186,162947,5,08:43
1186,133099,6,09:27
1186,155408,7,10:01
1186,160629,8,10:22
1186,170420,9,11:00
1186,169331,10,11:30
1186,139972,11,12:26
1186,144754,12,12:27
1187,20536,1,08:04
1187,57908,2,08:38
1187,37769,3,09:07
1187,43823,4,09:49
1187,2797,5,09:59
1187,14501,6,10:25
1187,60127,7,11:00
1187,64704,8,11:14
1187,34384,9,11:29
1188,84383,1,07:56
1188,79162,2,08:41
1188,67788,3,08:55
1188,67476,4,09:15
1188,102655,5,09:54
1188,105520,6,10:33
1188,66517,7,11:09
1188,91718,8,11:31
1188,78335,9,11:59
1189,125545,1,07:30
1189,138009,2,08:03
1189,162275,3,08:25
1189,161460,4,09:31
1189,143888,5,10:10
1189,121893,6,10:45
1189,157898,7,11:23
1189,153133,8,11:59
1189,152174,9,12:15
1190,75347,1,07:59
1190,104540,2,08:11
1190,92478,3,08:56
1190,70298,4,09:30
1190,77884,5,09:50
1190,97748,6,10:27
1190,107334,7,10:58
1190,67967,8,11:35
1191,33015,1,08:19
1191,39001,2,09:00
1191,42380,3,09:48
1191,40275,4,10:34
1192,146131,1,08:33
1192,130016,2,09:46
1192,114405,3,10:14
1192,145024,4,10:41
1192,162778,5,11:39
1193,11112,1,07:23
1193,34786,2,07:40
1193,45641,3,08:16
1193,14,4,08:36
1193,18038,5,09:06
1193,55785,6,09:33
1193,32239,7,10:22
1193,23846,8,11:00
1193,13689,9,11:20
1193,63727,10,11:45
1193,65703,11,12:23
1193,51579,12,13:02
1194,122250,1,08:48
1194,165925,2,09:22
1194,154349,3,10:33
1194,153874,4,11:19
1195,74865,1,09:09
1195,70159,2,09:25
1195,84970,3,10:03
1195,113065,4,10:35
1195,100059,5,11:10
1195,95822,6,11:12
1195,101822,7,11:38
1195,80523,8,12:12
1195,104968,9,12:39
1195,102249,10,13:24
1195,75741,11,13:46
1195,80940,12,13:59
1196,1292,1,07:33
1196,8625,2,08:24
1196,40943,3,08:43
1196,11654,4,09:27
1196,21393,5,09:27
1196,26422,6,10:14
1196,15140,7,11:07
1197,156442,1,07:18
1197,121045,2,07:39
1197,127747,3,08:11
1197,154492,4,08:37
1197,153711,5,09:11
1197,166316,6,10:05
1197,135906,7,10:21
1197,123620,8,11:11
1198,35881,1,09:01
1198,5709,2,10:11
1198,12610,3,10:26
1198,12997,4,11:13
1198,27180,5,12:06
1199,41454,1,07:51
1199,321,2,08:27
1199,1623,3,09:07
1199,64278,4,09:31
1199,24715,5,10:24
1199,59386,6,10:37
1199,53296,7,11:34
1199,61168,8,11:51
1199,765,9,12:36
1199,3470,10,13:01
1199,17600,11,13:30
1199,15015,12,14:27
1200,603,1,08:14
1200,30099,2,09:17
1200,913,3,09:46
1200,7142,4,10:15
1200,14172,5,10:46
1200,13487,6,11:13
1200,23198,7,12:03
1200,9262,8,12:18
1200,30308,9,13:02
1200,3927,10,13:40
1200,26817,11,14:04
1200,25685,12,14:33
1201,114582,1,09:37
1201,139014,2,10:03
1201,168509,3,10:56
1201,154035,4,11:45
1202,33791,1,08:25
1202,35995,2,09:01
1202,58256,3,09:56
1202,48804,4,10:37
1203,100434,1,08:39
1203,66738,2,09:06
1203,89406,3,10:08
1203,88967,4,10:47
1203,100833,5,11:21
1203,97632,6,11:50
1203,97749,7,12:53
1203,107684,8,13:08
1203,79546,9,13:53
1203,110488,10,14:46
1203,90642,11,15:22
1203,66416,12,16:15
1204,133423,1,07:27
1204,114944,2,07:49
1204,132736,3,08:20
1204,164432,4,08:58
1204,115944,5,09:04
1204,142702,6,09:46
1204,145358,7,09:58
1204,122849,8,10:53
1204,116105,9,11:09
1204,171756,10,11:30
1205,150739,1,07:28
1205,141081,2,07:57
1205,149036,3,09:03
1206,99585,1,07:19
1206,74466,2,08:03
1206,80263,3,08:36
1206,71917,4,09:02
1206,83854,5,09:50
1206,84384,6,10:25
1206,86919,7,11:03
1206,74866,8,11:34
1207,72441,1,06:48
1207,101958,2,07:37
1207,98577,3,07:52
1207,71629,4,08:31
1207,100967,5,09:06
1207,77475,6,10:03
1207,108821,7,10:51
1207,102250,8,11:36
1207,82452,9,11:59
1207,96454,10,12:44
1207,106189,11,13:12
1207,109743,12,13:53
1208,125005,1,09:00
1208,143131,2,09:51
1208,166317,3,10:28
1208,118612,4,11:24
1209,134138,1,08:27
1209,130700,2,09:13
1209,154863,3,09:49
1209,148090,4,10:00
1209,167387,5,10:57
1209,123180,6,11:28
1209,135496,7,11:57
1209,140765,8,12:32
1209,168902,9,12:33
1209,148552,10,13:15
1209,124338,11,13:40
1209,152626,12,14:44
1210,77085,1,07:23
1211,143691,1,08:56
1211,116351,2,09:58
1211,119649,3,10:50
1212,150014,1,09:18
1212,149372,2,10:10
1212,121493,3,10:39
1212,135907,4,10:52
1212,130542,5,11:50
1212,140486,6,12:06
1213,157589,1,08:17
1213,119105,2,08:45
1213,138875,3,09:09
1213,114752,4,09:52
1213,126572,5,10:20
1213,132399,6,11:14
1213,152627,7,12:07
1213,148553,8,12:40
1213,147249,9,13:06
1213,131039,10,13:35
1213,165582,11,14:25
1213,145901,12,14:56
1214,55986,1,07:11
1214,28442,2,07:30
1214,62161,3,08:11
1214,4553,4,08:05
1214,57909,5,08:29
1214,914,6,08:56
1214,62641,7,09:34
1214,51023,8,10:02
1214,36873,9,10:21
1214,53822,10,10:52
1214,34385,11,11:25
1214,1471,12,11:52
1215,18380,1,08:03
1215,35683,2,08:43
1215,50242,3,09:36
1215,56728,4,09:57
1215,30435,5,10:54
1215,47756,6,11:33
1216,16294,1,07:14
1216,13318,2,07:21
1216,58890,3,07:32
1216,29764,4,08:10
1216,5175,5,08:37
1216,6541,6,09:11
1216,28949,7,09:24
1216,19355,8,10:04
1216,52220,9,10:36
1216,51249,10,10:36
1216,48507,11,10:52
1216,40276,12,11:45
1217,149820,1,09:53
1217,117645,2,10:25
1217,135325,3,11:27
1217,133597,4,12:10
1218,73171,1,07:17
1218,74353,2,07:55
1218,75929,3,08:18
1218,93401,4,08:54
1218,95352,5,09:55
1219,67477,1,07:54
1219,78037,2,08:20
1219,67205,3,08:24
1219,71101,4,09:12
1219,73406,5,09:40
1219,85731,6,10:07
1219,92064,7,10:14
1219,99041,8,10:48
1219,95238,9,11:16
1219,103966,10,11:26
1219,70901,11,12:12
1219,107445,12,12:20
1220,10222,1,07:27
1220,8747,2,08:03
1220,47429,3,08:36
1220,15141,4,09:17
1220,25198,5,09:32
1221,77476,1,07:31
1221,96684,2,07:41
1221,82310,3,08:19
1221,91508,4,08:40
1221,91400,5,09:11
1221,79814,6,09:39
1221,105862,7,10:38
1221,102909,8,11:04
1221,70760,9,11:46
1221,111109,10,11:52
1221,74085,11,12:43
1222,163782,1,09:38
1222,125129,2,10:57
1223,157899,1,07:53
1223,159069,2,08:06
1223,151711,3,08:29
1223,165390,4,09:14
1223,151142,5,09:41
1223,139115,6,09:43
1223,138010,7,10:39
1223,160346,8,10:34
1223,141772,9,11:09
1223,169417,10,11:45
1223,152931,11,11:57
1223,146243,12,12:41
1224,14502,1,08:37
1224,11859,2,08:55
1224,36874,3,09:26
1224,46605,4,10:01
1224,47264,5,10:51
1224,24864,6,11:19
1224,60738,7,11:54
1224,2250,8,12:32
1224,57910,9,13:10
1224,17264,10,14:14
1224,5020,11,14:54
1224,49579,12,15:23
1225,144264,1,08:37
1225,123621,2,09:41
1226,61505,1,09:19
1226,37996,2,09:57
1226,33191,3,10:58
1226,22064,4,11:45
1226,36473,5,12:27
1226,6717,6,12:56
1227,141082,1,06:52
1227,115508,2,07:37
1227,147540,3,08:24
1227,150740,4,09:28
1227,150379,5,10:25
1228,16133,1,08:08
1228,64924,2,08:35
1228,62521,3,09:31
1228,66063,4,10:20
1229,7258,1,08:31
1229,49983,2,09:11
1229,32710,3,09:13
1229,39002,4,09:44
1229,3156,5,10:25
1229,26122,6,10:43
1229,58468,7,11:09
1229,63728,8,11:23
1229,3471,9,11:42
1229,45642,10,12:24
1229,48176,11,12:48
1229,7010,12,13:28
1230,142477,1,07:09
1230,120118,2,07:22
1230,159533,3,07:57
1230,124649,4,08:35
1230,127635,5,09:12
1230,169507,6,09:13
1230,128094,7,10:06
1230,170703,8,10:12
1230,158370,9,11:00
1231,113420,1,08:24
1231,84769,2,09:05
1231,80941,3,09:51
1232,72274,1,08:14
1232,108463,2,09:00
1232,109421,3,09:48
1232,74867,4,09:58
1232,99776,5,10:36
1232,86423,6,11:21
1232,68515,7,12:09
1232,80524,8,12:26
1232,107976,9,13:07
1232,96685,10,13:41
1232,90134,11,14:24
1232,93158,12,14:59
1233,68121,1,09:13
1233,97750,2,09:54
1233,106316,3,10:36
1233,83379,4,10:57
1233,73613,5,11:17
1233,109242,6,11:46
