mantenimiento_id,vehiculo_id,fecha,tipo,subtipo,km_odometro,taller,costo_mano_obra
309,26,2022-04-28,correctivo,,146119.8,Gomería y Mecánica El Rápido,90017
310,26,2022-07-12,preventivo,cambio_aceite_filtro,150000.0,Frenos y Embragues Sur,31391
311,26,2022-07-12,preventivo,frenos,150000.0,Gomería y Mecánica El Rápido,49139
312,26,2022-09-13,correctivo,,153407.6,Taller Rodríguez Hnos.,32378
313,26,2022-12-03,preventivo,cambio_aceite_filtro,160000.0,Taller Rodríguez Hnos.,46186
314,26,2022-12-03,preventivo,correa_distribucion,160000.0,Taller Mecánico San Martín,115358
315,26,2023-03-14,preventivo,cambio_aceite_filtro,170000.0,Taller Diesel Norte,44437
316,26,2023-08-13,preventivo,cambio_aceite_filtro,180000.0,Frenos y Embragues Sur,47591
317,26,2023-08-13,preventivo,frenos,180000.0,Taller Diesel Norte,93174
318,26,2023-08-13,preventivo,cubiertas,180000.0,Frenos y Embragues Sur,36540
319,26,2023-12-14,preventivo,cambio_aceite_filtro,190000.0,Taller Mecánico La Ruta,47956
320,26,2024-01-24,correctivo,,193910.6,Taller Central de Flota,57780
321,26,2024-03-30,preventivo,cambio_aceite_filtro,200000.0,Taller Rodríguez Hnos.,61873
322,26,2024-09-10,preventivo,cambio_aceite_filtro,210000.0,Taller Mecánico La Ruta,79516
323,26,2024-09-10,preventivo,frenos,210000.0,Taller Diesel Norte,107369
324,26,2024-11-14,correctivo,,215605.7,Frenos y Embragues Sur,115808
325,26,2024-11-14,correctivo,,215605.7,Taller Diesel Norte,519925
326,27,2022-02-06,preventivo,cubiertas,135000.0,Taller Mecánico La Ruta,11371
327,27,2022-04-11,preventivo,cambio_aceite_filtro,140000.0,Taller Diesel Norte,32983
328,27,2022-09-14,preventivo,cambio_aceite_filtro,150000.0,Service Oficial Mercedes-Benz,31554
329,27,2022-09-14,preventivo,frenos,150000.0,Service Oficial Iveco,50377
330,27,2023-01-05,preventivo,cambio_aceite_filtro,160000.0,Service Oficial Iveco,25708
331,27,2023-01-05,preventivo,correa_distribucion,160000.0,Taller Diesel Norte,103084
332,27,2023-04-22,preventivo,cambio_aceite_filtro,170000.0,Taller Central de Flota,56355
333,27,2023-10-01,preventivo,cambio_aceite_filtro,180000.0,Taller Rodríguez Hnos.,47350
334,27,2023-10-01,preventivo,frenos,180000.0,Service Oficial Mercedes-Benz,67490
335,27,2023-10-01,preventivo,cubiertas,180000.0,Taller Mecánico La Ruta,31461
336,27,2024-01-11,preventivo,cambio_aceite_filtro,190000.0,Taller Diesel Norte,58757
337,27,2024-04-22,preventivo,cambio_aceite_filtro,200000.0,Service Oficial Mercedes-Benz,59489
338,27,2024-10-13,preventivo,cambio_aceite_filtro,210000.0,Service Oficial Mercedes-Benz,55166
339,27,2024-10-13,preventivo,frenos,210000.0,Gomería y Mecánica El Rápido,133656
340,28,2024-05-19,correctivo,,1126.6,Taller Rodríguez Hnos.,243124
341,28,2024-09-24,preventivo,cambio_aceite_filtro,10000.0,Taller Mecánico La Ruta,66156
342,29,2022-02-11,preventivo,cambio_aceite_filtro,120000.0,Taller Central de Flota,21193
343,29,2022-02-11,preventivo,frenos,120000.0,Service Oficial Mercedes-Benz,48382
344,29,2022-04-05,correctivo,,124628.1,Taller Mecánico San Martín,171373
345,29,2022-05-02,correctivo,,126682.8,Taller Diesel Norte,74057
346,29,2022-06-26,preventivo,cambio_aceite_filtro,130000.0,Taller Mecánico La Ruta,30599
347,29,2022-09-15,preventivo,cubiertas,135000.0,Taller Mecánico San Martín,18475
348,29,2022-11-18,preventivo,cambio_aceite_filtro,140000.0,Taller Diesel Norte,35552
349,29,2022-11-23,correctivo,,140301.0,Taller Rodríguez Hnos.,175945
350,29,2023-02-25,preventivo,cambio_aceite_filtro,150000.0,Taller Central de Flota,44432
351,29,2023-02-25,preventivo,frenos,150000.0,Service Oficial Iveco,73381
352,29,2023-07-19,preventivo,cambio_aceite_filtro,160000.0,Taller Central de Flota,59788
353,29,2023-07-19,preventivo,correa_distribucion,160000.0,Service Oficial Mercedes-Benz,163301
354,29,2023-11-25,preventivo,cambio_aceite_filtro,170000.0,Gomería y Mecánica El Rápido,65912
355,29,2024-02-23,preventivo,cambio_aceite_filtro,180000.0,Gomería y Mecánica El Rápido,54043
356,29,2024-02-23,preventivo,frenos,180000.0,Gomería y Mecánica El Rápido,106509
357,29,2024-02-23,preventivo,cubiertas,180000.0,Service Oficial Iveco,38269
358,29,2024-07-13,preventivo,cambio_aceite_filtro,190000.0,Taller Mecánico San Martín,47075
359,29,2024-11-11,preventivo,cambio_aceite_filtro,200000.0,Taller Diesel Norte,53281
