pedido_id,cliente_id,fecha_pedido,fecha_entrega_estimada,estado
40617,323,2023-05-30,2023-05-31,entregado
40618,323,2023-06-09,2023-06-10,entregado
40619,323,2023-06-19,2023-06-20,entregado
40620,323,2023-06-30,2023-07-01,entregado
40621,323,2023-07-11,2023-07-12,entregado
40622,323,2023-07-21,2023-07-23,entregado
40623,323,2023-08-01,2023-08-02,entregado
40624,323,2023-08-09,2023-08-11,entregado
40625,323,2023-08-27,2023-08-29,entregado
40626,323,2023-09-03,2023-09-04,entregado
40627,323,2023-09-11,2023-09-13,entregado
40628,323,2023-09-20,2023-09-21,entregado
40629,323,2023-09-28,2023-09-30,entregado
40630,323,2023-10-14,2023-10-16,entregado
40631,323,2023-10-20,2023-10-21,entregado
40632,323,2023-10-27,2023-10-29,entregado
40633,323,2023-11-02,2023-11-03,entregado
40634,323,2023-11-08,2023-11-10,entregado
40635,323,2023-11-15,2023-11-17,entregado
40636,323,2023-11-21,2023-11-23,entregado
40637,323,2023-11-28,2023-11-29,entregado
40638,323,2023-12-05,2023-12-06,entregado
40639,323,2023-12-10,2023-12-11,entregado
40640,323,2023-12-14,2023-12-15,entregado
40641,323,2023-12-20,2023-12-21,entregado
40642,323,2023-12-25,2023-12-27,entregado
40643,323,2023-12-30,2023-12-31,entregado
40644,323,2024-01-04,2024-01-06,entregado
40645,323,2024-01-08,2024-01-10,entregado
40646,323,2024-01-14,2024-01-15,entregado
40647,323,2024-01-20,2024-01-21,entregado
40648,323,2024-01-26,2024-01-27,entregado
40649,323,2024-01-31,2024-02-01,entregado
40650,323,2024-02-06,2024-02-07,entregado
40651,323,2024-02-12,2024-02-13,entregado
40652,323,2024-02-17,2024-02-18,entregado
40653,323,2024-03-03,2024-03-04,entregado
40654,323,2024-03-10,2024-03-12,entregado
40655,323,2024-03-22,2024-03-23,entregado
40656,323,2024-03-29,2024-03-31,entregado
40657,323,2024-04-04,2024-04-06,entregado
40658,323,2024-04-12,2024-04-13,entregado
40659,323,2024-04-20,2024-04-22,entregado
40660,323,2024-04-28,2024-04-30,entregado
40661,323,2024-05-06,2024-05-08,entregado
40662,323,2024-05-15,2024-05-16,entregado
40663,323,2024-06-12,2024-06-13,entregado
40664,323,2024-07-03,2024-07-05,entregado
40665,323,2024-07-12,2024-07-13,cancelado
40666,323,2024-07-22,2024-07-23,entregado
40667,323,2024-08-02,2024-08-03,entregado
40668,323,2024-08-10,2024-08-11,entregado
40669,323,2024-08-18,2024-08-19,entregado
40670,323,2024-08-25,2024-08-27,entregado
40671,323,2024-09-04,2024-09-06,entregado
40672,323,2024-09-11,2024-09-12,entregado
40673,323,2024-09-19,2024-09-21,entregado
40674,323,2024-09-26,2024-09-27,entregado
40675,323,2024-10-04,2024-10-05,entregado
40676,323,2024-10-11,2024-10-12,entregado
40677,323,2024-10-18,2024-10-20,entregado
40678,323,2024-10-26,2024-10-27,entregado
40679,323,2024-11-02,2024-11-04,entregado
40680,323,2024-11-08,2024-11-09,entregado
40681,323,2024-11-15,2024-11-16,entregado
40682,323,2024-11-22,2024-11-24,entregado
40683,323,2024-11-29,2024-12-01,entregado
40684,323,2024-12-06,2024-12-07,entregado
40685,323,2024-12-10,2024-12-12,entregado
40686,323,2024-12-14,2024-12-15,entregado
40687,323,2024-12-19,2024-12-20,entregado
40688,323,2024-12-25,2024-12-26,entregado
40689,323,2024-12-30,2025-01-01,pendiente
40690,324,2024-08-16,2024-08-18,entregado
40691,324,2024-09-07,2024-09-09,entregado
40692,324,2024-09-29,2024-09-30,entregado
40693,324,2024-10-10,2024-10-11,cancelado
40694,324,2024-10-20,2024-10-22,entregado
40695,324,2024-11-08,2024-11-10,entregado
40696,324,2024-11-17,2024-11-19,entregado
40697,324,2024-11-25,2024-11-26,entregado
40698,324,2024-12-03,2024-12-04,entregado
40699,324,2024-12-10,2024-12-11,entregado
40700,324,2024-12-17,2024-12-19,entregado
40701,324,2024-12-23,2024-12-24,cancelado
40702,324,2024-12-31,2025-01-02,pendiente
40703,325,2022-01-02,2022-01-04,entregado
40704,325,2022-01-06,2022-01-07,entregado
40705,325,2022-01-11,2022-01-13,entregado
40706,325,2022-01-16,2022-01-17,entregado
40707,325,2022-01-20,2022-01-21,cancelado
40708,325,2022-01-25,2022-01-27,entregado
40709,325,2022-01-29,2022-01-31,entregado
40710,325,2022-02-02,2022-02-04,entregado
40711,325,2022-02-07,2022-02-08,entregado
40712,325,2022-02-11,2022-02-12,entregado
40713,325,2022-02-15,2022-02-16,entregado
40714,325,2022-02-19,2022-02-20,entregado
40715,325,2022-02-24,2022-02-26,entregado
40716,325,2022-02-28,2022-03-01,entregado
40717,325,2022-03-05,2022-03-07,entregado
40718,325,2022-03-11,2022-03-13,entregado
40719,325,2022-03-17,2022-03-19,entregado
40720,325,2022-03-22,2022-03-23,entregado
40721,325,2022-03-28,2022-03-30,entregado
40722,325,2022-04-08,2022-04-09,entregado
40723,325,2022-04-15,2022-04-16,entregado
40724,325,2022-04-23,2022-04-25,entregado
40725,325,2022-04-29,2022-04-30,entregado
40726,325,2022-05-12,2022-05-13,entregado
40727,325,2022-05-21,2022-05-22,entregado
40728,325,2022-05-29,2022-05-31,entregado
40729,325,2022-06-05,2022-06-06,entregado
40730,325,2022-06-22,2022-06-23,entregado
40731,325,2022-07-01,2022-07-02,cancelado
40732,325,2022-07-16,2022-07-17,entregado
40733,325,2022-07-24,2022-07-25,entregado
40734,325,2022-08-01,2022-08-02,entregado
40735,325,2022-08-08,2022-08-10,entregado
40736,325,2022-08-16,2022-08-18,entregado
40737,325,2022-08-23,2022-08-24,entregado
40738,325,2022-08-31,2022-09-02,entregado
40739,325,2022-09-07,2022-09-08,entregado
40740,325,2022-09-13,2022-09-14,entregado
40741,325,2022-09-19,2022-09-20,entregado
40742,325,2022-09-27,2022-09-28,cancelado
40743,325,2022-10-04,2022-10-06,entregado
40744,325,2022-10-09,2022-10-11,entregado
40745,325,2022-10-14,2022-10-15,entregado
40746,325,2022-10-19,2022-10-21,entregado
40747,325,2022-10-26,2022-10-27,entregado
40748,325,2022-11-01,2022-11-02,entregado
40749,325,2022-11-06,2022-11-07,entregado
40750,325,2022-11-11,2022-11-13,entregado
40751,325,2022-11-16,2022-11-17,entregado
40752,325,2022-11-21,2022-11-23,entregado
40753,325,2022-11-26,2022-11-27,entregado
40754,325,2022-12-01,2022-12-03,entregado
40755,325,2022-12-05,2022-12-06,entregado
40756,325,2022-12-09,2022-12-10,entregado
40757,325,2022-12-13,2022-12-14,entregado
40758,325,2022-12-17,2022-12-19,entregado
40759,325,2022-12-21,2022-12-22,entregado
40760,325,2022-12-25,2022-12-27,entregado
40761,325,2022-12-29,2022-12-31,entregado
40762,325,2023-01-02,2023-01-03,entregado
40763,325,2023-01-07,2023-01-08,entregado
40764,325,2023-01-11,2023-01-13,entregado
40765,325,2023-01-15,2023-01-16,entregado
40766,325,2023-01-19,2023-01-21,entregado
40767,325,2023-01-23,2023-01-24,cancelado
40768,325,2023-01-27,2023-01-29,entregado
40769,325,2023-01-31,2023-02-02,entregado
40770,325,2023-02-05,2023-02-07,entregado
40771,325,2023-02-10,2023-02-12,entregado
40772,325,2023-02-14,2023-02-16,entregado
40773,325,2023-02-19,2023-02-20,entregado
40774,325,2023-02-24,2023-02-26,entregado
40775,325,2023-03-01,2023-03-02,entregado
40776,325,2023-03-06,2023-03-07,entregado
40777,325,2023-03-12,2023-03-14,entregado
40778,325,2023-03-17,2023-03-19,entregado
40779,325,2023-03-22,2023-03-23,entregado
40780,325,2023-03-27,2023-03-28,entregado
40781,325,2023-04-02,2023-04-03,entregado
40782,325,2023-04-08,2023-04-10,entregado
40783,325,2023-04-14,2023-04-15,entregado
40784,325,2023-04-21,2023-04-22,entregado
40785,325,2023-04-28,2023-04-30,entregado
40786,325,2023-05-05,2023-05-06,entregado
40787,325,2023-05-12,2023-05-13,entregado
40788,325,2023-05-19,2023-05-21,entregado
40789,325,2023-05-26,2023-05-27,entregado
40790,325,2023-06-10,2023-06-12,entregado
40791,325,2023-06-29,2023-07-01,entregado
40792,325,2023-07-16,2023-07-17,entregado
40793,325,2023-07-25,2023-07-26,entregado
40794,325,2023-08-03,2023-08-05,entregado
40795,325,2023-08-09,2023-08-10,entregado
40796,325,2023-08-17,2023-08-19,entregado
40797,325,2023-08-25,2023-08-26,entregado
40798,325,2023-08-31,2023-09-02,entregado
40799,325,2023-09-08,2023-09-10,entregado
40800,325,2023-09-15,2023-09-17,entregado
40801,325,2023-09-22,2023-09-23,cancelado
40802,325,2023-09-30,2023-10-01,entregado
40803,325,2023-10-07,2023-10-08,entregado
40804,325,2023-10-13,2023-10-14,entregado
40805,325,2023-10-19,2023-10-20,entregado
40806,325,2023-10-24,2023-10-26,entregado
40807,325,2023-10-30,2023-10-31,entregado
40808,325,2023-11-04,2023-11-06,entregado
40809,325,2023-11-09,2023-11-10,entregado
40810,325,2023-11-14,2023-11-16,entregado
40811,325,2023-11-19,2023-11-20,entregado
40812,325,2023-11-29,2023-11-30,entregado
40813,325,2023-12-04,2023-12-06,entregado
40814,325,2023-12-08,2023-12-10,entregado
40815,325,2023-12-12,2023-12-14,entregado
40816,325,2023-12-16,2023-12-18,entregado
40817,325,2023-12-20,2023-12-22,entregado
40818,325,2023-12-24,2023-12-26,entregado
40819,325,2023-12-29,2023-12-31,entregado
40820,325,2024-01-02,2024-01-03,entregado
40821,325,2024-01-06,2024-01-08,entregado
40822,325,2024-01-11,2024-01-12,entregado
40823,325,2024-01-15,2024-01-16,entregado
40824,325,2024-01-24,2024-01-25,cancelado
40825,325,2024-01-28,2024-01-30,entregado
40826,325,2024-02-01,2024-02-02,entregado
40827,325,2024-02-06,2024-02-07,entregado
40828,325,2024-02-11,2024-02-12,entregado
40829,325,2024-02-15,2024-02-17,entregado
40830,325,2024-02-20,2024-02-21,cancelado
40831,325,2024-02-25,2024-02-26,entregado
40832,325,2024-03-01,2024-03-02,entregado
40833,325,2024-03-12,2024-03-14,entregado
40834,325,2024-03-17,2024-03-19,entregado
40835,325,2024-03-23,2024-03-25,entregado
40836,325,2024-03-29,2024-03-30,entregado
40837,325,2024-04-04,2024-04-05,entregado
40838,325,2024-04-11,2024-04-12,entregado
40839,325,2024-04-18,2024-04-19,entregado
40840,325,2024-04-25,2024-04-27,cancelado
40841,325,2024-05-01,2024-05-02,entregado
40842,325,2024-05-16,2024-05-18,entregado
40843,325,2024-05-24,2024-05-25,entregado
40844,325,2024-06-01,2024-06-03,cancelado
40845,325,2024-06-08,2024-06-09,entregado
40846,325,2024-06-15,2024-06-16,entregado
40847,325,2024-06-22,2024-06-23,entregado
40848,325,2024-07-09,2024-07-10,entregado
40849,325,2024-07-18,2024-07-19,entregado
40850,325,2024-07-25,2024-07-27,entregado
40851,325,2024-08-03,2024-08-05,entregado
40852,325,2024-08-09,2024-08-11,entregado
40853,325,2024-08-16,2024-08-17,entregado
40854,325,2024-08-31,2024-09-02,entregado
40855,325,2024-09-08,2024-09-10,entregado
40856,325,2024-09-14,2024-09-16,entregado
40857,325,2024-09-20,2024-09-21,entregado
40858,325,2024-09-26,2024-09-27,entregado
40859,325,2024-10-02,2024-10-04,entregado
40860,325,2024-10-08,2024-10-09,entregado
40861,325,2024-10-13,2024-10-15,entregado
40862,325,2024-10-18,2024-10-20,entregado
40863,325,2024-10-24,2024-10-25,entregado
40864,325,2024-10-30,2024-11-01,entregado
40865,325,2024-11-05,2024-11-06,entregado
40866,325,2024-11-10,2024-11-12,entregado
40867,325,2024-11-20,2024-11-21,entregado
40868,325,2024-11-25,2024-11-26,cancelado
40869,325,2024-12-01,2024-12-03,entregado
40870,325,2024-12-05,2024-12-06,entregado
40871,325,2024-12-10,2024-12-11,entregado
40872,325,2024-12-15,2024-12-16,entregado
40873,325,2024-12-19,2024-12-21,entregado
40874,325,2024-12-24,2024-12-25,entregado
40875,325,2024-12-29,2024-12-31,entregado
40876,326,2024-02-08,2024-02-10,entregado
40877,326,2024-02-13,2024-02-15,entregado
40878,326,2024-02-18,2024-02-20,cancelado
40879,326,2024-02-23,2024-02-25,entregado
40880,326,2024-02-29,2024-03-02,entregado
40881,326,2024-03-06,2024-03-08,entregado
40882,326,2024-03-14,2024-03-15,entregado
40883,326,2024-03-21,2024-03-22,entregado
40884,326,2024-03-28,2024-03-30,entregado
40885,326,2024-04-03,2024-04-05,entregado
40886,326,2024-04-12,2024-04-14,entregado
40887,326,2024-04-21,2024-04-22,entregado
40888,326,2024-04-28,2024-04-29,entregado
40889,326,2024-05-07,2024-05-08,entregado
40890,326,2024-05-16,2024-05-18,entregado
40891,326,2024-06-02,2024-06-03,entregado
40892,326,2024-06-13,2024-06-14,entregado
40893,326,2024-06-25,2024-06-27,entregado
40894,326,2024-07-07,2024-07-08,entregado
40895,326,2024-07-28,2024-07-30,entregado
40896,326,2024-08-08,2024-08-10,entregado
40897,326,2024-08-16,2024-08-18,entregado
40898,326,2024-08-25,2024-08-27,entregado
40899,326,2024-09-04,2024-09-06,entregado
40900,326,2024-09-11,2024-09-13,entregado
40901,326,2024-09-20,2024-09-21,entregado
40902,326,2024-09-28,2024-09-30,entregado
40903,326,2024-10-07,2024-10-08,entregado
40904,326,2024-10-13,2024-10-15,entregado
40905,326,2024-10-20,2024-10-22,entregado
40906,326,2024-11-03,2024-11-05,entregado
40907,326,2024-11-10,2024-11-11,entregado
40908,326,2024-11-16,2024-11-17,cancelado
40909,326,2024-11-22,2024-11-23,entregado
40910,326,2024-11-28,2024-11-29,entregado
40911,326,2024-12-04,2024-12-05,entregado
40912,326,2024-12-09,2024-12-10,entregado
40913,326,2024-12-15,2024-12-16,entregado
40914,326,2024-12-21,2024-12-22,entregado
40915,326,2024-12-27,2024-12-28,entregado
40916,327,2022-01-01,2022-01-03,entregado
40917,327,2022-01-04,2022-01-05,entregado
40918,327,2022-01-06,2022-01-08,entregado
40919,327,2022-01-08,2022-01-10,entregado
40920,327,2022-01-10,2022-01-12,entregado
40921,327,2022-01-12,2022-01-13,entregado
40922,327,2022-01-14,2022-01-15,entregado
40923,327,2022-01-17,2022-01-19,entregado
40924,327,2022-01-19,2022-01-21,entregado
40925,327,2022-01-21,2022-01-22,entregado
40926,327,2022-01-23,2022-01-24,entregado
40927,327,2022-01-26,2022-01-27,entregado
40928,327,2022-01-29,2022-01-31,entregado
40929,327,2022-01-31,2022-02-02,entregado
40930,327,2022-02-02,2022-02-04,entregado
40931,327,2022-02-05,2022-02-06,entregado
40932,327,2022-02-08,2022-02-10,entregado
40933,327,2022-02-11,2022-02-13,entregado
40934,327,2022-02-16,2022-02-17,entregado
40935,327,2022-02-19,2022-02-20,entregado
40936,327,2022-02-24,2022-02-25,entregado
40937,327,2022-02-26,2022-02-27,entregado
40938,327,2022-03-04,2022-03-06,entregado
40939,327,2022-03-07,2022-03-08,entregado
40940,327,2022-03-11,2022-03-12,entregado
40941,327,2022-03-14,2022-03-16,entregado
40942,327,2022-03-18,2022-03-20,entregado
40943,327,2022-03-22,2022-03-24,entregado
40944,327,2022-03-26,2022-03-28,cancelado
40945,327,2022-03-30,2022-03-31,entregado
40946,327,2022-04-03,2022-04-05,entregado
40947,327,2022-04-07,2022-04-08,entregado
40948,327,2022-04-11,2022-04-12,entregado
40949,327,2022-04-18,2022-04-20,entregado
40950,327,2022-04-21,2022-04-22,entregado
40951,327,2022-04-25,2022-04-26,entregado
40952,327,2022-04-29,2022-04-30,entregado
40953,327,2022-05-02,2022-05-04,entregado
40954,327,2022-05-06,2022-05-07,entregado
40955,327,2022-05-11,2022-05-13,entregado
40956,327,2022-05-15,2022-05-16,entregado
40957,327,2022-05-24,2022-05-25,entregado
40958,327,2022-05-29,2022-05-30,entregado
40959,327,2022-06-02,2022-06-04,entregado
40960,327,2022-06-07,2022-06-09,entregado
40961,327,2022-06-17,2022-06-19,entregado
40962,327,2022-06-21,2022-06-22,entregado
40963,327,2022-06-26,2022-06-27,entregado
40964,327,2022-07-02,2022-07-04,entregado
40965,327,2022-07-10,2022-07-11,cancelado
40966,327,2022-07-14,2022-07-16,entregado
40967,327,2022-07-19,2022-07-20,entregado
40968,327,2022-07-24,2022-07-26,entregado
40969,327,2022-07-29,2022-07-31,entregado
40970,327,2022-08-02,2022-08-04,cancelado
40971,327,2022-08-07,2022-08-08,entregado
40972,327,2022-08-15,2022-08-17,entregado
40973,327,2022-08-19,2022-08-21,entregado
40974,327,2022-08-23,2022-08-25,entregado
40975,327,2022-08-27,2022-08-28,entregado
40976,327,2022-08-31,2022-09-02,entregado
40977,327,2022-09-05,2022-09-07,entregado
40978,327,2022-09-09,2022-09-10,entregado
40979,327,2022-09-12,2022-09-13,entregado
40980,327,2022-09-16,2022-09-18,entregado
40981,327,2022-09-20,2022-09-21,entregado
40982,327,2022-09-24,2022-09-25,entregado
40983,327,2022-09-27,2022-09-28,entregado
40984,327,2022-10-01,2022-10-03,cancelado
40985,327,2022-10-04,2022-10-06,entregado
40986,327,2022-10-07,2022-10-08,entregado
40987,327,2022-10-10,2022-10-11,entregado
40988,327,2022-10-17,2022-10-18,entregado
40989,327,2022-10-20,2022-10-21,entregado
40990,327,2022-10-23,2022-10-25,entregado
40991,327,2022-10-26,2022-10-28,entregado
40992,327,2022-11-04,2022-11-05,entregado
40993,327,2022-11-07,2022-11-08,entregado
40994,327,2022-11-10,2022-11-12,entregado
40995,327,2022-11-13,2022-11-15,entregado
40996,327,2022-11-16,2022-11-17,entregado
40997,327,2022-11-19,2022-11-20,entregado
40998,327,2022-11-22,2022-11-24,entregado
40999,327,2022-11-25,2022-11-27,entregado
41000,327,2022-11-28,2022-11-29,entregado
41001,327,2022-12-01,2022-12-03,entregado
41002,327,2022-12-03,2022-12-05,entregado
41003,327,2022-12-06,2022-12-08,entregado
41004,327,2022-12-08,2022-12-10,entregado
41005,327,2022-12-11,2022-12-13,entregado
41006,327,2022-12-14,2022-12-16,entregado
41007,327,2022-12-16,2022-12-18,entregado
41008,327,2022-12-19,2022-12-20,entregado
41009,327,2022-12-21,2022-12-22,entregado
41010,327,2022-12-24,2022-12-26,entregado
41011,327,2022-12-27,2022-12-29,entregado
41012,327,2022-12-30,2023-01-01,entregado
41013,327,2023-01-01,2023-01-03,entregado
41014,327,2023-01-03,2023-01-05,entregado
41015,327,2023-01-06,2023-01-07,entregado
41016,327,2023-01-09,2023-01-10,entregado
41017,327,2023-01-11,2023-01-12,entregado
41018,327,2023-01-14,2023-01-16,entregado
41019,327,2023-01-16,2023-01-17,entregado
41020,327,2023-01-18,2023-01-19,entregado
41021,327,2023-01-21,2023-01-22,entregado
41022,327,2023-01-23,2023-01-25,entregado
41023,327,2023-01-25,2023-01-26,entregado
41024,327,2023-01-27,2023-01-28,entregado
41025,327,2023-01-29,2023-01-30,entregado
41026,327,2023-02-01,2023-02-03,entregado
41027,327,2023-02-04,2023-02-06,entregado
41028,327,2023-02-07,2023-02-08,entregado
41029,327,2023-02-12,2023-02-13,entregado
41030,327,2023-02-15,2023-02-16,entregado
41031,327,2023-02-18,2023-02-19,entregado
41032,327,2023-02-20,2023-02-22,entregado
41033,327,2023-02-23,2023-02-25,entregado
41034,327,2023-02-25,2023-02-26,cancelado
41035,327,2023-02-27,2023-03-01,entregado
41036,327,2023-03-02,2023-03-03,entregado
41037,327,2023-03-06,2023-03-08,entregado
41038,327,2023-03-09,2023-03-11,entregado
41039,327,2023-03-12,2023-03-14,entregado
41040,327,2023-03-15,2023-03-17,entregado
41041,327,2023-03-18,2023-03-20,entregado
41042,327,2023-03-22,2023-03-23,entregado
41043,327,2023-03-25,2023-03-27,entregado
41044,327,2023-03-29,2023-03-31,entregado
41045,327,2023-04-01,2023-04-03,entregado
41046,327,2023-04-04,2023-04-05,entregado
41047,327,2023-04-08,2023-04-10,entregado
41048,327,2023-04-12,2023-04-14,entregado
41049,327,2023-04-16,2023-04-17,cancelado
41050,327,2023-04-23,2023-04-24,entregado
41051,327,2023-05-01,2023-05-02,entregado
41052,327,2023-05-06,2023-05-07,entregado
41053,327,2023-05-14,2023-05-15,entregado
41054,327,2023-05-19,2023-05-20,entregado
41055,327,2023-05-24,2023-05-25,entregado
41056,327,2023-05-28,2023-05-29,entregado
41057,327,2023-06-11,2023-06-13,entregado
41058,327,2023-06-21,2023-06-23,entregado
41059,327,2023-06-26,2023-06-27,entregado
41060,327,2023-07-01,2023-07-03,entregado
41061,327,2023-07-06,2023-07-08,entregado
41062,327,2023-07-11,2023-07-13,entregado
41063,327,2023-07-15,2023-07-17,entregado
41064,327,2023-07-20,2023-07-21,entregado
41065,327,2023-07-24,2023-07-26,entregado
41066,327,2023-07-29,2023-07-31,entregado
41067,327,2023-08-03,2023-08-04,entregado
41068,327,2023-08-07,2023-08-09,entregado
41069,327,2023-08-11,2023-08-13,entregado
41070,327,2023-08-16,2023-08-17,entregado
41071,327,2023-08-20,2023-08-22,cancelado
41072,327,2023-08-25,2023-08-27,entregado
41073,327,2023-08-29,2023-08-30,entregado
41074,327,2023-09-02,2023-09-03,entregado
41075,327,2023-09-05,2023-09-06,entregado
41076,327,2023-09-13,2023-09-15,entregado
41077,327,2023-09-17,2023-09-18,entregado
41078,327,2023-09-21,2023-09-22,entregado
41079,327,2023-09-24,2023-09-26,entregado
41080,327,2023-10-02,2023-10-03,entregado
41081,327,2023-10-06,2023-10-07,entregado
41082,327,2023-10-10,2023-10-12,entregado
41083,327,2023-10-14,2023-10-15,entregado
41084,327,2023-10-18,2023-10-20,entregado
41085,327,2023-10-25,2023-10-27,entregado
41086,327,2023-10-28,2023-10-30,entregado
41087,327,2023-11-01,2023-11-02,entregado
41088,327,2023-11-04,2023-11-06,entregado
41089,327,2023-11-08,2023-11-09,entregado
41090,327,2023-11-11,2023-11-12,entregado
41091,327,2023-11-18,2023-11-20,entregado
41092,327,2023-11-24,2023-11-26,entregado
41093,327,2023-11-27,2023-11-29,entregado
41094,327,2023-11-30,2023-12-01,entregado
41095,327,2023-12-03,2023-12-04,entregado
41096,327,2023-12-05,2023-12-06,entregado
41097,327,2023-12-07,2023-12-09,entregado
41098,327,2023-12-09,2023-12-10,entregado
41099,327,2023-12-12,2023-12-13,entregado
41100,327,2023-12-15,2023-12-17,entregado
41101,327,2023-12-18,2023-12-20,entregado
41102,327,2023-12-20,2023-12-21,entregado
41103,327,2023-12-23,2023-12-24,entregado
41104,327,2023-12-26,2023-12-28,entregado
41105,327,2023-12-28,2023-12-29,entregado
41106,327,2023-12-30,2023-12-31,entregado
41107,327,2024-01-01,2024-01-03,entregado
41108,327,2024-01-03,2024-01-04,entregado
41109,327,2024-01-05,2024-01-07,entregado
41110,327,2024-01-07,2024-01-09,entregado
41111,327,2024-01-09,2024-01-11,entregado
41112,327,2024-01-11,2024-01-13,entregado
41113,327,2024-01-13,2024-01-14,entregado
41114,327,2024-01-16,2024-01-18,entregado
41115,327,2024-01-19,2024-01-21,entregado
41116,327,2024-01-22,2024-01-23,entregado
41117,327,2024-01-24,2024-01-26,entregado
41118,327,2024-01-27,2024-01-28,entregado
41119,327,2024-01-30,2024-02-01,entregado
41120,327,2024-02-01,2024-02-02,entregado
41121,327,2024-02-03,2024-02-04,entregado
41122,327,2024-02-05,2024-02-06,entregado
41123,327,2024-02-08,2024-02-09,entregado
41124,327,2024-02-10,2024-02-11,entregado
41125,327,2024-02-13,2024-02-14,entregado
41126,327,2024-02-16,2024-02-18,entregado
41127,327,2024-02-18,2024-02-20,entregado
41128,327,2024-02-21,2024-02-23,entregado
41129,327,2024-02-23,2024-02-24,entregado
41130,327,2024-02-25,2024-02-27,entregado
41131,327,2024-02-28,2024-03-01,entregado
41132,327,2024-03-01,2024-03-02,entregado
41133,327,2024-03-05,2024-03-07,entregado
41134,327,2024-03-08,2024-03-10,entregado
41135,327,2024-03-11,2024-03-12,entregado
41136,327,2024-03-14,2024-03-16,entregado
41137,327,2024-03-23,2024-03-24,entregado
41138,327,2024-03-27,2024-03-29,entregado
41139,327,2024-03-30,2024-04-01,entregado
41140,327,2024-04-05,2024-04-06,entregado
41141,327,2024-04-09,2024-04-10,entregado
41142,327,2024-04-13,2024-04-15,entregado
41143,327,2024-04-17,2024-04-18,entregado
41144,327,2024-04-21,2024-04-22,entregado
41145,327,2024-04-25,2024-04-27,entregado
41146,327,2024-04-29,2024-05-01,entregado
41147,327,2024-05-03,2024-05-04,entregado
41148,327,2024-05-08,2024-05-09,cancelado
41149,327,2024-05-13,2024-05-14,entregado
41150,327,2024-05-26,2024-05-28,entregado
41151,327,2024-06-13,2024-06-15,entregado
41152,327,2024-06-18,2024-06-19,entregado
41153,327,2024-06-26,2024-06-27,entregado
41154,327,2024-07-06,2024-07-07,entregado
41155,327,2024-07-11,2024-07-12,entregado
41156,327,2024-07-15,2024-07-17,entregado
41157,327,2024-07-28,2024-07-29,entregado
41158,327,2024-08-02,2024-08-03,entregado
41159,327,2024-08-06,2024-08-07,entregado
41160,327,2024-08-14,2024-08-16,entregado
41161,327,2024-08-23,2024-08-25,entregado
41162,327,2024-08-27,2024-08-28,entregado
41163,327,2024-09-01,2024-09-02,entregado
41164,327,2024-09-05,2024-09-07,entregado
41165,327,2024-09-08,2024-09-10,entregado
41166,327,2024-09-12,2024-09-13,entregado
41167,327,2024-09-16,2024-09-18,entregado
41168,327,2024-09-19,2024-09-21,entregado
41169,327,2024-09-23,2024-09-25,entregado
41170,327,2024-09-27,2024-09-29,entregado
41171,327,2024-10-01,2024-10-02,entregado
41172,327,2024-10-05,2024-10-07,entregado
41173,327,2024-10-08,2024-10-10,entregado
41174,327,2024-10-11,2024-10-12,cancelado
41175,327,2024-10-14,2024-10-16,cancelado
41176,327,2024-10-18,2024-10-20,entregado
41177,327,2024-10-21,2024-10-23,entregado
41178,327,2024-10-29,2024-10-30,entregado
41179,327,2024-11-01,2024-11-02,entregado
41180,327,2024-11-04,2024-11-06,entregado
41181,327,2024-11-07,2024-11-08,entregado
41182,327,2024-11-10,2024-11-12,entregado
41183,327,2024-11-13,2024-11-14,entregado
41184,327,2024-11-16,2024-11-17,entregado
41185,327,2024-11-19,2024-11-21,entregado
41186,327,2024-11-22,2024-11-24,entregado
41187,327,2024-11-25,2024-11-27,entregado
41188,327,2024-11-28,2024-11-29,entregado
41189,327,2024-12-01,2024-12-03,entregado
41190,327,2024-12-03,2024-12-05,cancelado
41191,327,2024-12-05,2024-12-06,entregado
41192,327,2024-12-08,2024-12-10,entregado
41193,327,2024-12-11,2024-12-12,entregado
41194,327,2024-12-13,2024-12-15,entregado
41195,327,2024-12-16,2024-12-18,entregado
41196,327,2024-12-18,2024-12-19,entregado
41197,327,2024-12-21,2024-12-23,entregado
41198,327,2024-12-23,2024-12-25,cancelado
41199,327,2024-12-25,2024-12-27,entregado
41200,327,2024-12-27,2024-12-28,entregado
41201,327,2024-12-29,2024-12-31,entregado
41202,327,2024-12-31,2025-01-01,pendiente
41203,328,2022-09-29,2022-10-01,entregado
41204,328,2022-10-07,2022-10-09,entregado
41205,328,2022-10-16,2022-10-18,entregado
41206,328,2022-10-24,2022-10-26,entregado
41207,328,2022-11-01,2022-11-03,entregado
41208,328,2022-11-09,2022-11-10,entregado
41209,328,2022-11-17,2022-11-18,entregado
41210,328,2022-11-24,2022-11-25,entregado
41211,328,2022-11-30,2022-12-01,entregado
41212,328,2022-12-08,2022-12-10,entregado
41213,328,2022-12-14,2022-12-15,entregado
41214,328,2022-12-20,2022-12-22,entregado
41215,328,2022-12-25,2022-12-27,entregado
41216,328,2023-01-01,2023-01-02,cancelado
41217,328,2023-01-08,2023-01-09,entregado
41218,328,2023-01-15,2023-01-16,cancelado
41219,328,2023-01-22,2023-01-24,entregado
41220,328,2023-01-28,2023-01-30,entregado
41221,328,2023-02-04,2023-02-06,entregado
