carga_id,vehiculo_id,fecha,litros,precio_litro,km_odometro
574,4,2024-06-10,152.4,1098.0,199490.7
575,4,2024-06-18,163.5,1060.6,200092.4
576,4,2024-06-29,159.4,1101.5,200632.4
577,4,2024-07-07,172.3,1154.6,201206.8
578,4,2024-07-14,131.1,1141.8,201688.7
579,4,2024-07-19,150.7,1192.3,202226.0
580,4,2024-07-28,181.7,1188.6,202921.7
581,4,2024-08-05,162.3,1154.4,203521.6
582,4,2024-08-12,149.0,1144.4,204081.2
583,4,2024-08-23,129.1,1174.8,204571.8
584,4,2024-08-29,144.6,1213.7,205129.3
585,4,2024-09-05,123.1,1185.3,205622.2
586,4,2024-09-13,181.0,1178.5,206286.9
587,4,2024-09-18,127.7,1174.1,206777.5
588,4,2024-09-22,136.0,1217.5,207287.3
589,4,2024-09-26,145.1,1179.3,207844.3
590,4,2024-10-04,144.5,1342.6,208340.6
591,4,2024-10-10,141.8,1324.2,208837.6
592,4,2024-10-16,157.3,1355.6,209390.6
593,4,2024-10-20,152.1,1334.7,209945.8
594,4,2024-10-24,140.8,1338.5,210444.3
595,4,2024-10-30,153.1,1316.9,211036.6
596,4,2024-11-06,161.9,1335.9,211607.1
597,4,2024-11-13,185.5,1328.4,212299.6
598,4,2024-11-17,127.2,1345.8,212810.6
599,4,2024-11-21,140.9,1374.7,213341.3
600,4,2024-11-25,137.6,1335.5,213803.5
601,4,2024-11-30,143.3,1322.3,214357.6
602,4,2024-12-04,125.4,1329.4,214804.6
603,4,2024-12-11,143.6,1395.6,215377.2
604,4,2024-12-17,178.3,1342.9,215997.2
605,4,2024-12-22,165.7,1379.8,216561.4
606,4,2024-12-28,162.5,1316.1,217214.5
607,5,2022-01-09,58.9,390.0,108440.5
608,5,2022-01-17,87.6,408.2,109212.1
609,5,2022-01-25,65.8,386.8,109840.4
610,5,2022-02-03,83.8,398.3,110611.1
611,5,2022-02-12,77.4,400.7,111272.5
612,5,2022-02-18,71.1,395.3,111856.2
613,5,2022-03-02,81.3,400.1,112536.7
614,5,2022-03-13,72.2,387.6,113178.7
615,5,2022-03-25,70.5,398.3,113775.6
616,5,2022-04-06,84.1,432.4,114468.3
617,5,2022-04-15,60.9,451.5,115064.7
618,5,2022-04-24,72.5,453.3,115664.1
619,5,2022-05-08,68.4,432.5,116262.9
620,5,2022-05-19,79.0,447.1,117022.9
621,5,2022-06-03,68.4,445.0,117632.4
622,5,2022-06-11,62.6,442.0,118186.6
623,5,2022-07-02,77.5,493.8,118844.8
624,5,2022-07-15,59.7,486.3,119335.7
625,5,2022-07-25,69.0,495.2,119965.8
626,5,2022-08-11,61.7,483.6,120522.4
627,5,2022-08-25,68.9,508.7,121148.4
628,5,2022-09-01,58.6,493.9,121692.9
629,5,2022-09-08,79.6,485.9,122360.6
630,5,2022-09-15,58.3,491.2,122888.0
631,5,2022-09-26,84.7,503.2,123592.1
632,5,2022-10-15,84.4,559.9,124311.3
633,5,2022-10-28,93.7,576.5,125155.2
634,5,2022-11-06,81.0,579.2,125869.4
635,5,2022-11-11,61.9,565.5,126457.3
636,5,2022-11-19,61.4,587.9,127015.7
637,5,2022-11-24,66.2,552.7,127566.1
638,5,2022-11-30,56.9,579.9,128089.5
639,5,2022-12-04,58.2,583.9,128589.0
640,5,2022-12-09,60.2,579.0,129147.4
641,5,2022-12-14,75.9,587.3,129804.0
642,5,2022-12-22,87.2,589.4,130525.0
643,5,2022-12-27,63.6,573.3,131041.6
644,5,2023-01-01,69.1,617.9,131619.8
645,5,2023-01-09,78.6,611.4,132326.7
646,5,2023-01-14,66.8,617.5,132945.0
647,5,2023-01-20,50.8,592.0,133378.5
648,5,2023-01-27,62.1,585.5,133908.5
649,5,2023-02-03,76.3,630.3,134535.2
650,5,2023-02-10,74.6,588.5,135209.4
651,5,2023-02-19,79.0,624.3,135855.4
652,5,2023-02-27,78.5,592.7,136500.4
653,5,2023-03-05,89.1,623.4,137259.0
654,5,2023-03-17,87.9,594.2,138015.1
655,5,2023-03-25,73.8,626.9,138626.5
656,5,2023-03-30,54.1,599.8,139093.4
657,5,2023-04-09,90.2,696.5,139877.6
658,5,2023-04-14,55.1,694.5,140365.2
659,5,2023-04-24,66.6,700.2,140965.8
660,5,2023-05-03,71.8,695.4,141553.1
661,5,2023-05-15,76.3,676.1,142219.4
662,5,2023-05-28,83.0,713.8,142896.2
663,5,2023-06-09,73.2,684.5,143570.9
664,5,2023-06-21,87.6,687.0,144327.2
665,5,2023-06-30,77.4,724.0,144957.7
666,5,2023-07-10,70.4,786.9,145534.0
667,5,2023-07-18,67.8,826.6,146130.0
668,5,2023-07-26,64.8,803.1,146666.2
669,5,2023-08-08,89.9,782.6,147444.4
670,5,2023-08-13,72.5,809.1,148097.5
671,5,2023-08-21,74.9,795.0,148775.6
672,5,2023-09-01,55.8,818.2,149283.4
673,5,2023-09-06,64.4,824.6,149864.5
674,5,2023-09-14,69.7,815.9,150451.0
675,5,2023-09-20,74.9,825.2,151094.0
676,5,2023-09-28,84.4,778.6,151844.0
677,5,2023-10-10,201.0,888.8,152544.1
678,5,2023-10-21,76.6,940.2,153255.9
679,5,2023-10-31,74.1,935.7,153927.4
680,5,2023-11-07,54.3,934.7,154452.4
681,5,2023-11-13,77.3,938.8,155092.2
682,5,2023-11-20,75.1,943.9,155713.2
683,5,2023-11-26,76.1,924.1,156354.9
684,5,2023-12-02,60.7,929.4,156908.6
685,5,2023-12-07,56.5,940.9,157460.3
686,5,2023-12-13,74.9,932.9,158148.1
687,5,2023-12-19,80.8,880.9,158861.8
688,5,2023-12-25,82.4,933.7,159545.6
689,5,2023-12-30,78.8,912.4,160212.6
690,5,2024-01-06,84.0,993.3,160959.8
691,5,2024-01-12,85.0,1000.3,161686.7
692,5,2024-01-17,75.8,951.8,162319.1
693,5,2024-01-24,64.9,989.3,162921.1
694,5,2024-01-28,68.9,967.7,163538.8
695,5,2024-02-03,59.2,999.6,164096.8
696,5,2024-02-09,81.4,981.5,164810.5
697,5,2024-02-13,59.7,964.2,165318.8
698,5,2024-02-21,80.7,985.7,166088.7
699,5,2024-02-25,60.7,1013.2,166660.4
700,5,2024-03-02,71.7,978.7,167245.8
701,5,2024-03-09,23.8,949.0,167909.0
702,5,2024-03-16,80.5,979.6,168566.9
703,5,2024-03-21,63.1,974.6,169091.7
704,5,2024-03-26,76.6,1006.8,169734.4
705,5,2024-03-30,55.4,981.4,170253.4
706,5,2024-04-03,66.6,1049.5,170825.6
707,5,2024-04-09,72.1,1066.7,171484.8
708,5,2024-04-15,69.3,1043.3,172085.7
709,5,2024-04-24,74.5,1103.5,172725.1
710,5,2024-05-01,81.9,1055.8,173390.4
711,5,2024-05-12,84.4,1040.4,174119.0
712,5,2024-05-16,68.7,1115.2,174709.9
713,5,2024-05-25,70.6,1042.0,175330.6
714,5,2024-06-02,63.3,1037.6,175867.1
715,5,2024-06-09,79.1,1113.9,176515.4
716,5,2024-06-19,70.9,1068.6,177098.7
717,5,2024-06-27,62.8,1055.8,177616.6
718,5,2024-07-02,62.3,1174.2,178122.5
719,5,2024-07-10,72.3,1140.0,178725.3
720,5,2024-07-14,65.5,1175.6,179268.2
721,5,2024-07-20,68.6,1224.5,179906.3
722,5,2024-07-27,63.2,1143.9,180456.2
723,5,2024-08-05,75.0,1206.5,181160.3
724,5,2024-08-14,66.0,1197.9,181803.7
725,5,2024-08-20,57.2,1230.3,182320.8
726,5,2024-08-26,57.8,1209.7,182793.9
727,5,2024-09-03,83.0,1143.7,183507.8
728,5,2024-09-10,77.0,1206.1,184224.2
729,5,2024-09-24,72.9,1198.1,184920.7
730,5,2024-09-28,67.2,1213.7,185474.3
731,5,2024-10-05,72.2,1386.4,186186.9
732,5,2024-10-12,72.6,1418.2,186853.9
733,5,2024-10-18,66.5,1358.1,187463.1
734,5,2024-10-23,62.7,1339.7,187998.1
735,5,2024-10-29,85.7,1356.5,188764.4
736,5,2024-11-03,79.8,1331.4,189475.9
737,5,2024-11-06,55.7,1403.5,189993.9
738,5,2024-11-10,53.3,1369.3,190494.0
739,5,2024-11-17,80.2,1364.1,191207.6
740,5,2024-11-22,74.1,1349.5,191829.6
741,5,2024-11-27,67.5,1315.1,192414.8
742,5,2024-12-03,73.7,1333.4,193087.8
743,5,2024-12-07,69.0,1363.7,193685.2
744,5,2024-12-11,60.4,1402.6,194202.5
745,5,2024-12-16,61.4,1313.9,194781.5
746,5,2024-12-20,62.4,1395.1,195312.0
747,5,2024-12-25,62.7,1347.6,195870.3
748,5,2024-12-31,84.3,1381.4,196580.7
749,6,2022-01-08,101.5,404.2,110519.9
750,6,2022-01-16,117.9,404.2,111109.8
751,6,2022-01-22,98.9,409.7,111678.3
752,6,2022-01-25,75.5,395.0,112063.6
753,6,2022-02-02,78.9,392.9,112503.7
754,6,2022-02-08,77.4,391.2,112895.8
755,6,2022-02-19,117.2,396.0,113485.9
756,6,2022-02-22,84.3,397.2,113908.4
757,6,2022-03-01,110.3,395.9,114468.4
758,6,2022-03-11,88.9,404.6,114999.4
759,6,2022-03-19,89.7,409.9,115491.4
760,6,2022-04-01,93.7,426.7,115958.4
761,6,2022-04-17,97.5,441.4,116460.5
762,6,2022-04-27,97.0,455.7,117022.4
763,6,2022-05-07,91.3,427.4,117479.7
764,6,2022-05-20,114.0,422.7,118067.9
765,6,2022-05-31,74.4,454.1,118477.8
766,6,2022-06-08,99.8,453.9,119013.7
767,6,2022-06-18,97.4,448.6,119547.6
768,6,2022-06-27,87.6,438.5,120009.8
769,6,2022-07-07,104.2,517.9,120604.8
770,6,2022-07-18,82.4,506.3,121044.2
771,6,2022-07-31,76.7,497.4,121468.4
772,6,2022-08-10,29.5,493.9,121987.3
773,6,2022-08-24,92.5,498.5,122496.9
774,6,2022-09-04,97.3,521.4,122999.8
775,6,2022-09-12,69.2,489.4,123401.8
776,6,2022-09-19,99.8,485.2,123899.4
777,6,2022-09-26,87.3,486.8,124423.4
778,6,2022-10-07,86.9,572.8,124929.0
779,6,2022-10-12,95.1,557.9,125407.2
780,6,2022-10-18,107.7,584.3,125955.0
781,6,2022-10-22,75.5,586.0,126339.3
782,6,2022-10-29,95.5,577.5,126817.8
783,6,2022-11-07,99.3,565.8,127343.7
784,6,2022-11-13,95.0,580.2,127830.4
785,6,2022-11-18,102.7,569.5,128343.0
786,6,2022-11-24,79.6,550.4,128799.2
787,6,2022-11-29,95.4,550.9,129355.9
788,6,2022-12-07,118.3,551.2,130032.8
789,6,2022-12-13,130.6,546.2,130703.6
790,6,2022-12-17,96.1,578.0,131218.7
791,6,2022-12-21,99.4,551.7,131730.9
792,6,2022-12-27,97.5,550.7,132279.0
793,6,2022-12-31,73.3,591.1,132693.6
794,6,2023-01-04,111.8,622.4,133291.0
795,6,2023-01-10,109.8,607.2,133864.8
796,6,2023-01-14,77.9,617.3,134288.3
797,6,2023-01-18,83.1,627.2,134744.5
798,6,2023-01-22,127.6,611.2,135383.9
799,6,2023-01-27,92.5,600.7,135891.8
800,6,2023-01-31,78.1,631.7,136340.5
801,6,2023-02-04,98.5,591.7,136873.5
802,6,2023-02-08,85.2,620.0,137326.3
803,6,2023-02-16,123.5,585.7,138009.4
804,6,2023-02-19,76.7,625.6,138403.4
805,6,2023-02-25,113.3,613.2,138987.0
806,6,2023-03-02,105.4,606.2,139548.6
807,6,2023-03-07,107.3,588.0,140089.4
808,6,2023-03-13,109.4,617.0,140675.0
809,6,2023-03-19,109.4,606.6,141289.3
810,6,2023-03-26,119.2,602.7,141911.6
811,6,2023-03-31,95.7,620.9,142437.8
812,6,2023-04-07,97.6,686.8,142963.4
813,6,2023-04-16,96.6,729.6,143462.9
814,6,2023-04-25,104.7,711.8,144033.2
815,6,2023-05-02,75.5,708.4,144445.4
816,6,2023-05-11,91.1,730.9,144930.4
817,6,2023-05-16,90.6,715.6,145381.0
818,6,2023-05-25,117.2,729.8,146030.1
819,6,2023-06-08,105.1,688.2,146633.9
820,6,2023-06-13,75.2,696.0,147058.1
821,6,2023-06-20,87.1,688.8,147538.4
822,6,2023-07-05,92.0,819.4,148024.8
823,6,2023-07-21,121.4,776.0,148725.7
824,6,2023-08-01,102.7,798.6,149264.2
825,6,2023-08-10,126.6,810.7,149921.8
826,6,2023-08-22,100.1,818.7,150457.3
827,6,2023-08-27,91.1,787.8,150977.7
828,6,2023-09-07,102.8,826.0,151522.3
829,6,2023-09-12,86.4,803.2,151974.2
830,6,2023-09-20,93.2,806.2,152461.4
831,6,2023-09-27,119.0,826.3,153103.2
832,6,2023-10-03,95.2,887.1,153615.2
833,6,2023-10-09,88.0,876.5,154055.6
834,6,2023-10-13,103.8,894.5,154573.5
835,6,2023-10-20,280.8,878.7,155217.8
836,6,2023-10-27,94.9,928.1,155706.2
837,6,2023-10-31,92.3,913.0,156172.4
838,6,2023-11-08,275.7,892.3,156796.7
839,6,2023-11-16,128.5,912.6,157498.9
840,6,2023-11-22,95.9,883.6,158050.6
841,6,2023-11-27,88.9,888.9,158497.5
842,6,2023-11-30,80.3,898.3,158898.3
843,6,2023-12-06,105.1,937.0,159515.9
844,6,2023-12-11,95.0,902.0,160057.3
845,6,2023-12-18,98.8,932.6,160617.0
846,6,2023-12-22,109.4,935.7,161164.0
847,6,2023-12-26,99.3,887.7,161679.9
848,6,2023-12-30,91.4,893.7,162152.7
849,6,2024-01-04,98.6,943.1,162716.9
850,6,2024-01-10,110.7,991.3,163270.1
851,6,2024-01-15,88.3,969.4,163777.8
852,6,2024-01-18,73.1,963.0,164192.8
853,6,2024-01-22,92.7,971.2,164681.6
854,6,2024-01-26,106.4,971.2,165237.8
855,6,2024-02-01,128.7,985.2,165904.4
856,6,2024-02-06,114.4,1012.8,166498.8
857,6,2024-02-10,90.1,1011.0,166982.8
858,6,2024-02-13,228.0,977.6,167457.4
859,6,2024-02-17,87.6,1014.3,167985.6
860,6,2024-02-23,118.4,958.6,168690.4
861,6,2024-02-27,78.1,976.7,169135.9
862,6,2024-03-01,97.5,992.3,169629.7
863,6,2024-03-06,89.5,941.4,170126.5
864,6,2024-03-10,89.7,1001.9,170600.3
865,6,2024-03-14,85.5,953.7,171095.4
866,6,2024-03-19,89.3,953.2,171631.5
867,6,2024-03-24,113.3,966.7,172235.8
868,6,2024-03-29,98.2,974.6,172750.1
869,6,2024-04-04,129.5,1089.5,173453.7
870,6,2024-04-08,91.0,1113.1,173929.5
871,6,2024-04-15,134.5,1067.7,174643.9
872,6,2024-04-20,107.6,1093.5,175201.7
873,6,2024-04-25,96.4,1117.3,175764.3
874,6,2024-04-30,107.1,1108.4,176362.9
875,6,2024-05-05,78.7,1092.3,176830.3
876,6,2024-05-12,93.8,1104.7,177346.1
877,6,2024-05-18,90.0,1063.6,177846.0
878,6,2024-05-24,75.8,1039.9,178273.1
879,6,2024-05-30,103.8,1060.7,178791.0
880,6,2024-06-08,96.1,1092.2,179326.1
881,6,2024-06-12,92.8,1112.6,179827.2
882,6,2024-06-22,69.4,1048.0,180207.2
883,6,2024-06-30,83.5,1098.0,180663.0
884,6,2024-07-07,91.9,1215.4,181138.2
885,6,2024-07-17,92.6,1217.0,181603.5
886,6,2024-07-27,88.9,1170.6,182048.0
887,6,2024-08-05,95.0,1140.7,182560.2
888,6,2024-08-18,87.5,1167.7,183002.2
889,6,2024-08-29,142.2,1193.2,183712.7
890,6,2024-09-05,76.8,1156.9,184118.5
891,6,2024-09-12,120.7,1155.1,184776.5
892,6,2024-09-18,106.5,1138.3,185333.1
893,6,2024-09-22,105.0,1215.0,185861.9
894,6,2024-09-28,110.1,1160.1,186464.6
895,6,2024-10-03,82.4,1399.2,186910.1
896,6,2024-10-08,106.2,1311.4,187445.7
897,6,2024-10-11,85.1,1400.0,187900.7
898,6,2024-10-15,87.6,1357.4,188379.7
899,6,2024-10-21,109.7,1339.9,189002.3
900,6,2024-10-26,98.2,1409.3,189510.9
901,6,2024-11-01,100.1,1359.5,190032.1
902,6,2024-11-06,96.2,1370.6,190547.6
903,6,2024-11-10,83.2,1350.7,190970.3
904,6,2024-11-15,79.4,1396.3,191430.8
905,6,2024-11-20,116.8,1347.5,192081.1
906,6,2024-11-25,104.0,1381.9,192601.7
907,6,2024-12-01,117.7,1384.4,193311.3
908,6,2024-12-04,86.0,1346.2,193744.0
909,6,2024-12-09,104.4,1407.6,194319.6
910,6,2024-12-12,100.9,1414.8,194822.4
911,6,2024-12-15,82.3,1314.1,195232.2
912,6,2024-12-18,74.3,1397.4,195611.3
913,6,2024-12-23,107.8,1410.0,196205.6
914,6,2024-12-28,103.4,1376.6,196747.0
915,7,2022-01-15,99.7,403.4,115896.8
916,7,2022-01-20,97.1,409.1,116407.0
917,7,2022-01-26,92.3,410.9,116957.6
918,7,2022-02-04,74.9,382.2,117359.5
919,7,2022-02-13,98.6,392.6,117951.0
920,7,2022-02-19,117.0,408.3,118611.7
921,7,2022-02-23,79.0,406.9,119020.8
922,7,2022-02-27,72.7,386.8,119405.1
923,7,2022-03-07,106.5,397.1,119939.5
924,7,2022-03-13,93.5,403.5,120405.3
925,7,2022-03-26,88.9,393.9,120873.4
926,7,2022-04-04,84.1,425.8,121348.4
927,7,2022-04-15,103.3,445.3,121915.2
928,7,2022-04-30,92.3,437.3,122387.2
929,7,2022-05-07,80.9,431.2,122837.5
930,7,2022-05-26,89.1,447.8,123294.0
931,7,2022-06-02,96.7,449.5,123789.8
932,7,2022-06-13,109.6,451.7,124415.4
933,7,2022-06-25,87.2,434.2,124905.2
934,7,2022-07-06,111.2,511.3,125525.8
935,7,2022-07-12,78.4,491.5,125937.9
936,7,2022-07-26,120.0,511.3,126607.4
937,7,2022-08-16,117.9,493.2,127232.8
938,7,2022-08-26,108.2,497.1,127801.2
939,7,2022-09-07,115.4,510.0,128452.7
940,7,2022-09-18,141.6,515.2,129156.8
941,7,2022-09-30,81.9,493.9,129593.9
942,7,2022-10-09,104.4,551.0,130214.8
943,7,2022-10-12,77.0,571.0,130658.9
944,7,2022-10-23,115.9,574.0,131250.4
945,7,2022-10-29,83.4,577.7,131734.8
946,7,2022-11-06,68.1,581.5,132135.4
947,7,2022-11-13,109.7,559.7,132789.6
948,7,2022-11-20,74.7,563.6,133230.6
949,7,2022-11-26,101.6,589.1,133799.7
950,7,2022-12-05,90.5,562.6,134262.6
951,7,2022-12-10,108.1,548.4,134800.5
952,7,2022-12-17,103.1,554.5,135326.3
953,7,2022-12-22,92.2,553.9,135823.0
954,7,2022-12-27,117.3,562.6,136446.9
955,7,2023-01-01,92.3,628.0,136958.3
956,7,2023-01-07,97.8,596.5,137472.9
957,7,2023-01-12,70.5,591.9,137842.8
958,7,2023-01-19,29.2,627.8,138370.8
959,7,2023-01-24,112.0,631.4,138936.9
960,7,2023-01-31,96.3,588.6,139455.0
961,7,2023-02-06,98.9,611.2,140023.7
962,7,2023-02-12,121.4,624.9,140679.1
963,7,2023-02-15,102.4,584.1,141218.4
964,7,2023-02-21,77.8,596.9,141631.7
965,7,2023-02-26,112.2,612.8,142216.5
966,7,2023-03-03,111.5,608.0,142782.9
967,7,2023-03-07,73.3,629.3,143157.0
968,7,2023-03-13,93.4,618.2,143641.7
969,7,2023-03-17,121.1,615.5,144275.2
970,7,2023-03-23,80.3,590.2,144677.7
971,7,2023-03-30,87.8,584.5,145114.5
972,7,2023-04-04,87.4,683.1,145633.6
973,7,2023-04-14,112.3,731.8,146302.3
974,7,2023-04-18,69.5,687.3,146684.7
975,7,2023-04-21,195.8,690.7,147079.5
976,7,2023-05-01,112.7,728.9,147667.0
977,7,2023-05-07,101.0,729.2,148195.5
978,7,2023-05-11,94.8,726.9,148717.7
979,7,2023-05-21,115.1,692.0,149312.9
980,7,2023-05-28,100.1,722.6,149885.3
981,7,2023-06-01,91.3,730.9,150347.6
982,7,2023-06-07,117.7,697.5,151024.1
983,7,2023-06-16,128.3,709.4,151664.6
984,7,2023-06-28,89.2,698.1,152143.6
985,7,2023-07-03,79.2,792.0,152583.6
986,7,2023-07-14,106.7,801.3,153120.3
987,7,2023-07-29,104.6,793.5,153713.4
988,7,2023-08-05,95.5,806.9,154189.3
989,7,2023-08-12,75.0,818.2,154574.3
990,7,2023-08-20,113.5,782.8,155142.6
991,7,2023-08-25,87.2,801.4,155657.1
992,7,2023-09-04,121.5,778.0,156266.1
993,7,2023-09-07,82.1,814.8,156722.8
994,7,2023-09-16,106.9,773.4,157297.2
995,7,2023-09-24,98.0,778.1,157847.5
996,7,2023-10-01,140.4,909.0,158553.4
997,7,2023-10-08,91.6,941.2,159086.8
998,7,2023-10-14,92.0,923.6,159570.2
999,7,2023-10-19,83.8,908.3,160036.3
1000,7,2023-10-25,104.8,897.6,160559.0
1001,7,2023-10-29,91.1,896.8,161017.3
1002,7,2023-11-04,104.0,925.5,161545.7
1003,7,2023-11-09,87.1,890.0,162062.5
1004,7,2023-11-15,104.6,900.4,162625.1
1005,7,2023-11-21,130.2,933.4,163282.2
1006,7,2023-11-25,78.8,886.2,163746.1
1007,7,2023-11-29,81.8,883.2,164187.1
1008,7,2023-12-04,96.4,920.9,164744.5
1009,7,2023-12-11,93.9,887.1,165298.4
1010,7,2023-12-15,85.6,906.2,165758.6
1011,7,2023-12-20,99.3,932.5,166273.4
1012,7,2023-12-25,98.3,926.5,166776.8
1013,7,2023-12-30,112.3,934.8,167414.3
1014,7,2024-01-05,124.7,965.0,168073.2
1015,7,2024-01-10,190.7,988.6,168596.1
1016,7,2024-01-15,101.3,962.3,169185.8
1017,7,2024-01-19,85.9,946.8,169659.7
1018,7,2024-01-24,108.7,1012.6,170288.9
1019,7,2024-01-29,115.5,989.3,170899.2
1020,7,2024-02-02,85.0,1000.9,171375.0
1021,7,2024-02-06,98.0,960.1,171879.9
1022,7,2024-02-12,110.4,943.2,172443.9
1023,7,2024-02-17,102.6,979.4,172963.3
1024,7,2024-02-21,88.6,950.9,173496.0
1025,7,2024-02-26,124.3,960.7,174118.7
1026,7,2024-03-01,108.3,950.9,174701.4
1027,7,2024-03-06,99.4,1003.4,175251.8
1028,7,2024-03-12,101.7,1011.1,175860.8
1029,7,2024-03-17,105.1,938.8,176461.7
1030,7,2024-03-21,103.7,996.3,177000.4
1031,7,2024-03-26,98.2,991.2,177506.3
1032,7,2024-03-30,102.7,957.5,178095.4
1033,7,2024-04-07,95.6,1118.3,178587.5
1034,7,2024-04-15,113.9,1087.2,179193.5
1035,7,2024-04-21,90.2,1074.6,179698.4
1036,7,2024-04-25,100.5,1043.4,180208.6
1037,7,2024-05-03,96.0,1062.6,180727.6
1038,7,2024-05-14,102.3,1099.8,181324.1
1039,7,2024-05-20,94.8,1052.1,181833.3
1040,7,2024-05-28,114.5,1072.3,182482.2
1041,7,2024-06-05,111.8,1083.1,183121.0
1042,7,2024-06-16,88.8,1058.2,183616.5
1043,7,2024-06-20,88.0,1066.5,184054.8
1044,7,2024-06-26,82.6,1060.8,184511.2
1045,7,2024-07-07,119.6,1170.5,185116.5
1046,7,2024-07-15,110.7,1211.0,185688.2
1047,7,2024-07-21,96.6,1211.4,186241.7
1048,7,2024-07-28,75.5,1212.5,186696.5
1049,7,2024-08-05,95.8,1170.0,187213.4
1050,7,2024-08-14,117.4,1212.0,187826.7
1051,7,2024-08-19,98.2,1213.5,188358.5
1052,7,2024-08-23,87.6,1171.4,188799.0
1053,7,2024-08-27,76.9,1209.7,189228.1
1054,7,2024-09-04,76.8,1153.5,189691.0
1055,7,2024-09-11,119.1,1205.9,190306.1
1056,7,2024-09-17,91.1,1155.7,190836.8
1057,7,2024-09-23,88.8,1230.7,191327.9
1058,7,2024-09-27,86.8,1201.4,191784.6
1059,7,2024-10-01,85.1,1328.2,192273.4
1060,7,2024-10-06,112.7,1400.5,192868.7
1061,7,2024-10-10,104.7,1363.2,193432.3
1062,7,2024-10-15,102.2,1396.5,194032.7
1063,7,2024-10-19,89.4,1419.5,194485.6
1064,7,2024-10-23,99.1,1395.8,194989.3
1065,7,2024-10-27,119.0,1406.7,195608.4
1066,7,2024-11-02,105.8,1353.7,196235.0
1067,7,2024-11-06,81.9,1326.1,196664.8
1068,7,2024-11-09,90.6,1375.7,197148.8
1069,7,2024-11-14,103.8,1331.2,197703.4
1070,7,2024-11-18,98.8,1404.3,198273.3
1071,7,2024-11-23,102.4,1371.1,198841.7
1072,7,2024-11-28,100.6,1329.8,199351.9
1073,7,2024-12-02,84.0,1327.8,199856.6
1074,7,2024-12-06,77.7,1393.2,200257.7
1075,7,2024-12-10,81.7,1330.2,200720.5
1076,7,2024-12-14,92.8,1355.5,201185.0
1077,7,2024-12-19,115.4,1358.2,201799.0
1078,7,2024-12-22,84.0,1355.9,202225.6
1079,7,2024-12-28,120.6,1349.4,202828.0
1080,8,2022-01-08,119.9,384.4,125309.0
1081,8,2022-01-12,142.0,387.2,125915.1
1082,8,2022-01-18,127.1,382.2,126462.9
1083,8,2022-01-31,147.3,411.2,127118.5
1084,8,2022-02-10,120.1,411.4,127702.1
1085,8,2022-02-17,121.0,406.0,128208.8
1086,8,2022-02-20,97.2,387.9,128652.0
1087,8,2022-02-26,108.8,396.9,129098.9
1088,8,2022-03-09,153.0,399.6,129754.3
1089,8,2022-03-19,140.6,402.9,130327.4
1090,8,2022-03-31,120.6,405.2,130824.8
1091,8,2022-04-14,109.5,438.1,131322.7
1092,8,2022-04-20,99.6,434.7,131803.0
1093,8,2022-05-03,122.2,454.2,132395.4
1094,8,2022-05-14,155.3,454.1,133044.8
1095,8,2022-05-30,106.3,433.2,133533.3
1096,8,2022-06-29,129.5,426.0,134114.3
1097,8,2022-07-19,99.2,505.2,134562.9
1098,8,2022-07-30,102.3,522.5,135029.1
1099,8,2022-08-15,101.0,498.8,135483.8
1100,8,2022-08-28,131.1,508.3,136110.2
1101,8,2022-09-24,133.5,494.8,136734.7
1102,8,2022-10-10,128.3,552.8,137292.8
1103,8,2022-10-17,104.7,566.7,137740.2
1104,8,2022-10-25,101.1,567.5,138189.0
1105,8,2022-11-05,144.4,568.5,138810.8
1106,8,2022-11-12,320.6,553.4,139342.0
1107,8,2022-11-20,123.8,564.4,139901.7
1108,8,2022-11-27,132.7,559.4,140475.2
1109,8,2022-12-02,107.1,559.5,140946.5
1110,8,2022-12-08,119.3,574.6,141532.4
1111,8,2022-12-12,111.7,551.1,142042.2
1112,8,2022-12-14,84.8,581.8,142387.6
1113,8,2022-12-18,98.2,583.7,142809.6
1114,8,2022-12-23,162.5,587.5,143494.3
1115,8,2022-12-27,110.1,559.6,143958.9
1116,8,2022-12-31,108.8,562.7,144435.1
1117,8,2023-01-05,113.9,624.2,144922.9
1118,8,2023-01-10,104.0,618.4,145346.2
1119,8,2023-01-15,127.7,587.2,145873.2
1120,8,2023-01-20,159.0,599.3,146535.6
1121,8,2023-01-27,159.8,603.7,147199.4
1122,8,2023-01-30,102.9,591.8,147640.4
1123,8,2023-02-02,108.8,622.4,148111.0
1124,8,2023-02-07,128.9,600.7,148649.2
1125,8,2023-02-12,122.0,627.2,149230.1
1126,8,2023-02-16,124.4,617.0,149809.3
1127,8,2023-02-21,110.1,586.3,150290.2
1128,8,2023-02-28,109.6,586.6,150771.0
1129,8,2023-03-03,92.4,603.5,151172.5
1130,8,2023-03-13,144.3,599.1,151788.0
1131,8,2023-03-22,142.3,596.8,152420.4
1132,8,2023-03-27,122.2,618.0,152926.4
1133,8,2023-04-04,143.8,702.2,153588.7
1134,8,2023-04-11,120.0,689.6,154085.6
1135,8,2023-04-17,89.3,713.8,154507.3
1136,8,2023-04-23,125.6,702.2,155049.9
1137,8,2023-04-30,133.2,696.1,155627.0
1138,8,2023-05-06,115.2,705.8,156150.6
1139,8,2023-05-12,133.7,683.8,156734.4
1140,8,2023-05-18,123.2,719.5,157274.3
1141,8,2023-05-27,128.1,692.9,157799.2
