pedido_id,producto_id,cantidad,precio_unitario
44940,8,9,2950.0
44940,25,27,2040.0
44940,18,42,33470.0
44941,3,42,3260.0
44941,23,36,5520.0
44941,7,24,27490.0
44941,16,15,4880.0
44941,5,21,4150.0
44942,12,15,3930.0
44942,24,27,4340.0
44942,15,18,4170.0
44943,7,15,27680.0
44943,24,30,4200.0
44944,7,21,28860.0
44944,25,15,2120.0
44944,8,33,3040.0
44945,15,36,4200.0
44945,18,9,33640.0
44945,12,15,3820.0
44945,4,42,17750.0
44945,25,27,2050.0
44945,9,24,13950.0
44946,6,42,4680.0
44946,13,30,3850.0
44946,5,9,4180.0
44946,22,15,5240.0
44946,1,21,7680.0
44947,1,36,7440.0
44947,6,39,4660.0
44948,18,18,33030.0
44948,3,36,3160.0
44948,20,36,3570.0
44948,11,42,5350.0
44948,25,30,2130.0
44948,15,33,4170.0
44949,17,15,17780.0
44949,9,36,14090.0
44950,7,39,27760.0
44950,16,30,5010.0
44950,3,9,3180.0
44951,3,9,3170.0
44951,4,33,17080.0
44951,25,30,2060.0
44951,26,27,3830.0
44952,16,24,4840.0
44952,10,36,4960.0
44952,20,39,3580.0
44952,26,30,3900.0
44952,9,33,14170.0
44952,11,15,5310.0
44953,1,21,7640.0
44953,3,15,3160.0
44953,16,42,5050.0
44953,17,21,18240.0
44953,24,9,4400.0
44954,7,21,27740.0
44954,2,18,5500.0
44954,25,12,2140.0
44954,20,33,3440.0
44955,25,33,2060.0
44955,12,21,3850.0
44955,23,12,5240.0
44955,19,21,3000.0
44955,11,42,5440.0
44956,2,13,6550.0
44956,18,35,38540.0
44956,23,13,6120.0
44957,20,16,4110.0
44957,11,15,6240.0
44958,25,25,2430.0
44958,11,21,6030.0
44958,13,25,4150.0
44959,16,9,5680.0
44959,26,22,4340.0
44959,1,16,8540.0
44959,10,32,5590.0
44959,25,41,2340.0
44960,12,28,4510.0
44960,23,22,6310.0
44960,4,32,20120.0
44961,19,35,3350.0
44961,6,28,5330.0
44961,18,44,38170.0
44961,11,15,6110.0
44962,26,35,4460.0
44962,15,35,4890.0
44962,22,25,5860.0
44962,14,22,6040.0
44963,26,35,4440.0
44963,18,19,36910.0
44964,18,38,38540.0
44964,6,13,5210.0
44965,25,14,2340.0
44965,24,21,5040.0
44966,23,45,6200.0
44966,11,36,6180.0
44966,26,21,4500.0
44967,22,31,5890.0
44967,17,15,19990.0
44967,14,41,6010.0
44968,26,14,4480.0
44968,11,18,6080.0
44968,4,24,19970.0
44968,17,27,20350.0
44969,10,28,5680.0
44969,15,14,4840.0
44969,25,28,2430.0
44969,12,41,4450.0
44970,21,17,2500.0
44970,24,45,4870.0
44971,5,33,4800.0
44971,22,31,5990.0
44971,16,12,5590.0
44971,23,10,6010.0
44971,21,21,2540.0
44971,26,24,4510.0
44972,10,48,5510.0
44972,21,41,2490.0
44973,2,45,6210.0
44973,21,17,2430.0
44973,12,24,4540.0
44973,24,48,4850.0
44973,7,45,31450.0
44974,6,28,5120.0
44974,5,33,4740.0
44974,20,17,3940.0
44974,1,24,8450.0
44975,21,25,2490.0
44975,17,33,20520.0
44975,10,34,5420.0
44975,8,34,3380.0
44975,3,21,3560.0
44975,1,17,8580.0
44976,22,34,6130.0
44976,6,42,5140.0
44977,18,55,37270.0
44977,10,17,5700.0
44977,16,21,5750.0
44978,10,50,5520.0
44978,3,59,3700.0
44978,25,25,2430.0
44978,17,21,20960.0
44978,21,59,2500.0
44978,15,38,4720.0
44979,11,21,6090.0
44979,19,29,3270.0
44979,13,34,4340.0
44979,15,55,4730.0
44980,20,17,3980.0
44980,7,42,32400.0
44980,26,34,4270.0
44980,16,39,5450.0
44981,17,33,20950.0
44981,24,21,4900.0
44982,18,17,38140.0
44982,14,55,6090.0
44983,22,13,5980.0
44983,4,21,20250.0
44983,18,17,37930.0
44984,26,13,4460.0
44984,24,59,5020.0
44984,9,55,16220.0
44984,14,13,6100.0
44985,5,39,4720.0
44985,20,46,4040.0
44985,9,17,15620.0
44985,2,38,6330.0
44986,6,29,5220.0
44986,25,34,2390.0
44986,7,59,32270.0
44987,1,59,8910.0
44987,20,55,4020.0
44987,2,38,6420.0
44987,26,17,4490.0
44987,17,30,20610.0
44987,10,42,5630.0
44988,5,18,4840.0
44988,19,13,3300.0
44989,25,34,2420.0
44989,12,46,4480.0
44990,11,24,6110.0
44990,19,38,3450.0
44990,25,13,2420.0
44990,18,50,37770.0
44990,22,59,5820.0
44991,1,8,7440.0
44991,6,11,4570.0
44991,17,8,18090.0
44991,14,14,5340.0
44991,2,7,5550.0
44992,3,3,3130.0
44992,16,12,4940.0
44992,25,11,2100.0
44993,17,8,17700.0
44993,19,8,2940.0
44994,15,13,4760.0
44994,16,3,5450.0
44994,20,14,3990.0
44994,9,5,16180.0
44994,23,13,6020.0
44994,17,5,20800.0
44995,9,8,16510.0
44995,16,6,5770.0
44995,18,9,37310.0
44995,12,6,4430.0
44995,24,3,5030.0
44995,2,10,6440.0
44996,18,9,37310.0
44996,23,12,6030.0
44997,26,16,4440.0
44997,20,14,3890.0
44998,24,12,4950.0
44998,1,10,8720.0
44998,12,3,4370.0
44998,14,6,5810.0
44998,15,8,4790.0
44999,15,12,4680.0
44999,8,15,3400.0
44999,14,15,6010.0
45000,6,5,5220.0
45000,7,5,32260.0
45001,7,13,31520.0
45001,10,9,5440.0
45001,18,9,37580.0
45002,23,8,6150.0
45002,24,10,5020.0
45002,14,11,6100.0
45003,11,9,6040.0
45003,22,7,6020.0
45004,19,20,3360.0
45004,11,7,6190.0
45004,1,7,8860.0
45004,16,5,5590.0
45004,23,18,6090.0
45004,20,4,4080.0
45005,26,11,4430.0
45005,8,6,3530.0
45005,20,8,4040.0
45005,3,6,3610.0
45006,4,17,20060.0
45006,17,8,19990.0
45006,7,11,31760.0
45006,1,10,8830.0
45006,8,20,3560.0
45006,12,17,4450.0
45007,24,13,1550.0
45007,20,13,1250.0
45007,22,10,1860.0
45007,1,13,2850.0
45007,3,33,1160.0
45007,12,26,1420.0
45008,6,46,1720.0
45008,23,30,1920.0
45008,9,40,5170.0
45008,20,23,1260.0
45009,21,36,820.0
45009,2,23,2040.0
45009,17,33,6530.0
45009,19,16,1100.0
45010,25,15,860.0
45010,9,39,5800.0
45010,15,27,1710.0
45010,26,27,1500.0
45010,21,36,880.0
45011,20,12,1420.0
45011,5,21,1660.0
45011,24,27,1710.0
45011,13,9,1470.0
45011,4,9,6840.0
45011,26,30,1530.0
45012,14,21,2100.0
45012,16,24,1990.0
45012,21,9,900.0
45012,1,39,3120.0
45013,8,36,1220.0
45013,15,21,1670.0
45013,10,39,1900.0
45013,13,15,1530.0
45014,17,39,7220.0
45014,24,12,1740.0
45014,14,39,2120.0
45014,6,39,1850.0
45014,15,21,1680.0
45015,11,18,2170.0
45015,16,18,2030.0
45015,25,36,820.0
45016,15,39,1640.0
45016,7,9,11200.0
45016,23,27,2130.0
45016,25,18,840.0
45016,9,21,5720.0
45016,4,21,7160.0
45017,19,21,1190.0
45017,15,33,1660.0
45017,9,18,5800.0
45017,8,36,1230.0
45017,23,15,2100.0
45018,15,39,1700.0
45018,3,27,1250.0
45019,10,15,1970.0
45019,19,42,1170.0
45019,26,12,1510.0
45020,7,24,11010.0
45020,6,30,1860.0
45020,18,42,12970.0
45021,8,12,1190.0
45021,5,33,1680.0
45021,19,18,1170.0
45021,2,27,2260.0
45022,19,24,1150.0
45022,8,21,1210.0
45022,24,33,1740.0
45022,20,33,1390.0
45022,25,24,840.0
45022,4,27,7020.0
45023,17,15,7110.0
45023,2,12,2190.0
45023,12,15,1590.0
45023,11,27,2180.0
45023,13,15,1520.0
45023,9,42,5580.0
45024,8,21,1210.0
45024,12,18,1540.0
45024,10,30,1940.0
45024,1,36,3060.0
45025,5,39,1660.0
45025,3,12,1300.0
45026,10,12,1960.0
45026,3,9,1310.0
45026,20,39,1410.0
45026,5,39,1700.0
45026,18,9,13270.0
45027,12,36,1790.0
45027,25,33,960.0
45027,9,9,6350.0
45028,13,36,1670.0
45028,11,12,2460.0
45028,20,15,1620.0
45028,25,39,930.0
45028,18,18,15230.0
45028,3,27,1480.0
45029,19,42,1330.0
45029,16,12,2210.0
45029,9,30,6310.0
45029,14,39,2450.0
45029,7,36,12480.0
45030,8,30,1350.0
45030,16,24,2250.0
45030,17,12,8240.0
45031,5,18,1930.0
45031,22,36,2340.0
45032,10,33,2210.0
45032,6,33,2160.0
45032,1,30,3470.0
45032,7,30,13060.0
45032,19,27,1360.0
45032,2,30,2590.0
45033,11,24,2440.0
45033,4,42,7920.0
45033,25,27,930.0
45033,26,42,1800.0
45033,10,42,2170.0
45033,16,42,2310.0
45034,3,21,1440.0
45034,18,15,14840.0
45034,9,12,6370.0
45035,20,21,1590.0
45035,15,9,1920.0
45035,10,12,2270.0
45035,25,9,950.0
45035,13,9,1670.0
45036,21,39,990.0
45036,20,12,1600.0
45036,15,39,1920.0
45037,23,24,2390.0
45037,16,18,2180.0
45037,2,9,2610.0
45037,13,24,1710.0
45037,21,36,1010.0
45037,1,18,3500.0
45038,21,36,980.0
45038,20,21,1590.0
45038,18,36,14620.0
45038,17,27,8260.0
45039,13,42,1710.0
45039,9,15,6480.0
45039,21,21,1000.0
45040,9,36,6400.0
45040,1,9,3550.0
45040,18,9,15450.0
45041,6,24,2060.0
45041,7,18,12670.0
45041,8,33,1360.0
45041,5,33,1870.0
45041,10,33,2190.0
45041,9,27,6280.0
45042,4,41,9110.0
45042,18,35,17180.0
45043,5,39,2180.0
45043,7,35,14560.0
45043,24,22,2190.0
45043,1,13,3990.0
45044,17,30,9440.0
45044,5,27,2140.0
45044,7,19,14130.0
45044,1,13,3960.0
45045,24,41,2250.0
45045,6,35,2410.0
45045,2,16,2900.0
45046,4,35,8650.0
45046,25,38,1090.0
45046,10,28,2470.0
45047,23,10,2780.0
45047,15,31,2170.0
45048,8,24,1590.0
45048,9,10,7080.0
45048,14,21,2760.0
45049,18,17,16850.0
45049,21,34,1130.0
45049,1,31,3790.0
45050,23,17,2820.0
45050,9,41,7360.0
45051,23,41,2680.0
45051,7,31,14130.0
45051,26,41,1980.0
45051,6,45,2350.0
45052,4,28,8900.0
45052,2,34,2940.0
45053,7,21,14300.0
45053,24,28,2190.0
45053,2,48,2890.0
45053,17,15,9140.0
45053,3,45,1610.0
45054,20,10,1740.0
45054,7,28,14740.0
45054,21,21,1110.0
45055,13,17,1870.0
45055,8,25,1520.0
45056,25,59,1080.0
45056,9,17,7200.0
45056,15,55,2150.0
45056,11,42,2810.0
45056,16,15,2550.0
45057,3,55,1630.0
45057,12,29,1970.0
45057,16,12,2570.0
45058,10,13,2490.0
45058,14,34,2670.0
45058,22,50,2590.0
45058,5,36,2200.0
45058,8,55,1550.0
45058,25,46,1080.0
45059,22,17,2670.0
45059,13,42,1940.0
45059,26,34,2000.0
45059,12,34,1950.0
45060,26,42,1960.0
45060,3,46,1590.0
45061,8,59,1590.0
45061,23,42,2800.0
45061,13,17,1860.0
45061,7,42,14140.0
45061,4,50,8680.0
45061,11,42,2720.0
45062,3,21,1600.0
45062,17,24,9010.0
45063,12,17,2030.0
45063,8,17,1510.0
45063,7,25,14440.0
45063,17,36,9270.0
45064,24,21,2220.0
45064,15,42,2190.0
45064,13,21,1910.0
45064,26,25,2020.0
45064,4,29,8850.0
45064,21,55,1100.0
45065,23,53,2970.0
45065,3,12,1690.0
45066,18,32,18060.0
45066,11,21,2970.0
45066,7,40,15230.0
45067,7,20,15060.0
45067,23,36,2980.0
45067,3,36,1730.0
45068,2,32,3000.0
45068,17,21,9900.0
45069,19,28,1590.0
45069,10,57,2630.0
45069,9,24,7720.0
45069,23,57,2890.0
45069,25,16,1100.0
45069,20,49,1880.0
45070,17,36,9740.0
45070,14,32,2890.0
45070,24,53,2280.0
45070,5,33,2320.0
45070,13,24,2060.0
45071,20,53,1850.0
45071,3,24,1700.0
45071,6,32,2560.0
45071,22,49,2840.0
45072,12,45,2060.0
45072,25,57,1100.0
45072,9,12,7490.0
45073,13,36,2020.0
45073,14,28,2910.0
45073,11,30,2890.0
45073,25,40,1150.0
45074,16,39,2670.0
45074,12,51,2150.0
45074,19,23,1610.0
45075,25,35,1110.0
45075,18,31,17840.0
45076,16,21,2700.0
45076,14,27,2820.0
45076,22,43,2840.0
45076,13,51,1970.0
45077,1,12,4060.0
45077,22,16,2790.0
45077,16,33,2710.0
45077,8,39,1640.0
45078,19,27,1570.0
45078,6,16,2540.0
45078,24,51,2380.0
45078,17,36,9510.0
45078,11,30,2850.0
45079,11,18,2980.0
45079,25,47,1130.0
45079,1,35,4240.0
45079,8,12,1660.0
45079,15,39,2320.0
45079,24,16,2310.0
45080,17,42,9800.0
45080,18,47,18010.0
45080,1,31,4080.0
45080,6,12,2500.0
45081,17,18,9690.0
45081,8,16,1690.0
45082,4,26,9290.0
45082,5,39,2240.0
45082,11,30,2890.0
45083,22,20,2760.0
45083,6,43,2460.0
45083,12,13,2030.0
45083,15,33,2340.0
45083,7,40,15460.0
45084,9,10,7560.0
45084,25,23,1100.0
45084,7,33,15530.0
45084,6,30,2470.0
45084,12,43,2140.0
45084,16,42,2650.0
45085,16,18,2710.0
45085,12,33,2030.0
45085,9,23,7790.0
45085,4,16,9190.0
45085,25,10,1140.0
45086,16,36,2660.0
45086,20,33,1850.0
45086,18,23,18120.0
45086,15,20,2340.0
45086,23,43,2950.0
45086,3,26,1710.0
45087,7,20,14830.0
45087,24,26,2360.0
45087,11,30,2920.0
45088,22,23,2770.0
45088,11,39,2930.0
45088,10,16,2650.0
45089,22,18,3260.0
45089,16,12,3130.0
45090,7,21,17750.0
45090,10,30,3060.0
45090,11,42,3300.0
45090,19,33,1800.0
45090,26,30,2310.0
45090,25,9,1280.0
45091,8,15,1910.0
45091,15,21,2570.0
45092,21,30,1320.0
45092,11,21,3280.0
45092,6,12,2800.0
45093,2,18,3530.0
45093,11,18,3370.0
45093,19,36,1820.0
45093,12,36,2450.0
45093,6,36,2780.0
45094,21,33,1340.0
45094,26,12,2320.0
45094,12,42,2390.0
45094,18,18,20810.0
45094,23,33,3300.0
45095,4,15,10590.0
45095,21,21,1360.0
45095,2,36,3570.0
45095,11,30,3440.0
45095,24,18,2690.0
45095,7,27,17940.0
45096,14,24,3320.0
45096,25,9,1320.0
45096,3,24,2040.0
45097,12,39,2430.0
45097,17,36,10940.0
45097,24,12,2740.0
45097,22,24,3220.0
45097,15,9,2640.0
45097,13,21,2300.0
45098,19,18,1810.0
45098,16,24,2970.0
45098,2,42,3510.0
45098,20,36,2130.0
45098,15,42,2670.0
45098,25,15,1300.0
45099,15,33,2550.0
45099,19,27,1860.0
45100,1,15,4740.0
45100,15,36,2630.0
45100,18,36,20870.0
45101,25,12,1300.0
45101,13,30,2280.0
45101,4,24,11110.0
45102,3,33,2000.0
45102,4,39,10990.0
45102,21,30,1370.0
45102,24,24,2660.0
45103,15,36,2590.0
45103,19,9,1860.0
45103,17,27,11430.0
45104,21,15,1320.0
45104,5,30,2550.0
45104,12,21,2370.0
45104,19,30,1830.0
45104,13,27,2390.0
45104,25,9,1300.0
45105,15,36,2560.0
45105,8,30,1860.0
45105,9,9,8610.0
45106,3,33,2190.0
45106,18,21,23240.0
45107,25,33,1420.0
45107,8,33,2160.0
45107,19,9,2040.0
45108,11,30,3750.0
45108,19,18,2040.0
45108,4,27,12460.0
45108,5,42,2960.0
45108,13,33,2600.0
45108,9,36,9990.0
45109,2,42,3830.0
45109,9,36,9800.0
45110,16,12,3410.0
45110,5,33,2840.0
45111,14,30,3630.0
45111,7,21,19360.0
45111,8,36,2160.0
45111,15,36,3030.0
45111,21,27,1550.0
45112,10,12,3410.0
45112,7,39,19450.0
45112,24,42,3080.0
45112,14,24,3750.0
45113,10,42,3450.0
45113,3,21,2300.0
45113,16,12,3360.0
45113,4,27,12090.0
45113,23,33,3830.0
45113,11,9,3690.0
45114,24,21,3070.0
45114,23,30,3680.0
45114,20,36,2400.0
45115,1,33,5270.0
45115,18,9,22380.0
45115,15,12,2940.0
45116,24,27,3060.0
45116,17,42,12290.0
45116,14,42,3640.0
45116,15,36,3000.0
45116,25,33,1490.0
45116,6,42,3200.0
45117,7,24,19280.0
45117,5,33,2830.0
45117,10,27,3330.0
45118,19,15,2070.0
45118,22,36,3600.0
45119,25,12,1460.0
45119,24,9,3060.0
45119,8,24,2190.0
45120,21,35,1680.0
45120,8,13,2360.0
45120,15,16,3360.0
45120,5,42,3250.0
45120,25,44,1610.0
45121,24,32,3410.0
45121,9,19,11210.0
45121,26,44,3090.0
45121,3,16,2520.0
45122,24,9,3480.0
45122,2,38,4540.0
45122,1,22,5980.0
45123,4,41,14090.0
45123,8,9,2450.0
45123,10,41,3740.0
45123,22,35,4040.0
45123,24,19,3470.0
45123,25,32,1670.0
45124,18,13,25300.0
45124,19,44,2370.0
45124,11,30,4220.0
45124,25,16,1680.0
45125,17,39,13770.0
45125,25,21,1650.0
45125,4,48,14010.0
45125,1,34,6000.0
45125,14,21,4200.0
45125,16,39,3970.0
45126,26,31,2960.0
45126,20,41,2750.0
45126,23,31,4230.0
45126,24,31,3330.0
45126,8,41,2450.0
45126,1,31,6140.0
45127,1,28,6030.0
45127,6,45,3650.0
45127,16,33,3830.0
45127,20,31,2780.0
45127,19,38,2300.0
45128,24,21,3500.0
45128,22,24,4170.0
45128,5,27,3340.0
45128,25,34,1660.0
45128,10,28,3860.0
45128,11,18,4220.0
45129,6,14,3650.0
45129,20,10,2840.0
45129,3,38,2580.0
45130,17,21,14220.0
45130,4,45,13450.0
45130,22,17,4200.0
45130,2,17,4310.0
45131,12,21,3050.0
45131,25,45,1640.0
45131,19,10,2280.0
45131,8,48,2400.0
45132,23,28,4290.0
45132,20,41,2780.0
45132,19,28,2260.0
45133,6,55,3720.0
45133,4,25,14070.0
45133,10,29,3820.0
45133,19,38,2350.0
45133,15,59,3310.0
45134,9,34,11240.0
45134,11,24,4200.0
45134,15,34,3400.0
45134,4,38,13340.0
45134,13,59,2880.0
45135,11,21,4240.0
45135,15,55,3310.0
45135,24,13,3510.0
45136,6,21,3640.0
45136,17,27,14170.0
45136,8,46,2460.0
45136,1,46,5880.0
45137,14,55,4030.0
45137,10,21,3850.0
45138,9,50,11280.0
45138,8,42,2450.0
45138,4,34,14110.0
45138,20,29,2840.0
45139,20,29,2830.0
45139,3,50,2480.0
45140,1,50,5930.0
45140,7,55,22120.0
45140,24,29,3490.0
45140,22,34,4060.0
45140,12,34,3110.0
45141,11,21,4300.0
45141,5,27,3340.0
45141,12,29,3100.0
45142,11,12,4210.0
45142,25,55,1610.0
45142,22,34,4160.0
45142,4,13,13360.0
45143,2,32,4680.0
45143,8,28,2530.0
45143,23,28,4550.0
45143,4,53,14500.0
45143,6,40,3790.0
45143,26,57,3300.0
45144,19,45,2430.0
45144,8,53,2500.0
45144,1,36,6360.0
45144,12,53,3320.0
45145,17,9,15320.0
45145,18,16,27440.0
45145,15,16,3470.0
45145,25,45,1770.0
45145,3,28,2720.0
45145,1,40,6300.0
45146,17,12,15210.0
45146,23,45,4610.0
45146,19,32,2530.0
45146,13,20,3180.0
45147,2,28,4560.0
45147,7,20,23700.0
45147,21,45,1810.0
45147,5,42,3430.0
45147,23,32,4460.0
45148,9,40,11690.0
45148,16,27,4040.0
45148,25,32,1760.0
45148,3,45,2750.0
45149,24,45,3580.0
45149,20,36,2980.0
45149,14,36,4350.0
45150,19,28,2420.0
45150,9,40,11520.0
45150,3,24,2760.0
45150,25,28,1760.0
45150,24,40,3630.0
45151,7,12,23040.0
45151,12,16,3250.0
45151,10,57,4160.0
45151,9,24,11610.0
45152,9,40,11710.0
45152,19,36,2530.0
45152,17,30,14800.0
45152,24,49,3720.0
45152,25,57,1780.0
45152,7,16,23630.0
45153,23,47,4560.0
45153,13,39,3220.0
45153,14,51,4470.0
45153,16,39,4130.0
45153,26,27,3250.0
45153,10,35,3990.0
45154,6,16,3950.0
45154,26,16,3250.0
45154,16,12,4070.0
45154,2,12,4710.0
45154,20,47,2970.0
45154,12,43,3340.0
45155,22,55,4300.0
45155,19,39,2510.0
45156,26,23,3190.0
45156,18,31,26940.0
45156,9,43,11500.0
45156,23,47,4570.0
45156,11,9,4640.0
45157,25,51,1740.0
45157,10,35,3980.0
45157,13,27,3080.0
45158,20,43,2900.0
45158,11,24,4440.0
45158,3,31,2730.0
45158,25,55,1770.0
45159,7,16,22870.0
45159,11,30,4410.0
45159,5,12,3420.0
45159,6,16,3910.0
45159,13,51,3190.0
45160,9,23,12150.0
45160,4,27,14720.0
45160,15,20,3560.0
45160,17,15,15400.0
45161,15,43,3560.0
45161,4,35,14460.0
45161,22,31,4480.0
45162,22,30,4320.0
45162,16,18,4210.0
45162,12,20,3170.0
45162,17,21,14820.0
45162,18,26,27050.0
45163,6,23,3970.0
45163,21,20,1860.0
45163,12,36,3330.0
45163,20,20,2970.0
45164,5,9,3560.0
45164,25,16,1730.0
45165,5,30,3480.0
45165,24,36,3690.0
45165,1,10,6530.0
45166,10,46,4020.0
45166,19,13,2460.0
45166,9,40,11900.0
45166,25,16,1740.0
45166,13,26,3150.0
45166,3,16,2750.0
45167,25,16,1730.0
45167,13,13,3150.0
45167,11,27,4530.0
45167,24,13,3610.0
45167,3,26,2640.0
45168,5,15,3480.0
45168,24,23,3720.0
45168,18,23,26830.0
45169,5,18,3520.0
45169,26,43,3260.0
45169,12,40,3340.0
45169,21,36,1830.0
45169,14,23,4490.0
45170,26,9,3460.0
45170,13,42,3430.0
45170,7,30,26250.0
45170,5,15,3780.0
45170,12,30,3570.0
45170,10,36,4580.0
45171,9,42,12970.0
45171,8,27,2740.0
45172,1,42,7180.0
45172,8,18,2750.0
45172,2,12,5100.0
45172,23,33,5020.0
45172,18,12,29630.0
45173,14,39,4710.0
45173,19,39,2690.0
45173,18,24,30710.0
45173,24,33,3970.0
45173,3,12,2870.0
45173,17,21,16550.0
45174,13,39,3470.0
45174,2,15,5140.0
45174,21,15,1960.0
45174,18,36,30960.0
45175,11,30,4950.0
45175,13,15,3530.0
45175,1,18,6840.0
45175,23,30,4980.0
45176,25,27,1930.0
45176,16,36,4400.0
45176,19,27,2630.0
45176,1,18,7130.0
45176,12,27,3520.0
45176,15,9,3880.0
45177,11,18,4980.0
45177,19,12,2680.0
45177,22,15,4860.0
45177,14,33,4750.0
45178,9,33,12590.0
45178,26,39,3490.0
45178,22,15,4840.0
45178,2,36,5200.0
45178,4,33,15660.0
45178,18,9,30890.0
45179,11,39,4980.0
45179,14,9,4910.0
45179,22,39,4810.0
45180,6,21,4280.0
45180,21,42,2040.0
45180,3,42,2860.0
45180,2,9,5150.0
45181,25,15,1880.0
45181,14,36,4880.0
45181,6,36,4170.0
45181,9,33,12990.0
45182,3,27,2900.0
45182,17,42,16520.0
45182,12,18,3610.0
45182,7,12,25350.0
45183,8,18,2820.0
45183,25,42,1940.0
45183,15,9,3800.0
45184,2,33,5640.0
45184,10,9,4880.0
45184,9,24,14470.0
45184,3,36,3160.0
45184,4,24,17620.0
45184,19,24,2920.0
45185,20,18,3430.0
45185,23,33,5230.0
45185,1,39,7380.0
45185,7,36,27770.0
45186,10,24,4930.0
45186,13,42,3730.0
45186,25,36,2110.0
45186,3,15,3270.0
45186,5,18,4180.0
45187,24,33,4340.0
45187,1,42,7700.0
45187,18,36,33210.0
45187,2,36,5610.0
45187,23,39,5360.0
45188,4,15,17020.0
45188,5,30,4090.0
45188,16,39,4830.0
45189,2,15,5710.0
45189,19,9,2960.0
45189,10,24,4960.0
45189,9,15,14120.0
45189,5,12,4280.0
45190,22,30,5180.0
45190,20,42,3480.0
45191,24,21,4350.0
45191,3,39,3100.0
45191,15,21,4180.0
45191,1,15,7500.0
45192,11,9,5460.0
45192,9,24,13980.0
45193,25,15,2140.0
45193,19,33,2980.0
45193,2,12,5540.0
45193,1,21,7660.0
45193,9,36,14480.0
45193,24,33,4420.0
45194,13,9,3660.0
45194,22,18,5300.0
45194,9,24,13790.0
45195,7,30,27820.0
45195,16,24,5020.0
45195,21,27,2190.0
45195,24,42,4420.0
45195,3,36,3200.0
45196,7,9,28270.0
45196,1,30,7520.0
45196,6,24,4650.0
45196,26,36,3840.0
45196,9,30,14060.0
45197,4,42,16950.0
45197,6,42,4590.0
45198,19,32,3350.0
45198,26,35,4290.0
45198,11,33,6080.0
45198,23,28,6170.0
45199,20,25,4060.0
45199,5,42,4900.0
45199,19,28,3410.0
45199,16,15,5480.0
45199,13,32,4390.0
45200,9,9,15710.0
45200,1,41,8560.0
45200,20,41,4030.0
45200,5,27,4710.0
45201,11,30,6030.0
45201,16,18,5750.0
45201,23,41,6130.0
45201,20,44,3920.0
45201,6,44,5390.0
45201,7,9,32930.0
45202,2,16,6200.0
45202,22,38,6030.0
45202,25,41,2320.0
45203,21,28,2440.0
45203,3,41,3640.0
45203,6,44,5220.0
45203,23,38,6270.0
45203,15,44,4700.0
45204,25,28,2350.0
45204,13,48,4290.0
45204,26,45,4270.0
45204,21,24,2490.0
45205,17,21,20120.0
45205,1,21,8870.0
45205,9,34,15910.0
45205,8,14,3520.0
45206,14,45,6070.0
45206,5,24,4690.0
45206,21,48,2490.0
45206,20,21,3880.0
45206,9,24,15990.0
45206,25,45,2350.0
45207,4,45,19400.0
45207,3,10,3540.0
45207,17,21,20770.0
45207,14,24,6160.0
45207,8,17,3560.0
45207,24,48,4890.0
45208,7,21,32190.0
45208,3,21,3740.0
45208,18,31,36650.0
45208,19,14,3290.0
45209,8,17,3530.0
45209,12,41,4390.0
45209,20,41,4040.0
45209,23,17,6190.0
45209,15,24,4740.0
45209,22,24,6120.0
45210,6,13,5300.0
45210,8,17,3520.0
45210,11,9,6190.0
45210,7,59,31480.0
45211,3,59,3740.0
45211,9,21,15790.0
45211,5,42,4820.0
45211,6,21,5340.0
45212,23,17,6230.0
45212,2,29,6370.0
45213,1,17,8650.0
45213,10,25,5650.0
45213,15,59,4710.0
45213,22,17,6090.0
45213,20,25,4010.0
45214,24,46,5090.0
45214,12,25,4470.0
45214,17,36,20580.0
45214,18,38,38300.0
45214,2,21,6450.0
45215,10,25,5520.0
45215,9,13,16000.0
45215,26,38,4320.0
45215,17,18,19930.0
45215,16,33,5570.0
45216,23,46,6230.0
45216,1,17,8870.0
45216,8,50,3410.0
45217,19,29,3450.0
45217,24,34,4820.0
45218,9,25,16470.0
45218,19,38,3410.0
45218,14,42,6120.0
45218,3,25,3550.0
45219,3,46,3630.0
45219,10,50,5660.0
45220,21,9,1200.0
45220,3,10,1770.0
45220,9,12,7410.0
45221,11,4,3000.0
45221,26,3,2110.0
45221,10,14,2600.0
45221,8,11,1630.0
45222,7,4,15230.0
45222,16,3,2630.0
45222,14,4,2810.0
45222,20,6,1930.0
45222,25,6,1120.0
45222,18,12,18120.0
45223,14,15,2860.0
45223,5,6,2210.0
45223,26,13,2050.0
45223,18,4,18310.0
45224,2,13,3440.0
45224,23,7,3360.0
45224,10,4,3110.0
45225,19,4,1830.0
45225,6,7,2830.0
45225,17,6,11440.0
45225,15,6,2650.0
45226,23,9,3400.0
45226,24,10,2690.0
45226,14,10,3260.0
45226,26,4,2320.0
45227,12,9,2400.0
45227,10,10,3100.0
45227,25,11,1280.0
45227,18,4,20970.0
45227,6,8,2870.0
45228,4,6,11020.0
45228,8,8,1930.0
45229,9,7,8840.0
45229,14,5,3280.0
45229,1,4,4860.0
45230,17,11,12810.0
45230,10,13,3380.0
45230,3,8,2280.0
45230,4,11,11950.0
45231,1,6,5200.0
45231,25,8,1430.0
45231,15,13,2950.0
45231,3,9,2170.0
45231,5,5,2920.0
45232,21,10,1530.0
45232,13,12,2610.0
45232,17,3,12220.0
45232,2,7,3910.0
45232,26,4,2720.0
45233,5,8,2860.0
