cliente_id,nombre,tipo_cliente,zona_id,fecha_alta
503,Autoservicio Soria,autoservicio,1,2020-10-13
504,Restaurante Diaz,bar_restaurante,1,2023-04-18
505,Maxikiosco Ojeda,kiosco,3,2024-08-22
506,Maxikiosco Gonzalez,kiosco,1,2024-08-16
507,Pizzería Blanco,bar_restaurante,1,2020-04-25
508,Parrilla Gonzalez,bar_restaurante,3,2023-04-10
509,Despensa Vazquez,autoservicio,1,2023-02-08
510,Almacén Rojas,autoservicio,2,2023-02-06
511,Maxikiosco Carrizo,kiosco,1,2024-09-14
512,Autoservicio Mayorista Diaz,supermercado,1,2023-01-29
513,Mayorista Perez,mayorista,2,2024-09-08
514,Kiosco Moyano,kiosco,2,2023-01-21
515,Pizzería Vargas,bar_restaurante,2,2021-08-04
516,Kiosco Miranda,kiosco,2,2023-10-22
517,Autoservicio Peralta,autoservicio,1,2023-07-31
518,Maxikiosco Acosta,kiosco,1,2022-12-02
519,Restaurante Torres,bar_restaurante,2,2022-06-20
520,Almacén Mansilla,autoservicio,2,2020-06-29
521,Supermercado Moreno,supermercado,2,2022-05-31
522,Restaurante Caceres,bar_restaurante,1,2021-03-12
523,Maxikiosco Torres,kiosco,2,2021-02-17
524,Supermercado Figueroa,supermercado,3,2022-06-14
525,Kiosco Diaz,kiosco,2,2024-06-12
526,Bar Silva,bar_restaurante,2,2023-09-16
527,Parrilla Gonzalez,bar_restaurante,2,2023-11-16
528,Restaurante Godoy,bar_restaurante,3,2021-06-30
529,Restaurante Ojeda,bar_restaurante,2,2021-09-22
530,Autoservicio Mayorista Ledesma,supermercado,3,2022-12-21
531,Pizzería Sosa,bar_restaurante,2,2022-02-09
532,Supermercado Carrizo,supermercado,2,2022-08-22
533,Kiosco Romero,kiosco,6,2021-05-27
534,Pizzería Fernandez,bar_restaurante,5,2020-12-24
535,Distribuidora Ramirez,mayorista,6,2020-11-03
536,Autoservicio Mayorista Alvarez,supermercado,5,2023-07-06
537,Kiosco Paez,kiosco,5,2021-12-06
538,Kiosco Ledesma,kiosco,5,2021-05-10
539,Distribuidora Fernandez,mayorista,5,2020-09-27
540,Autoservicio Campos,autoservicio,5,2020-05-07
541,Almacén Villalba,autoservicio,6,2021-01-09
542,Maxikiosco Gonzalez,kiosco,6,2022-03-23
543,Kiosco Sosa,kiosco,5,2021-02-23
544,Kiosco Fernandez,kiosco,5,2022-04-27
545,Kiosco Velazquez,kiosco,6,2020-11-29
546,Supermercado Flores,supermercado,5,2021-05-09
547,Autoservicio Mayorista Pereyra,supermercado,5,2024-06-19
548,Almacén Lopez,autoservicio,6,2021-03-04
549,Parrilla Medina,bar_restaurante,5,2020-02-13
550,Restaurante Ayala,bar_restaurante,6,2024-04-19
551,Autoservicio Perez,autoservicio,6,2022-07-02
552,Maxikiosco Romero,kiosco,5,2023-12-04
553,Autoservicio Mayorista Medina,supermercado,4,2022-04-29
554,Restaurante Gomez,bar_restaurante,5,2022-06-14
555,Autoservicio Hernandez,autoservicio,5,2024-11-27
556,Despensa Castro,autoservicio,5,2020-07-16
557,Autoservicio Avila,autoservicio,6,2023-04-24
558,Kiosco Morales,kiosco,6,2024-04-29
559,Maxikiosco Molina,kiosco,5,2024-01-29
560,Kiosco Ojeda,kiosco,6,2023-01-03
561,Kiosco Herrera,kiosco,5,2021-01-25
562,Kiosco Fernandez,kiosco,5,2020-11-04
563,Supermercado Ortiz,supermercado,6,2020-04-18
564,Kiosco Gonzalez,kiosco,5,2024-02-19
565,Despensa Martinez,autoservicio,5,2024-11-08
566,Maxikiosco Quiroga,kiosco,6,2021-04-25
567,Almacén Bustos,autoservicio,5,2022-01-31
568,Almacén Ramos,autoservicio,5,2021-03-02
569,Supermercado Correa,supermercado,5,2024-11-20
570,Mayorista Gonzalez,mayorista,5,2022-02-22
571,Autoservicio Mayorista Pereyra,supermercado,6,2023-08-29
572,Kiosco Perez,kiosco,5,2024-02-21
573,Almacén Perez,autoservicio,5,2024-05-18
574,Pizzería Lopez,bar_restaurante,5,2020-03-11
575,Maxikiosco Benitez,kiosco,6,2020-09-12
576,Autoservicio Mayorista Lopez,supermercado,5,2021-12-17
577,Maxikiosco Moyano,kiosco,5,2022-10-19
578,Almacén Peralta,autoservicio,5,2022-01-13
579,Parrilla Gonzalez,bar_restaurante,5,2020-09-01
580,Autoservicio Mayorista Rodriguez,supermercado,5,2024-11-15
581,Maxikiosco Gonzalez,kiosco,6,2024-12-03
582,Maxikiosco Gimenez,kiosco,6,2023-08-14
583,Kiosco Coronel,kiosco,5,2020-11-11
584,Maxikiosco Villalba,kiosco,5,2020-12-02
585,Despensa Fernandez,autoservicio,6,2022-09-03
586,Maxikiosco Rios,kiosco,5,2023-12-24
587,Kiosco Aguirre,kiosco,5,2020-02-13
588,Maxikiosco Torres,kiosco,5,2024-09-05
589,Supermercado Maidana,supermercado,6,2021-04-09
590,Pizzería Pereyra,bar_restaurante,5,2020-03-05
591,Maxikiosco Farias,kiosco,6,2021-12-12
592,Autoservicio Suarez,autoservicio,6,2024-07-19
593,Maxikiosco Rivero,kiosco,5,2024-04-03
594,Restaurante Rodriguez,bar_restaurante,5,2024-04-20
595,Kiosco Silva,kiosco,6,2020-08-09
596,Distribuidora Cordoba,mayorista,6,2023-11-15
597,Autoservicio Moreno,autoservicio,5,2020-12-06
598,Autoservicio Sanchez,autoservicio,5,2022-08-13
599,Maxikiosco Rios,kiosco,6,2022-02-06
600,Restaurante Cruz,bar_restaurante,5,2020-08-02
601,Pizzería Morales,bar_restaurante,5,2024-04-02
602,Autoservicio Martinez,autoservicio,6,2021-12-17
603,Mayorista Perez,mayorista,5,2021-06-08
604,Kiosco Cabrera,kiosco,5,2023-05-13
605,Despensa Mendoza,autoservicio,6,2020-01-16
606,Almacén Toledo,autoservicio,6,2023-07-31
607,Pizzería Rojas,bar_restaurante,5,2023-04-09
608,Kiosco Suarez,kiosco,6,2022-05-08
609,Almacén Perez,autoservicio,5,2020-06-26
610,Supermercado Ojeda,supermercado,6,2021-05-30
611,Despensa Gutierrez,autoservicio,6,2023-11-13
612,Maxikiosco Castro,kiosco,6,2021-06-30
613,Pizzería Leiva,bar_restaurante,5,2024-08-20
614,Maxikiosco Rodriguez,kiosco,4,2024-02-11
615,Bar Soria,bar_restaurante,5,2023-01-01
616,Kiosco Juarez,kiosco,5,2022-06-17
617,Kiosco Rodriguez,kiosco,6,2024-03-03
618,Maxikiosco Paz,kiosco,6,2021-12-19
619,Kiosco Aguirre,kiosco,6,2022-08-08
620,Almacén Sanchez,autoservicio,5,2024-04-18
621,Pizzería Ruiz,bar_restaurante,5,2022-01-12
622,Maxikiosco Soria,kiosco,5,2023-11-12
623,Autoservicio Ruiz,autoservicio,4,2022-03-13
624,Mayorista Gutierrez,mayorista,5,2023-07-10
625,Autoservicio Mayorista Gonzalez,supermercado,5,2020-08-11
626,Maxikiosco Gonzalez,kiosco,5,2022-03-25
627,Almacén Benitez,autoservicio,6,2020-04-16
628,Maxikiosco Gonzalez,kiosco,5,2021-09-25
629,Autoservicio Benitez,autoservicio,6,2023-05-13
630,Kiosco Ponce,kiosco,5,2024-07-27
631,Kiosco Garcia,kiosco,5,2020-12-06
632,Almacén Romero,autoservicio,5,2020-08-06
633,Kiosco Ramos,kiosco,5,2022-08-14
634,Mayorista Garcia,mayorista,5,2024-02-07
635,Autoservicio Barrios,autoservicio,5,2021-07-11
636,Distribuidora Lopez,mayorista,5,2023-03-02
637,Kiosco Ortiz,kiosco,5,2020-10-31
638,Despensa Fernandez,autoservicio,5,2022-04-27
639,Maxikiosco Gomez,kiosco,5,2023-09-29
640,Maxikiosco Ledesma,kiosco,6,2021-03-22
641,Autoservicio Paz,autoservicio,5,2024-05-15
642,Maxikiosco Rodriguez,kiosco,6,2020-05-21
643,Restaurante Soria,bar_restaurante,5,2023-03-24
644,Restaurante Ortiz,bar_restaurante,5,2024-07-05
645,Parrilla Lucero,bar_restaurante,5,2021-05-31
646,Pizzería Sanchez,bar_restaurante,5,2023-01-31
647,Parrilla Leiva,bar_restaurante,5,2023-01-23
648,Kiosco Nuñez,kiosco,5,2023-05-07
649,Supermercado Farias,supermercado,5,2022-02-27
650,Autoservicio Mayorista Fernandez,supermercado,5,2020-06-06
651,Maxikiosco Torres,kiosco,5,2024-03-11
652,Mayorista Garcia,mayorista,5,2024-02-11
653,Supermercado Escobar,supermercado,5,2020-05-30
654,Autoservicio Mayorista Rodriguez,supermercado,6,2023-01-27
655,Pizzería Peralta,bar_restaurante,5,2024-12-13
656,Parrilla Rodriguez,bar_restaurante,5,2023-08-28
657,Almacén Cabrera,autoservicio,5,2021-08-30
658,Autoservicio Farias,autoservicio,5,2022-06-13
659,Kiosco Velazquez,kiosco,5,2022-02-11
660,Kiosco Juarez,kiosco,5,2021-01-28
661,Distribuidora Cabrera,mayorista,5,2022-09-03
662,Bar Fernandez,bar_restaurante,5,2023-08-21
663,Despensa Paz,autoservicio,5,2024-10-16
664,Maxikiosco Gonzalez,kiosco,5,2020-10-30
665,Supermercado Diaz,supermercado,5,2021-06-09
666,Despensa Herrera,autoservicio,5,2023-10-07
667,Distribuidora Sosa,mayorista,5,2022-06-10
668,Maxikiosco Maidana,kiosco,6,2024-03-19
669,Maxikiosco Gonzalez,kiosco,5,2023-05-20
670,Despensa Luna,autoservicio,5,2021-04-21
671,Pizzería Rodriguez,bar_restaurante,6,2021-09-10
672,Autoservicio Fernandez,autoservicio,6,2023-03-03
673,Restaurante Franco,bar_restaurante,5,2023-04-25
674,Supermercado Torres,supermercado,5,2024-02-17
675,Almacén Perez,autoservicio,6,2024-07-22
676,Kiosco Suarez,kiosco,6,2024-06-29
677,Restaurante Castro,bar_restaurante,5,2020-05-26
678,Restaurante Avila,bar_restaurante,5,2022-10-13
679,Distribuidora Perez,mayorista,5,2024-01-03
680,Kiosco Juarez,kiosco,5,2021-08-27
681,Despensa Martinez,autoservicio,5,2024-11-19
682,Mayorista Gomez,mayorista,5,2022-03-19
683,Maxikiosco Flores,kiosco,5,2024-11-02
684,Pizzería Bustos,bar_restaurante,5,2021-07-27
685,Maxikiosco Torres,kiosco,5,2020-01-20
686,Maxikiosco Silva,kiosco,5,2020-04-10
687,Maxikiosco Romero,kiosco,6,2022-07-29
688,Autoservicio Mayorista Moreno,supermercado,5,2023-01-03
689,Almacén Lopez,autoservicio,5,2023-02-09
690,Maxikiosco Morales,kiosco,4,2024-06-05
691,Pizzería Rivero,bar_restaurante,6,2023-05-19
692,Parrilla Figueroa,bar_restaurante,5,2020-09-29
693,Bar Godoy,bar_restaurante,5,2024-10-04
694,Maxikiosco Romero,kiosco,5,2024-09-22
695,Supermercado Flores,supermercado,5,2023-09-03
696,Supermercado Olivera,supermercado,5,2021-02-11
697,Maxikiosco Cabrera,kiosco,5,2021-08-12
698,Parrilla Ramos,bar_restaurante,5,2022-03-06
699,Almacén Sanchez,autoservicio,6,2021-02-06
700,Autoservicio Mayorista Vega,supermercado,5,2023-07-13
701,Kiosco Perez,kiosco,5,2020-11-19
702,Autoservicio Mayorista Duarte,supermercado,5,2020-03-19
703,Maxikiosco Sanchez,kiosco,5,2020-09-10
704,Maxikiosco Gutierrez,kiosco,6,2024-02-02
705,Maxikiosco Ponce,kiosco,6,2021-07-04
706,Maxikiosco Ruiz,kiosco,6,2024-08-02
707,Despensa Rodriguez,autoservicio,6,2020-12-22
708,Restaurante Nuñez,bar_restaurante,6,2024-06-28
709,Almacén Miranda,autoservicio,5,2020-04-20
710,Autoservicio Mayorista Vargas,supermercado,5,2023-01-17
711,Maxikiosco Soria,kiosco,5,2023-04-15
712,Mayorista Rodriguez,mayorista,5,2023-09-01
713,Autoservicio Mayorista Caceres,supermercado,6,2023-08-02
714,Almacén Gomez,autoservicio,5,2022-07-12
715,Autoservicio Mayorista Vera,supermercado,5,2024-10-22
716,Autoservicio Mayorista Ledesma,supermercado,5,2020-11-13
717,Distribuidora Romero,mayorista,6,2020-06-27
718,Supermercado Rios,supermercado,6,2021-01-25
719,Maxikiosco Fernandez,kiosco,6,2022-12-04
720,Maxikiosco Villalba,kiosco,6,2023-01-25
721,Autoservicio Avila,autoservicio,5,2022-09-09
722,Parrilla Garcia,bar_restaurante,5,2020-09-30
723,Kiosco Roldan,kiosco,5,2022-01-22
724,Kiosco Sanchez,kiosco,6,2022-05-11
725,Almacén Garcia,autoservicio,5,2023-08-17
726,Autoservicio Mayorista Fernandez,supermercado,6,2022-07-31
727,Restaurante Nuñez,bar_restaurante,6,2020-12-10
728,Supermercado Rodriguez,supermercado,6,2020-07-29
729,Kiosco Vera,kiosco,5,2020-12-05
730,Maxikiosco Sosa,kiosco,5,2023-05-30
731,Supermercado Gutierrez,supermercado,5,2023-06-03
732,Kiosco Peralta,kiosco,5,2022-01-20
733,Pizzería Gonzalez,bar_restaurante,5,2021-07-09
734,Maxikiosco Gutierrez,kiosco,5,2021-11-08
735,Kiosco Romero,kiosco,4,2021-08-31
736,Despensa Perez,autoservicio,5,2022-04-07
737,Pizzería Ruiz,bar_restaurante,5,2021-01-07
738,Parrilla Moreno,bar_restaurante,4,2022-12-11
739,Supermercado Sanchez,supermercado,5,2023-08-29
740,Autoservicio Cardozo,autoservicio,6,2020-07-01
741,Parrilla Figueroa,bar_restaurante,4,2021-03-24
742,Almacén Rivero,autoservicio,5,2023-10-15
743,Almacén Carrizo,autoservicio,5,2024-11-15
744,Supermercado Perez,supermercado,5,2024-11-11
745,Maxikiosco Gomez,kiosco,5,2023-12-08
746,Maxikiosco Rojas,kiosco,6,2021-09-01
747,Despensa Molina,autoservicio,5,2022-07-17
748,Almacén Rodriguez,autoservicio,5,2021-08-10
749,Maxikiosco Aguirre,kiosco,5,2021-01-11
750,Kiosco Alvarez,kiosco,6,2020-04-04
751,Kiosco Morales,kiosco,5,2022-09-19
752,Bar Gimenez,bar_restaurante,6,2022-02-06
753,Kiosco Lopez,kiosco,6,2024-05-14
754,Autoservicio Mayorista Diaz,supermercado,6,2022-07-03
755,Despensa Gonzalez,autoservicio,5,2024-04-11
756,Despensa Castro,autoservicio,5,2021-12-07
757,Kiosco Gutierrez,kiosco,5,2020-12-28
758,Maxikiosco Perez,kiosco,5,2020-02-27
759,Kiosco Maidana,kiosco,5,2022-07-07
760,Supermercado Medina,supermercado,5,2023-05-07
761,Mayorista Medina,mayorista,5,2022-04-14
762,Despensa Romero,autoservicio,5,2022-04-25
763,Maxikiosco Fernandez,kiosco,5,2020-03-17
764,Kiosco Mendez,kiosco,5,2024-06-18
765,Kiosco Valdez,kiosco,5,2024-09-21
766,Kiosco Ramirez,kiosco,5,2021-03-08
767,Almacén Lopez,autoservicio,6,2021-02-14
768,Mayorista Acosta,mayorista,5,2023-01-03
769,Kiosco Ledesma,kiosco,6,2022-08-12
770,Restaurante Soria,bar_restaurante,5,2020-10-22
771,Bar Moreno,bar_restaurante,5,2021-09-22
772,Kiosco Fernandez,kiosco,6,2020-01-27
773,Kiosco Franco,kiosco,5,2023-10-07
774,Kiosco Torres,kiosco,5,2021-03-11
775,Kiosco Ferreyra,kiosco,5,2024-07-10
776,Maxikiosco Ortiz,kiosco,5,2021-11-17
777,Maxikiosco Carrizo,kiosco,5,2022-12-30
778,Mayorista Acuña,mayorista,5,2020-02-16
779,Autoservicio Barrios,autoservicio,6,2020-03-23
780,Kiosco Lopez,kiosco,5,2022-07-02
781,Distribuidora Ledesma,mayorista,6,2023-08-21
782,Supermercado Suarez,supermercado,6,2024-03-09
783,Despensa Cabrera,autoservicio,6,2023-10-16
784,Maxikiosco Correa,kiosco,6,2021-07-13
785,Mayorista Gonzalez,mayorista,6,2020-03-07
786,Maxikiosco Romero,kiosco,5,2020-06-18
787,Despensa Gonzalez,autoservicio,6,2023-12-25
788,Kiosco Aguero,kiosco,6,2022-12-27
789,Autoservicio Mayorista Escobar,supermercado,5,2024-03-22
790,Maxikiosco Rodriguez,kiosco,5,2020-03-18
791,Supermercado Gimenez,supermercado,5,2020-03-29
792,Autoservicio Gonzalez,autoservicio,5,2024-05-11
793,Maxikiosco Gomez,kiosco,5,2023-09-03
794,Kiosco Moyano,kiosco,5,2022-06-29
795,Kiosco Peralta,kiosco,5,2023-10-20
796,Autoservicio Mayorista Lopez,supermercado,5,2021-09-29
797,Kiosco Vargas,kiosco,6,2023-04-27
798,Despensa Bustos,autoservicio,6,2024-10-22
799,Kiosco Soria,kiosco,6,2024-08-05
800,Autoservicio Fernandez,autoservicio,5,2022-08-11
801,Maxikiosco Gutierrez,kiosco,5,2020-10-28
802,Restaurante Molina,bar_restaurante,5,2024-08-10
803,Maxikiosco Gomez,kiosco,5,2021-09-02
804,Maxikiosco Hernandez,kiosco,6,2022-12-19
805,Maxikiosco Godoy,kiosco,5,2020-05-07
806,Almacén Mansilla,autoservicio,5,2023-04-15
807,Kiosco Diaz,kiosco,6,2021-04-17
808,Distribuidora Perez,mayorista,5,2021-08-09
809,Maxikiosco Morales,kiosco,5,2023-07-15
810,Autoservicio Mayorista Morales,supermercado,6,2020-07-08
811,Supermercado Rodriguez,supermercado,6,2023-10-28
812,Maxikiosco Nuñez,kiosco,5,2024-07-28
813,Despensa Perez,autoservicio,6,2021-09-16
814,Autoservicio Mayorista Muñoz,supermercado,5,2021-07-24
815,Kiosco Martinez,kiosco,5,2022-09-25
816,Mayorista Nuñez,mayorista,5,2024-06-15
817,Kiosco Torres,kiosco,5,2020-07-30
818,Parrilla Mendez,bar_restaurante,5,2023-03-30
819,Autoservicio Garcia,autoservicio,5,2024-05-28
820,Kiosco Fernandez,kiosco,6,2023-09-17
821,Autoservicio Mayorista Morales,supermercado,5,2024-04-23
822,Maxikiosco Gomez,kiosco,5,2022-08-31
823,Maxikiosco Flores,kiosco,5,2023-04-18
824,Maxikiosco Gomez,kiosco,5,2021-11-30
825,Autoservicio Mayorista Sanchez,supermercado,5,2021-03-19
826,Distribuidora Sanchez,mayorista,5,2021-09-18
827,Restaurante Lopez,bar_restaurante,5,2021-04-26
828,Despensa Vera,autoservicio,5,2024-10-15
829,Kiosco Martinez,kiosco,6,2023-07-11
830,Autoservicio Vera,autoservicio,5,2022-02-16
831,Kiosco Correa,kiosco,5,2022-03-15
832,Distribuidora Ortiz,mayorista,5,2022-10-15
833,Mayorista Avila,mayorista,5,2024-02-19
834,Restaurante Fernandez,bar_restaurante,5,2024-04-23
835,Almacén Rodriguez,autoservicio,6,2022-08-08
836,Pizzería Acosta,bar_restaurante,5,2024-04-22
837,Almacén Benitez,autoservicio,5,2023-09-21
838,Maxikiosco Ramirez,kiosco,5,2023-03-20
839,Mayorista Castro,mayorista,5,2021-07-15
840,Despensa Vera,autoservicio,5,2021-01-05
841,Kiosco Pereyra,kiosco,6,2021-05-13
842,Distribuidora Benitez,mayorista,6,2021-06-14
843,Maxikiosco Leiva,kiosco,5,2023-01-03
844,Mayorista Carrizo,mayorista,5,2021-06-26
845,Kiosco Vega,kiosco,5,2024-09-26
846,Distribuidora Gonzalez,mayorista,6,2023-08-14
847,Autoservicio Mayorista Fernandez,supermercado,5,2024-04-28
848,Restaurante Vera,bar_restaurante,5,2022-03-01
849,Bar Suarez,bar_restaurante,5,2023-02-20
850,Maxikiosco Luna,kiosco,6,2024-06-14
851,Kiosco Ramirez,kiosco,5,2023-10-12
852,Kiosco Castro,kiosco,5,2021-09-30
853,Supermercado Pereyra,supermercado,6,2023-01-19
854,Maxikiosco Avila,kiosco,5,2024-07-22
855,Kiosco Rodriguez,kiosco,5,2021-06-15
856,Maxikiosco Navarro,kiosco,6,2021-04-21
857,Restaurante Ponce,bar_restaurante,5,2022-02-01
858,Supermercado Alvarez,supermercado,5,2022-06-21
859,Maxikiosco Castro,kiosco,6,2023-08-26
860,Despensa Navarro,autoservicio,5,2022-02-15
861,Pizzería Molina,bar_restaurante,5,2023-03-29
862,Maxikiosco Vazquez,kiosco,5,2020-05-06
863,Maxikiosco Rojas,kiosco,5,2020-01-16
864,Autoservicio Nuñez,autoservicio,5,2023-08-03
865,Kiosco Medina,kiosco,6,2021-06-29
866,Despensa Herrera,autoservicio,5,2020-02-13
867,Bar Sanchez,bar_restaurante,5,2023-10-22
868,Supermercado Torres,supermercado,6,2022-02-11
869,Almacén Torres,autoservicio,5,2021-12-27
870,Maxikiosco Sanchez,kiosco,6,2020-09-29
871,Despensa Aguero,autoservicio,5,2020-07-23
872,Maxikiosco Velazquez,kiosco,5,2023-04-20
873,Autoservicio Mayorista Garcia,supermercado,5,2021-09-26
874,Kiosco Ortiz,kiosco,5,2022-08-02
875,Maxikiosco Perez,kiosco,5,2024-04-15
876,Almacén Ortiz,autoservicio,5,2021-10-23
877,Kiosco Fernandez,kiosco,5,2022-03-30
878,Kiosco Soria,kiosco,6,2023-06-10
879,Maxikiosco Diaz,kiosco,5,2020-07-25
880,Despensa Ruiz,autoservicio,6,2020-03-27
881,Distribuidora Soto,mayorista,5,2020-07-13
882,Distribuidora Godoy,mayorista,5,2020-05-11
883,Kiosco Cabrera,kiosco,5,2021-07-09
884,Maxikiosco Nuñez,kiosco,6,2022-12-14
885,Maxikiosco Martinez,kiosco,5,2021-12-09
886,Almacén Ruiz,autoservicio,5,2022-10-03
887,Despensa Diaz,autoservicio,6,2021-12-07
888,Pizzería Arias,bar_restaurante,5,2023-12-30
889,Maxikiosco Diaz,kiosco,5,2022-08-25
890,Almacén Perez,autoservicio,5,2024-08-14
891,Parrilla Hernandez,bar_restaurante,5,2024-07-21
892,Maxikiosco Sosa,kiosco,5,2022-06-01
893,Maxikiosco Fernandez,kiosco,5,2024-03-20
894,Maxikiosco Maldonado,kiosco,5,2024-08-13
895,Kiosco Garcia,kiosco,6,2020-10-05
896,Kiosco Molina,kiosco,5,2024-06-18
897,Bar Fernandez,bar_restaurante,5,2021-04-20
898,Mayorista Caceres,mayorista,6,2023-10-03
899,Maxikiosco Acuña,kiosco,5,2024-07-27
900,Pizzería Ramirez,bar_restaurante,6,2023-06-17
901,Autoservicio Mayorista Paz,supermercado,5,2023-05-01
902,Kiosco Diaz,kiosco,6,2023-10-01
903,Parrilla Diaz,bar_restaurante,5,2021-09-04
904,Maxikiosco Gimenez,kiosco,5,2022-05-22
905,Bar Velazquez,bar_restaurante,5,2023-10-02
906,Distribuidora Sosa,mayorista,5,2022-11-26
907,Autoservicio Vazquez,autoservicio,5,2023-12-17
908,Pizzería Diaz,bar_restaurante,5,2023-02-05
909,Maxikiosco Perez,kiosco,5,2024-03-09
910,Bar Avila,bar_restaurante,6,2022-08-13
911,Restaurante Herrera,bar_restaurante,5,2020-11-26
912,Almacén Villalba,autoservicio,5,2021-02-06
913,Restaurante Gomez,bar_restaurante,5,2021-06-20
914,Autoservicio Lopez,autoservicio,5,2021-09-05
915,Bar Perez,bar_restaurante,5,2021-04-25
916,Maxikiosco Rodriguez,kiosco,5,2021-10-29
917,Supermercado Ponce,supermercado,5,2024-07-21
918,Maxikiosco Sosa,kiosco,5,2024-09-05
919,Maxikiosco Juarez,kiosco,5,2020-03-09
920,Mayorista Martin,mayorista,5,2024-01-17
921,Kiosco Fernandez,kiosco,6,2024-07-30
922,Supermercado Vera,supermercado,6,2023-01-07
923,Almacén Cordoba,autoservicio,5,2024-08-14
924,Bar Fernandez,bar_restaurante,5,2024-05-19
925,Almacén Franco,autoservicio,5,2023-05-14
926,Autoservicio Mayorista Romero,supermercado,8,2024-04-28
927,Kiosco Martinez,kiosco,7,2020-08-05
928,Kiosco Paez,kiosco,10,2020-02-08
929,Maxikiosco Sosa,kiosco,9,2021-02-15
930,Restaurante Diaz,bar_restaurante,8,2024-01-03
931,Despensa Sosa,autoservicio,10,2021-10-29
932,Autoservicio Duarte,autoservicio,8,2020-03-31
933,Parrilla Maldonado,bar_restaurante,10,2024-06-22
934,Pizzería Lopez,bar_restaurante,10,2022-07-20
935,Autoservicio Gomez,autoservicio,7,2023-06-04
936,Autoservicio Nuñez,autoservicio,10,2020-09-17
937,Parrilla Nuñez,bar_restaurante,7,2021-11-14
938,Autoservicio Mayorista Ramirez,supermercado,9,2022-07-30
939,Bar Carrizo,bar_restaurante,8,2021-09-07
940,Despensa Pereyra,autoservicio,8,2022-03-16
941,Kiosco Garcia,kiosco,8,2020-11-09
942,Supermercado Campos,supermercado,9,2020-07-17
943,Maxikiosco Soria,kiosco,11,2023-03-12
944,Kiosco Ruiz,kiosco,10,2021-03-08
945,Kiosco Roldan,kiosco,8,2021-04-20
946,Pizzería Ojeda,bar_restaurante,10,2020-07-28
947,Bar Ortiz,bar_restaurante,9,2023-09-14
948,Kiosco Paez,kiosco,8,2023-08-08
949,Almacén Lopez,autoservicio,10,2020-06-30
950,Restaurante Moreno,bar_restaurante,7,2023-03-06
951,Restaurante Coronel,bar_restaurante,10,2023-09-22
952,Pizzería Rodriguez,bar_restaurante,10,2023-12-21
953,Autoservicio Fernandez,autoservicio,7,2024-04-04
954,Autoservicio Gonzalez,autoservicio,7,2021-10-05
955,Kiosco Perez,kiosco,8,2020-05-19
956,Kiosco Romero,kiosco,8,2021-01-06
957,Autoservicio Mayorista Molina,supermercado,8,2020-10-28
958,Despensa Rodriguez,autoservicio,10,2023-11-14
959,Kiosco Herrera,kiosco,7,2023-03-28
960,Kiosco Ponce,kiosco,11,2021-11-02
961,Despensa Torres,autoservicio,11,2022-01-07
962,Parrilla Bravo,bar_restaurante,8,2022-08-04
963,Maxikiosco Fernandez,kiosco,10,2022-04-07
964,Bar Torres,bar_restaurante,8,2023-12-26
965,Autoservicio Mayorista Ramirez,supermercado,10,2021-02-25
966,Autoservicio Suarez,autoservicio,11,2022-08-14
967,Kiosco Sanchez,kiosco,10,2022-06-12
968,Maxikiosco Rodriguez,kiosco,9,2021-11-13
969,Almacén Morales,autoservicio,10,2024-04-08
970,Autoservicio Molina,autoservicio,11,2021-09-28
971,Parrilla Ferreyra,bar_restaurante,11,2021-02-18
972,Restaurante Dominguez,bar_restaurante,8,2021-09-18
973,Maxikiosco Martinez,kiosco,8,2021-09-13
974,Autoservicio Mayorista Fernandez,supermercado,7,2024-02-18
975,Restaurante Diaz,bar_restaurante,10,2024-05-26
976,Supermercado Rivero,supermercado,8,2023-01-19
977,Maxikiosco Martin,kiosco,10,2021-01-14
978,Distribuidora Rodriguez,mayorista,10,2024-12-01
979,Maxikiosco Morales,kiosco,10,2022-11-07
980,Distribuidora Carrizo,mayorista,11,2024-07-28
981,Almacén Castillo,autoservicio,10,2023-12-17
982,Supermercado Maidana,supermercado,11,2021-02-28
983,Autoservicio Mayorista Fernandez,supermercado,10,2024-01-14
984,Autoservicio Mayorista Maidana,supermercado,11,2022-01-11
985,Maxikiosco Leiva,kiosco,7,2022-10-21
986,Autoservicio Mayorista Perez,supermercado,10,2024-07-10
987,Supermercado Aguirre,supermercado,8,2021-12-15
988,Despensa Moyano,autoservicio,10,2023-01-05
989,Supermercado Martinez,supermercado,9,2020-05-07
990,Autoservicio Mayorista Garcia,supermercado,10,2021-06-01
991,Restaurante Vazquez,bar_restaurante,8,2021-12-23
992,Supermercado Quiroga,supermercado,9,2023-11-21
993,Maxikiosco Diaz,kiosco,10,2024-01-21
994,Autoservicio Gonzalez,autoservicio,10,2021-05-10
995,Kiosco Fernandez,kiosco,9,2020-10-05
996,Kiosco Gomez,kiosco,10,2023-09-06
997,Parrilla Sanchez,bar_restaurante,8,2023-05-01
998,Autoservicio Mayorista Rodriguez,supermercado,11,2020-04-20
999,Autoservicio Mansilla,autoservicio,11,2024-05-05
1000,Almacén Romero,autoservicio,8,2022-09-10
1001,Autoservicio Vazquez,autoservicio,8,2020-02-29
1002,Bar Ramirez,bar_restaurante,10,2020-02-15
1003,Distribuidora Romero,mayorista,10,2021-12-04
1004,Almacén Rodriguez,autoservicio,8,2021-07-18
